ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
44	140	15.906000	51.png	p23.wav	250	110	1	methexp32	2016-05-13_13.20.12.303000
44	70	6.658000	08.png	n46.wav	250	110	2	methexp32	2016-05-13_13.20.12.303000
44	140	6.429000	22.png	n11.wav	153	110	3	methexp32	2016-05-13_13.20.12.303000
44	140	4.129000	14.png	p73.wav	152	110	4	methexp32	2016-05-13_13.20.12.303000
44	138	3.079000	03.png	n50.wav	152	110	5	methexp32	2016-05-13_13.20.12.303000
44	59	3.899000	04.png	n11.wav	250	150	6	methexp32	2016-05-13_13.20.12.303000
44	170	4.869000	50.png	p73.wav	250	150	7	methexp32	2016-05-13_13.20.12.303000
44	100	3.488000	20.png	p53.wav	153	110	8	methexp32	2016-05-13_13.20.12.303000
