ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
6	Kenne ich sehr gut	51.png	1	methexp32	2016-05-12_11.25.50.296000
6	Kenne ich sehr gut	08.png	2	methexp32	2016-05-12_11.25.50.296000
6	Gar nicht	50.png	3	methexp32	2016-05-12_11.25.50.296000
6	Kenne ich	20.png	4	methexp32	2016-05-12_11.25.50.296000
6	Kenne ich sehr gut	14.png	5	methexp32	2016-05-12_11.25.50.296000
6	Kenne ich	03.png	6	methexp32	2016-05-12_11.25.50.296000
6	Kenne ich sehr gut	22.png	7	methexp32	2016-05-12_11.25.50.296000
6	Kenne ich	04.png	8	methexp32	2016-05-12_11.25.50.296000
