ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
43	60	10.400000	51.png	n30.wav	250	150	1	methexp32	2016-05-13_13.07.17.030000
43	103	4.438000	08.png	p52.wav	250	110	2	methexp32	2016-05-13_13.07.17.030000
43	91	4.939000	22.png	n45.wav	153	110	3	methexp32	2016-05-13_13.07.17.030000
43	101	4.998000	20.png	p45.wav	153	110	4	methexp32	2016-05-13_13.07.17.030000
43	90	1.949000	14.png	p73.wav	152	110	5	methexp32	2016-05-13_13.07.17.030000
43	81	5.868000	03.png	n13.wav	250	110	6	methexp32	2016-05-13_13.07.17.030000
43	80	3.159000	50.png	p52.wav	250	150	7	methexp32	2016-05-13_13.07.17.030000
43	158	2.219000	04.png	n45.wav	152	110	8	methexp32	2016-05-13_13.07.17.030000
