ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
41	146	5.666000	51.png	p22.wav	250	110	1	methexp32	2016-05-13_12.14.12.228000
41	104	2.057000	03.png	p23.wav	250	150	2	methexp32	2016-05-13_12.14.12.228000
41	61	1.628000	08.png	n25.wav	152	110	3	methexp32	2016-05-13_12.14.12.228000
41	57	2.198000	20.png	p21.wav	152	110	4	methexp32	2016-05-13_12.14.12.228000
41	12	2.369000	22.png	n31.wav	250	110	5	methexp32	2016-05-13_12.14.12.228000
41	79	1.879000	14.png	n40.wav	153	110	6	methexp32	2016-05-13_12.14.12.228000
41	110	2.386000	04.png	n25.wav	250	150	7	methexp32	2016-05-13_12.14.12.228000
41	23	2.119000	50.png	p22.wav	153	110	8	methexp32	2016-05-13_12.14.12.228000
