ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
38	50	7.504000	03.png	p89.wav	250	110	1	methexp32	2016-05-13_12.13.33.816000
38	61	1.890000	20.png	n31.wav	152	110	2	methexp32	2016-05-13_12.13.33.816000
38	61	1.338000	14.png	p91.wav	153	110	3	methexp32	2016-05-13_12.13.33.816000
38	58	2.178000	04.png	p36.wav	250	150	4	methexp32	2016-05-13_12.13.33.816000
38	79	1.427000	51.png	n45.wav	250	110	5	methexp32	2016-05-13_12.13.33.816000
38	80	3.598000	08.png	n11.wav	250	150	6	methexp32	2016-05-13_12.13.33.816000
38	80	1.548000	50.png	n25.wav	153	110	7	methexp32	2016-05-13_12.13.33.816000
38	89	2.228000	22.png	p52.wav	152	110	8	methexp32	2016-05-13_12.13.33.816000
