ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
16	130	8.094000	50.png	p45.wav	153	110	1	methexp32	2016-05-12_14.47.44.779000
16	149	3.068000	20.png	p89.wav	152	110	2	methexp32	2016-05-12_14.47.44.779000
16	160	2.408000	03.png	p91.wav	250	150	3	methexp32	2016-05-12_14.47.44.779000
16	89	4.349000	22.png	n11.wav	250	110	4	methexp32	2016-05-12_14.47.44.779000
16	140	3.839000	04.png	p52.wav	250	110	5	methexp32	2016-05-12_14.47.44.779000
16	130	2.849000	51.png	n14.wav	250	150	6	methexp32	2016-05-12_14.47.44.779000
16	169	3.269000	14.png	n30.wav	152	110	7	methexp32	2016-05-12_14.47.44.779000
16	161	2.419000	08.png	n14.wav	153	110	8	methexp32	2016-05-12_14.47.44.779000
