ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
35	82	14.569000	50.png	n14.wav	153	110	1	methexp32	2016-05-13_11.39.02.133000
35	57	3.895000	14.png	n11.wav	250	110	2	methexp32	2016-05-13_11.39.02.133000
35	66	2.218000	04.png	p91.wav	250	150	3	methexp32	2016-05-13_11.39.02.133000
35	14	5.028000	20.png	n13.wav	250	150	4	methexp32	2016-05-13_11.39.02.133000
35	169	2.778000	08.png	p53.wav	153	110	5	methexp32	2016-05-13_11.39.02.133000
35	146	1.808000	22.png	n45.wav	152	110	6	methexp32	2016-05-13_11.39.02.133000
35	25	4.368000	03.png	p23.wav	152	110	7	methexp32	2016-05-13_11.39.02.133000
35	129	4.048000	51.png	p36.wav	250	110	8	methexp32	2016-05-13_11.39.02.133000
