ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
36	115	14.673000	22.png	n31.wav	152	110	1	methexp32	2016-05-13_11.39.25.305000
36	99	3.339000	50.png	n31.wav	153	110	2	methexp32	2016-05-13_11.39.25.305000
36	101	4.808000	20.png	p21.wav	250	150	3	methexp32	2016-05-13_11.39.25.305000
36	110	6.077000	14.png	n13.wav	250	110	4	methexp32	2016-05-13_11.39.25.305000
36	105	3.518000	08.png	p22.wav	250	110	5	methexp32	2016-05-13_11.39.25.305000
36	116	3.868000	04.png	p22.wav	153	110	6	methexp32	2016-05-13_11.39.25.305000
36	111	2.259000	51.png	p89.wav	152	110	7	methexp32	2016-05-13_11.39.25.305000
36	113	2.119000	03.png	n50.wav	250	150	8	methexp32	2016-05-13_11.39.25.305000
