ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
15	80	11.878000	04.png	n31.wav	153	110	1	methexp32	2016-05-12_14.45.41.026000
15	57	3.707000	51.png	p52.wav	250	110	2	methexp32	2016-05-12_14.45.41.026000
15	153	3.878000	14.png	p52.wav	152	110	3	methexp32	2016-05-12_14.45.41.026000
15	105	3.697000	50.png	p45.wav	153	110	4	methexp32	2016-05-12_14.45.41.026000
15	171	3.396000	03.png	n14.wav	250	150	5	methexp32	2016-05-12_14.45.41.026000
15	126	3.288000	20.png	n14.wav	250	110	6	methexp32	2016-05-12_14.45.41.026000
15	42	3.658000	08.png	n13.wav	152	110	7	methexp32	2016-05-12_14.45.41.026000
15	47	4.116000	22.png	p21.wav	250	150	8	methexp32	2016-05-12_14.45.41.026000
