ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
42	110	5.130000	03.png	n30.wav	153	110	1	methexp32	2016-05-13_12.14.20.314000
42	69	3.618000	04.png	p52.wav	250	110	2	methexp32	2016-05-13_12.14.20.314000
42	42	2.838000	20.png	n31.wav	250	110	3	methexp32	2016-05-13_12.14.20.314000
42	138	1.848000	08.png	p91.wav	250	150	4	methexp32	2016-05-13_12.14.20.314000
42	107	1.788000	14.png	p22.wav	152	110	5	methexp32	2016-05-13_12.14.20.314000
42	149	1.618000	22.png	p22.wav	153	110	6	methexp32	2016-05-13_12.14.20.314000
42	14	2.008000	51.png	n50.wav	250	150	7	methexp32	2016-05-13_12.14.20.314000
42	47	2.078000	50.png	n31.wav	152	110	8	methexp32	2016-05-13_12.14.20.314000
