ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
12	109	7.500000	14.png	n45.wav	152	110	1	methexp32	2016-05-12_11.44.51.527000
12	28	4.609000	50.png	p73.wav	152	110	2	methexp32	2016-05-12_11.44.51.527000
12	150	3.289000	20.png	n30.wav	153	110	3	methexp32	2016-05-12_11.44.51.527000
12	58	5.188000	03.png	n14.wav	250	110	4	methexp32	2016-05-12_11.44.51.527000
12	161	2.449000	22.png	p36.wav	153	110	5	methexp32	2016-05-12_11.44.51.527000
12	45	2.338000	04.png	n14.wav	250	150	6	methexp32	2016-05-12_11.44.51.527000
12	80	2.298000	08.png	p23.wav	250	110	7	methexp32	2016-05-12_11.44.51.527000
12	126	1.849000	51.png	p53.wav	250	150	8	methexp32	2016-05-12_11.44.51.527000
