ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
47	166	7.877000	50.png	p23.wav	250	110	1	methexp32	2016-05-13_15.28.46.912000
47	196	2.099000	08.png	n30.wav	153	110	2	methexp32	2016-05-13_15.28.46.912000
47	172	2.419000	04.png	p22.wav	152	110	3	methexp32	2016-05-13_15.28.46.912000
47	200	2.699000	03.png	n46.wav	250	150	4	methexp32	2016-05-13_15.28.46.912000
47	5	3.548000	51.png	p22.wav	153	110	5	methexp32	2016-05-13_15.28.46.912000
47	30	2.498000	20.png	p52.wav	250	150	6	methexp32	2016-05-13_15.28.46.912000
47	22	1.817000	22.png	n40.wav	152	110	7	methexp32	2016-05-13_15.28.46.912000
47	110	2.059000	14.png	n50.wav	250	110	8	methexp32	2016-05-13_15.28.46.912000
