ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
24	130	4.762000	20.png	n13.wav	250	150	1	methexp32	2016-05-13_09.28.49.328000
24	80	3.137000	08.png	p91.wav	153	110	2	methexp32	2016-05-13_09.28.49.328000
24	99	4.519000	50.png	n46.wav	250	110	3	methexp32	2016-05-13_09.28.49.328000
24	20	2.439000	51.png	n45.wav	152	110	4	methexp32	2016-05-13_09.28.49.328000
24	149	3.519000	22.png	p52.wav	152	110	5	methexp32	2016-05-13_09.28.49.328000
24	148	3.507000	04.png	n30.wav	153	110	6	methexp32	2016-05-13_09.28.49.328000
24	109	2.349000	03.png	p52.wav	250	150	7	methexp32	2016-05-13_09.28.49.328000
24	114	3.359000	14.png	p89.wav	250	110	8	methexp32	2016-05-13_09.28.49.328000
