ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
17	10	14.025000	51.png	n14.wav	250	110	1	methexp32	2016-05-12_14.59.28.938000
17	200	4.409000	08.png	p23.wav	250	150	2	methexp32	2016-05-12_14.59.28.938000
17	200	3.497000	50.png	p91.wav	250	110	3	methexp32	2016-05-12_14.59.28.938000
17	190	3.468000	22.png	n50.wav	152	110	4	methexp32	2016-05-12_14.59.28.938000
17	192	2.867000	14.png	n11.wav	250	150	5	methexp32	2016-05-12_14.59.28.938000
17	80	6.978000	04.png	p22.wav	153	110	6	methexp32	2016-05-12_14.59.28.938000
17	171	3.468000	03.png	n13.wav	153	110	7	methexp32	2016-05-12_14.59.28.938000
17	60	2.938000	20.png	p52.wav	152	110	8	methexp32	2016-05-12_14.59.28.938000
