ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
23	155	10.333000	14.png	p52.wav	250	110	1	methexp32	2016-05-12_15.38.12.436000
23	25	8.268000	20.png	n11.wav	250	150	2	methexp32	2016-05-12_15.38.12.436000
23	40	6.078000	22.png	n14.wav	153	110	3	methexp32	2016-05-12_15.38.12.436000
23	60	4.119000	51.png	p22.wav	152	110	4	methexp32	2016-05-12_15.38.12.436000
23	95	5.109000	50.png	p36.wav	250	150	5	methexp32	2016-05-12_15.38.12.436000
23	110	5.289000	03.png	n14.wav	152	110	6	methexp32	2016-05-12_15.38.12.436000
23	6	4.168000	08.png	n50.wav	250	110	7	methexp32	2016-05-12_15.38.12.436000
23	123	2.968000	04.png	p53.wav	153	110	8	methexp32	2016-05-12_15.38.12.436000
