ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
37	153	9.731000	08.png	n46.wav	250	150	1	methexp32	2016-05-13_11.51.51.595000
37	50	4.359000	20.png	n25.wav	152	110	2	methexp32	2016-05-13_11.51.51.595000
37	153	6.039000	50.png	p53.wav	250	150	3	methexp32	2016-05-13_11.51.51.595000
37	98	2.938000	22.png	n13.wav	153	110	4	methexp32	2016-05-13_11.51.51.595000
37	71	6.668000	14.png	p53.wav	250	110	5	methexp32	2016-05-13_11.51.51.595000
37	82	4.739000	51.png	n46.wav	250	110	6	methexp32	2016-05-13_11.51.51.595000
37	35	3.029000	04.png	p73.wav	153	110	7	methexp32	2016-05-13_11.51.51.595000
37	43	1.778000	03.png	p91.wav	152	110	8	methexp32	2016-05-13_11.51.51.595000
