ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
40	2	4.835000	22.png	n40.wav	152	110	1	methexp32	2016-05-13_12.14.02.964000
40	3	2.598000	14.png	n30.wav	250	110	2	methexp32	2016-05-13_12.14.02.964000
40	3	3.139000	08.png	p91.wav	153	110	3	methexp32	2016-05-13_12.14.02.964000
40	99	4.788000	51.png	p21.wav	250	110	4	methexp32	2016-05-13_12.14.02.964000
40	94	3.439000	50.png	p89.wav	152	110	5	methexp32	2016-05-13_12.14.02.964000
40	113	2.397000	20.png	n45.wav	250	150	6	methexp32	2016-05-13_12.14.02.964000
40	0	2.177000	04.png	n46.wav	153	110	7	methexp32	2016-05-13_12.14.02.964000
40	1	1.738000	03.png	p23.wav	250	150	8	methexp32	2016-05-13_12.14.02.964000
