ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
14	90	2.726000	22.png	p91.wav	250	110	1	methexp32	2016-05-12_14.42.07.954000
14	102	1.667000	20.png	p21.wav	153	110	2	methexp32	2016-05-12_14.42.07.954000
14	89	2.069000	04.png	n50.wav	152	110	3	methexp32	2016-05-12_14.42.07.954000
14	59	2.207000	03.png	n50.wav	250	110	4	methexp32	2016-05-12_14.42.07.954000
14	58	2.348000	08.png	p21.wav	250	150	5	methexp32	2016-05-12_14.42.07.954000
14	151	2.268000	14.png	p45.wav	152	110	6	methexp32	2016-05-12_14.42.07.954000
14	200	3.029000	51.png	n50.wav	153	110	7	methexp32	2016-05-12_14.42.07.954000
14	83	2.088000	50.png	n14.wav	250	150	8	methexp32	2016-05-12_14.42.07.954000
