ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
34	38	6.034000	20.png	n11.wav	250	110	1	methexp32	2016-05-13_11.27.55.398000
34	101	3.668000	50.png	p23.wav	250	150	2	methexp32	2016-05-13_11.27.55.398000
34	54	4.649000	03.png	p53.wav	250	110	3	methexp32	2016-05-13_11.27.55.398000
34	86	2.649000	22.png	n31.wav	152	110	4	methexp32	2016-05-13_11.27.55.398000
34	122	2.809000	14.png	n45.wav	153	110	5	methexp32	2016-05-13_11.27.55.398000
34	53	3.698000	04.png	n31.wav	250	150	6	methexp32	2016-05-13_11.27.55.398000
34	183	2.689000	51.png	p91.wav	152	110	7	methexp32	2016-05-13_11.27.55.398000
34	162	2.019000	08.png	p91.wav	153	110	8	methexp32	2016-05-13_11.27.55.398000
