ParticipantNumber	knowing	CS	TrialNr	computerName	timeStamp
22	Schon mal gesehen	50.png	1	methexp32	2016-05-12_15.35.12.351000
22	Kenne ich	22.png	2	methexp32	2016-05-12_15.35.12.351000
22	Kenne ich	51.png	3	methexp32	2016-05-12_15.35.12.351000
22	Gar nicht	04.png	4	methexp32	2016-05-12_15.35.12.351000
22	Gar nicht	08.png	5	methexp32	2016-05-12_15.35.12.351000
22	Schon mal gesehen	20.png	6	methexp32	2016-05-12_15.35.12.351000
22	Schon mal gesehen	03.png	7	methexp32	2016-05-12_15.35.12.351000
22	Schon mal gesehen	14.png	8	methexp32	2016-05-12_15.35.12.351000
