ParticipantNumber	likingRating	likingRT	CS	correspondingUS	correspondingTime	correspondingOnset	TrialNr	computerName	timeStamp
6	130	17.097000	03.png	n13.wav	153	110	1	methexp32	2016-05-12_11.25.50.296000
6	180	5.487000	08.png	p23.wav	250	150	2	methexp32	2016-05-12_11.25.50.296000
6	119	5.557000	20.png	p91.wav	153	110	3	methexp32	2016-05-12_11.25.50.296000
6	170	4.856000	51.png	p45.wav	250	110	4	methexp32	2016-05-12_11.25.50.296000
6	160	3.697000	14.png	n13.wav	250	110	5	methexp32	2016-05-12_11.25.50.296000
6	110	6.527000	04.png	p73.wav	152	110	6	methexp32	2016-05-12_11.25.50.296000
6	181	3.617000	22.png	n13.wav	250	150	7	methexp32	2016-05-12_11.25.50.296000
6	170	3.657000	50.png	n40.wav	152	110	8	methexp32	2016-05-12_11.25.50.296000
