subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
5;1;6;1;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;1.9360555000021122;1.9409149999992223;23537.8113234;3.1000017770566046e-06;0.49894320000021253;0.6190062999994552;0.6390181999995548;0.7090592000022298;0.8391464000014821;0.969245399999636;0.01
5;1;6;2;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.6094288000022061;0.6102906000014627;23539.9871859;3.0000010156072676e-06;0.49713300000075833;0.6171873999992386;0.6372039999987464;0.7072564999980386;0.8373179999980493;0.9674145999997563;0.01
5;1;6;3;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;3.6061200000003737;3.612497300000541;23545.1553306;3.0000010156072676e-06;0.498986499998864;0.6190575000000536;0.6390744999989693;0.7090914000000339;0.8392055000003893;0.969283300000825;0.01
5;1;6;4;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.5689247000009345;0.5705247999976564;23547.2911324;2.9000002541579306e-06;0.5020291000000725;0.6221058000010089;0.6421029000011913;0.7121503000016673;0.8422277999998187;0.9723250999995798;0.01
5;1;6;5;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.2922584000007191;0.3002095999981975;23549.1551938;2.9000002541579306e-06;0.504473600001802;0.6245438000005379;0.6445639000012306;0.7145835000010266;0.8446724999994331;0.9747687000017322;0.01
5;1;6;6;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.31081930000073044;0.3199287999996159;23551.0352551;2.9000002541579306e-06;0.49625059999743826;0.6162997999999789;0.6363210999988951;0.706348199997592;0.8364311999976053;0.9665148999993107;0.01
5;1;6;7;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.42751900000075693;0.43090010000014445;23553.0432061;2.9000002541579306e-06;0.5031110000018089;0.6232044999997015;0.6432107000000542;0.7132277999990038;0.8433210000002873;0.9734382999995432;0.01
5;1;6;8;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.012511699998867698;0.02011099999799626;23554.6191894;3.1000017770566046e-06;0.4971742000016093;0.6172301000005973;0.6372632999991765;0.7072685000021011;0.8373725000019476;0.9674491000005219;0.01
5;1;6;9;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.5591821999987587;0.5604221999965375;23556.7472481;3.0000010156072676e-06;0.5004081000006408;0.6204867000014929;0.6405039999990549;0.7105465999993612;0.8406180999991193;0.9707300000009127;0.01
5;1;6;10;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.4935138000000734;0.5005882000004931;23558.8031826;2.9000002541579306e-06;0.5051313000003574;0.6252260000001115;0.6452222000007168;0.7152428000008513;0.8453254999985802;0.9754207000005408;0.01
5;1;6;11;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.3528958999995666;0.36024759999781963;23560.7235617;3.0999981390777975e-06;0.5047625000006519;0.6248138999981165;0.6448243999984697;0.7148749000007228;0.844943100000819;0.9750538000007509;0.01
5;1;6;12;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.6732134000012593;0.6809369000002334;23562.9551856;3.1000017770566046e-06;0.4969431999998051;0.616987400000653;0.6370007000004989;0.7070375000002969;0.8371179999994638;0.9672112000007473;0.01
5;1;7;1;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;3.647900199997821;3.6523563000009744;23586.2431653;3.0000010156072676e-06;0.5011116999994556;0.5411284000001615;0.5511394999994081;0.6211708000009821;0.7512500000011642;0.8813831000006758;0.01
5;1;7;2;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.0124237999989418;1.0203221999981906;23588.9312092;2.9000002541579306e-06;0.4985677000004216;0.5385826000019733;0.5486029000021517;0.618637999999919;0.7487337000020489;0.8788287000024866;0.01
5;1;7;3;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.6808723999965878;0.6901809999981197;23591.0913552;3.0000010156072676e-06;0.5044450000023062;0.544478200001322;0.5544824000025983;0.6244970000007015;0.7546125000008033;0.8846908000014082;0.01
5;1;7;4;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.9840003999997862;0.991513600001781;23593.5553066;3.0000010156072676e-06;0.49656229999891366;0.5365812000018195;0.5465865000005579;0.6166080000002694;0.7466907999987598;0.8767961000012292;0.01
5;1;7;5;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;up;1.111947000001237;1.121062999998685;23596.3551526;2.7999994927085936e-06;0.5037325999983295;0.5437619999975141;0.5537671999991289;0.6237992999995186;0.7538974999988568;0.8839857999992091;0.01
