subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
7;1;6;1;letter357;letter181;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;2.5004371000104584;2.502063799998723;268172.3193436;3.6999699659645557e-06;0.49592590000247583;0.6159996999776922;0.6360057999845594;0.7060526999994181;0.8361259999801405;0.9662154999678023;0.01
7;1;6;2;letter357;letter181;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;up;1.7879454999929294;1.791283399972599;268175.6791603;2.900022082030773e-06;0.4974495000205934;0.6175302000483498;0.6375376000069082;0.7075913000153378;0.8376540000317618;0.9677618000423536;0.01
7;1;6;3;letter357;letter181;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.13884820003295317;0.13969219999853522;268177.5831271;3.0999653972685337e-06;0.4969434999511577;0.61701579997316;0.6370229999884032;0.7070706999511458;0.8371525999973528;0.9672642999794334;0.01
7;1;6;4;letter357;letter181;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;up;3.3076634000171907;3.312241300009191;268182.663141;3.100023604929447e-06;0.497242700017523;0.6173264000099152;0.6373198999790475;0.7073300000047311;0.8374280999996699;0.9675315000349656;0.01
7;1;6;5;letter357;letter181;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;1.0905383999925107;1.0909913000068627;268185.5192247;3.100023604929447e-06;0.4967494000447914;0.6168220000108704;0.6368291000253521;0.7068619999918155;0.8369519000407308;0.967058900045231;0.01
7;1;6;6;letter357;letter181;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.3328994999756105;0.3401101999916136;268187.4232048;3.00002284348011e-06;0.4993178999866359;0.6193952999892645;0.6394034000113606;0.7094263000180945;0.8395227000000887;0.9696175999706611;0.01
7;1;6;7;letter357;letter181;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.005500599974766374;0.010144800005946308;268189.0071452;2.900022082030773e-06;0.5047379999887198;0.6248315999982879;0.6448344999807887;0.7148689000168815;0.8449444000143558;0.9750513000180945;0.01
7;1;6;8;letter357;letter181;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;3.522262900019996;3.522571300039999;268194.295284;2.900022082030773e-06;0.4971536000375636;0.6172300000325777;0.6372564000193961;0.7072794000268914;0.8373600000049919;0.9674591000075452;0.01
7;1;6;9;letter357;letter181;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;6.693108400038909;6.694136600010097;268202.5591078;2.6999623514711857e-06;0.501720700005535;0.6217944999807514;0.6418061999720521;0.7118287999765016;0.8419224999961443;0.9720221000025049;0.01
7;1;6;10;letter357;letter181;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.5796388000017032;0.5804667000193149;268204.7111634;3.0999653972685337e-06;0.5001295999973081;0.620195799972862;0.6402120999991894;0.7102564999950118;0.8403279999620281;0.9704390999977477;0.01
