subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute;response_target;RT_target;kb_rt_target;response_absolute_target; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
12;1;9;1;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.8783469999907538;0.8796804000157863;437300.4286907;c;1.7821568999788724;1.7912620999850333;437302.412591;2.800021320581436e-06;0.49765600002137944;0.5376752000302076;0.5476794000132941;0.6177088000113145;0.7478071000077762;0.8778979000053369;0.01
12;1;9;2;letter190;letter169;letter190;letter169;0;1;incongruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_left.png;down;1.054459799954202;1.0611861000070348;437305.0370336;c;0.4071144000045024;0.4079691999941133;437305.4527067;2.800021320581436e-06;0.5004876000457443;0.6205664000008255;0.6405867000576109;0.7106126000289805;0.8407147000543773;0.97080150002148;0.01
12;1;9;3;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;1.1819354000035673;1.1908352000173181;437308.1167187;m;1.2770338999689557;1.278625999984797;437309.4045887;2.600019797682762e-06;0.5012557000154629;0.541289400018286;0.5512902000336908;0.6213238000054844;0.751407100004144;0.881504799996037;0.01
12;1;9;4;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.189584699983243;1.190737699973397;437312.0766341;m;0.35688289999961853;0.3581018000259064;437312.436602;2.700020559132099e-06;0.5058150000404567;0.5458302000188269;0.555843600013759;0.625885899993591;0.7559661000268534;0.8860632000141777;0.01
12;1;9;5;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;1.2695320999482647;1.2707123999716714;437315.1888875;c;0.37276830000337213;0.3781635999912396;437315.5647047;2.700020559132099e-06;0.5002994000096805;0.5403032000176609;0.5503140999935567;0.6203465000144206;0.7504424000508152;0.8805302000255324;0.01
12;1;9;6;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;down;1.1594670999911614;1.160914900014177;437318.2206372;c;0.324546099989675;0.32817100000102073;437318.5485713;2.5999615900218487e-06;0.5037216999917291;0.5437325999955647;0.5537419999600388;0.6237722999649122;0.7538620999548584;0.8839660999947228;0.01
12;1;9;7;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;up;1.3715528000029735;1.3813032999751158;437321.404691;m;0.2601663999957964;0.2673842000076547;437321.6765683;2.800021320581436e-06;0.5034932999988087;0.5435255999909714;0.5535265000071377;0.6235609999857843;0.7536315000033937;0.8837409999687225;0.01
12;1;9;8;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;down;1.8613511000294238;1.8710977000300772;437325.0369943;c;0.7584285999764688;0.7609845999977551;437326.0045761;2.600019797682762e-06;0.49721990001853555;0.5372361000045203;0.5472456000279635;0.6172813000157475;0.7473866000073031;0.8774860000121407;0.01
12;1;9;9;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;down;1.5246720000286587;1.5309000000124797;437329.0126914;c;0.6797865999978967;0.6882196000078693;437329.7006391;2.600019797682762e-06;0.4955972000025213;0.5355908999918029;0.5455924000125378;0.6156362000037916;0.7457172999856994;0.8758236999856308;0.01
12;1;9;10;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.1529920999892056;1.1616229999926873;437332.3730681;c;0.4291806999826804;0.43790069996612146;437332.8127125;2.600019797682762e-06;0.5018598000169732;0.541853100003209;0.5518786999746226;0.6219322999822907;0.7519957000040449;0.8820928999921307;0.01
