subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute;response_target;RT_target;kb_rt_target;response_absolute_target; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
8;1;9;1;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;up;2.1574673000141047;2.1612173999892548;272704.5637099;c;2.2596008999971673;2.2609740999760106;272707.0273993;2.700020559132099e-06;0.5009234999888577;0.5409403000376187;0.5509630999877118;0.6209908000309952;0.7510849999962375;0.8811618000036106;0.01
8;1;9;2;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.023438600008376;1.0303472999949008;272709.5235508;m;0.7284900999511592;0.730002099997364;272710.4594892;2.6999623514711857e-06;0.49421069998061284;0.5342336000176147;0.5442317000124604;0.6142714999732561;0.7443516000057571;0.874445499968715;0.01
8;1;9;3;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.7238038000068627;0.7310596000170335;272712.675513;m;0.7989316000021063;0.8089982999954373;272713.483648;2.700020559132099e-06;0.49679280002601445;0.5368153000017628;0.5468397000222467;0.6168595000053756;0.7469491000520065;0.8770430000149645;0.01
8;1;9;4;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;1.0718567000003532;1.0809054999845102;272716.0356684;m;0.7807823999901302;0.7889408000046387;272716.8274256;2.700020559132099e-06;0.4993569999933243;0.5393592999898829;0.5493685000110418;0.6194003000273369;0.7494885000050999;0.8795847999863327;0.01
8;1;9;5;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.5274171999772079;0.5307257000240497;272718.8435028;c;0.8186436999822035;0.8278385999728926;272719.6673952;2.700020559132099e-06;0.5022472000564449;0.5422753000166267;0.5522664000163786;0.6223107000114396;0.7523822000366636;0.8824895000434481;0.01
8;1;9;6;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.9280204999959096;0.9306806999957189;272722.075722;c;0.5153652000008151;0.5186878999811597;272722.5955786;2.6999623514711857e-06;0.49523939995560795;0.5352616999880411;0.545246199995745;0.6152982999919914;0.7453614000114612;0.875468899961561;0.01
8;1;9;7;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.6698641999973916;0.6700504999607801;272724.7395593;c;0.5736325000179932;0.5785025999648497;272725.3154082;2.7999631129205227e-06;0.4978828000021167;0.5379097000113688;0.547896399977617;0.6179339999798685;0.7480133000062779;0.8781213000183925;0.01
8;1;9;8;letter181;letter357;letter357;letter181;0;1;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.8975317999720573;0.9005130999721587;272727.7795289;c;0.6269148999708705;0.6283653000136837;272728.4113695;2.5999615900218487e-06;0.5031946999952197;0.6232678999658674;0.6432754999841563;0.7133076000027359;0.8434043999877758;0.973507399961818;0.01
8;1;9;9;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.7099034999846481;0.7100812999997288;272730.6034941;c;0.42341180000221357;0.43089899996994063;272731.2276731;2.6999623514711857e-06;0.5042895000078715;0.5443354999879375;0.5543356999987736;0.6243638999876566;0.7544483999954537;0.8845337999518961;0.01
8;1;9;10;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.4563880999921821;0.46078389999456704;272733.1714556;m;0.6191442999988794;0.6203554000239819;272733.9954439;2.700020559132099e-06;0.49908470001537353;0.5391074999934062;0.5490998000022955;0.6191487000323832;0.7492179000400938;0.8793314000358805;0.01
