subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
12;1;6;1;letter190;letter169;letter190;letter169;1;0;congruent;0.12;letter190;0.14;0.07;fullmask;0.2;arrow_left.png;up;2.0440905999857932;2.0505037999828346;436901.685082;2.900022082030773e-06;0.50324809999438;0.6233208000194281;0.6433374999905936;0.7133777000126429;0.8434743999969214;0.9735570999910124;0.01
12;1;6;2;letter190;letter169;letter190;letter169;1;0;incongruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_left.png;down;1.6377991999615915;1.6407759999856353;436904.9011865;2.600019797682762e-06;0.49558190000243485;0.6156547000282444;0.6356683000340126;0.7057216999819502;0.8357819999800995;0.965887600032147;0.01
12;1;6;3;letter190;letter169;letter190;letter169;1;0;congruent;0.12;letter190;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.7704017999931239;0.7710027000284754;436907.2449459;2.700020559132099e-06;0.5050052999868058;0.625061700004153;0.6450738999992609;0.7151230000308715;0.8451892000157386;0.9753017000039108;0.01
12;1;6;4;letter190;letter169;letter190;letter169;1;0;incongruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.822552400000859;0.8307009999989532;436909.669031;2.600019797682762e-06;0.5055155000300147;0.6255868999869563;0.6455904000322334;0.7156402000109665;0.8457289999932982;0.9758283999981359;0.01
12;1;6;5;letter190;letter169;letter190;letter169;1;0;congruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.5344458000035957;0.5405863000196405;436911.7729338;2.800021320581436e-06;0.5019705999875441;0.622040799993556;0.6420652000233531;0.712098199990578;0.8421875000349246;0.9722693000221625;0.01
12;1;6;6;letter190;letter169;letter190;letter169;1;0;incongruent;0.12;letter190;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.43407360004493967;0.4409130000276491;436913.7733328;2.700020559132099e-06;0.49621080001816154;0.6162913999869488;0.6362939000246115;0.7063205000013113;0.8364075999706984;0.9665199000155553;0.01
12;1;6;7;letter190;letter169;letter190;letter169;1;0;congruent;0.12;letter190;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.5919083000044338;0.6004577999701723;436915.9330537;2.700020559132099e-06;0.4974347000243142;0.617516300000716;0.6375212999992073;0.7075571000459604;0.8376286000129767;0.9677605000324547;0.01
12;1;6;8;letter190;letter169;letter190;letter169;1;0;incongruent;0.12;letter190;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.37306879996322095;0.380034199974034;436917.8850051;2.600019797682762e-06;0.4991031999816187;0.6191713000298478;0.6391869999933988;0.7092325999983586;0.8392957000178285;0.969400100002531;0.01
12;1;6;9;letter190;letter169;letter190;letter169;1;0;incongruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.7655645999475382;0.7700626999721862;436920.2291733;2.700020559132099e-06;0.5044917000341229;0.6245610000332817;0.6445854000048712;0.7146075000055134;0.8446860000258312;0.974794700043276;0.01
12;1;6;10;letter190;letter169;letter190;letter169;1;0;congruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.5456297000055201;0.5504506999859586;436922.3409404;2.800021320581436e-06;0.5009613000438549;0.6210331000038423;0.6410474000149406;0.7110889000468887;0.8411772000254132;0.9713044000091031;0.01
12;1;6;11;letter190;letter169;letter190;letter169;1;0;congruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.6086470999871381;0.6103615000029095;436924.5249551;2.700020559132099e-06;0.4989161000121385;0.6189823999884538;0.6389920000219718;0.7090422000037506;0.8391136000282131;0.9692109000170603;0.01
12;1;6;12;letter190;letter169;letter190;letter169;1;0;incongruent;0.12;letter190;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.41314520000014454;0.41982950002420694;436926.5009328;2.700020559132099e-06;0.5019581000087783;0.6220571000012569;0.6420564000145532;0.7120874000247568;0.8421654999838211;0.9722622000263073;0.01
12;1;7;1;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.5308785000233911;0.5407088000210933;436940.0769959;2.700020559132099e-06;0.5017568000475876;0.5417777000111528;0.551779700035695;0.6218094000359997;0.7519098000484519;0.8820241000503302;0.01
12;1;7;2;letter190;letter169;letter190;letter169;0;1;incongruent;0.12;letter169;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.24566949997097254;0.25025039998581633;436941.8930141;2.700020559132099e-06;0.5049601999926381;0.6250422000302933;0.6450502999941818;0.7150811000028625;0.8451670000213198;0.9752796000102535;0.01
12;1;7;3;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.5220468000043184;0.5306477000121959;436943.9009242;2.600019797682762e-06;0.5005329000414349;0.5405491000274196;0.5505647000391036;0.6205653000506572;0.7506800999981351;0.88077740004519;0.01
12;1;7;4;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.8226361999986693;0.8308361999806948;436946.2129162;2.600019797682762e-06;0.5021522999741137;0.5421715999837033;0.5521813000086695;0.6222103000036441;0.7524802000261843;0.8824127999832854;0.01
12;1;7;5;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.4814913999871351;0.49070499994559214;436948.1728935;2.700020559132099e-06;0.49810620001517236;0.5381361999898218;0.5481465000193566;0.618164399988018;0.7482623999821953;0.8783620999893174;0.01
12;1;7;6;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.5258917000028305;0.5306444999878295;436950.188967;2.700020559132099e-06;0.5044404999935068;0.5444565999787301;0.5544688000227325;0.6245250999927521;0.7545793000026606;0.88468970003305;0.01
12;1;7;7;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.5629551000311039;0.5706410999991931;436952.2372729;2.800021320581436e-06;0.5046760000404902;0.5446924000279978;0.5546964000095613;0.6247597000328824;0.7548139000427909;0.8849379000021145;0.01
12;1;7;8;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.5356701000127941;0.5405866000219248;436954.2611371;2.700020559132099e-06;0.5052951000398025;0.5453262000228278;0.5553217999986373;0.6253515999997035;0.7554368000128306;0.8855645000003278;0.01
12;1;7;9;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.5137804000405595;0.5206709000049159;436956.26091;2.4999608285725117e-06;0.5009894999675453;0.5410103999893181;0.551014699973166;0.6210480000008829;0.7511438999790698;0.8812282999861054;0.01
12;1;7;10;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.5027707999688573;0.5106976000242867;436958.2609279;2.600019797682762e-06;0.503947600023821;0.543969799997285;0.553986300015822;0.6240211999975145;0.7540931000257842;0.884196900005918;0.01
12;1;7;11;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.5888518000137992;0.5905125000281259;436960.5488947;2.700020559132099e-06;0.5056263000005856;0.5456397000234574;0.555631400027778;0.6256905000191182;0.7557763000368141;0.8858796000131406;0.01
12;1;7;12;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;up;1.0057783999945968;1.0103432000032626;436963.2372079;2.600019797682762e-06;0.5053865000372753;0.5453847000026144;0.5553914000047371;0.6254486000398174;0.7555045000044629;0.8856216000276618;0.01
12;1;7;13;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.8744698999798857;0.8808082999894395;436965.5969885;2.5999615900218487e-06;0.5023982999846339;0.5424519999651238;0.5524328000028618;0.6224728999659419;0.7525554999592714;0.8826611999538727;0.01
12;1;7;14;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.6427818000083789;0.6501851999782957;436967.716909;2.700020559132099e-06;0.49596550001297146;0.5359884000499733;0.5459665000089444;0.6160112000070512;0.7461003000498749;0.8762117000296712;0.01
12;1;7;15;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.8871068999869749;0.8906831999775022;436970.0930922;2.700020559132099e-06;0.5006158999749459;0.5406487999716774;0.5506395999691449;0.6206869999878109;0.7507558999932371;0.8808733000187203;0.01
12;1;7;16;letter190;letter169;letter190;letter169;0;0;incongruent;0.04;letter190;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.5638863000203855;0.5703232000232674;436972.1409001;2.900022082030773e-06;0.5018619999755174;0.5418846000102349;0.5518887999933213;0.6219293000176549;0.7520075999782421;0.8821177000063471;0.01
12;1;7;17;letter190;letter169;letter190;letter169;0;0;congruent;0.04;letter169;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.7760279000503942;0.779838300019037;436974.6049293;2.700020559132099e-06;0.5033194000134245;0.5433468000264838;0.5533401999855414;0.6234053000225686;0.753455700003542;0.8835721000214107;0.01
