subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute;response_target;RT_target;kb_rt_target;response_absolute_target; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
2;1;9;1;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;2.199385500018252;2.202139000000898;256605.7878753;m;1.3312687999859918;1.3384906999999657;256607.1238365;2.6999914553016424e-06;0.5028381000156514;0.5432207999983802;0.5531420999905095;0.6229043999919668;0.7529908000142314;0.8830781000142451;0.01
2;1;9;2;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;down;2.7682839000190143;2.7721705000149086;256611.3799967;m;0.9955492000153754;1.0002796000044327;256612.5798418;2.7999922167509794e-06;0.5024944999895524;0.5425324999960139;0.5525368000089657;0.6225677999900654;0.7526654000103008;0.8827562000078615;0.01
2;1;9;3;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;2.9062795999925584;2.912232300004689;256616.9718828;m;1.344137900014175;1.3485743000055663;256618.3239187;2.700020559132099e-06;0.49963640002533793;0.539678000001004;0.5496595000149682;0.6197005000140052;0.7497871000086889;0.8798979000130203;0.01
2;1;9;4;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;2.2447378000069875;2.2518895999819506;256622.0438607;m;0.5268588000035379;0.527639799984172;256622.5798118;2.7999922167509794e-06;0.497400899999775;0.5374166000110563;0.5474257000023499;0.6174644000129774;0.7475436000095215;0.8776363999932073;0.01
2;1;9;5;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.4537994000129402;1.4611166999966372;256625.5158511;m;0.7506980999896768;0.7580128999834415;256626.2758179;2.7999922167509794e-06;0.49631349998526275;0.5363377000030596;0.5463512999995146;0.6163738000032026;0.7464779999863822;0.8765614999865647;0.01
2;1;9;6;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.1197201000177301;1.1210864000022411;256628.8839255;m;0.6367219999956433;0.6383676000114065;256629.5239098;2.600019797682762e-06;0.49761400002171285;0.5376426000148058;0.5476571000181139;0.6176896000106353;0.7477679000003263;0.8778581000224221;0.01
2;1;9;7;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.773404000006849;0.7810126000258606;256631.7798387;c;0.8569011999934446;0.860715299990261;256632.8437954;2.6999914553016424e-06;0.49917500000447035;0.5392103999911342;0.549226400005864;0.6195618000056129;0.7493403000116814;0.8794317000138108;0.01
2;1;9;8;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.6032659000193235;0.6105026000004727;256634.9321006;c;1.0571829000255093;1.0612879000254907;256636.1958532;2.800021320581436e-06;0.4963883000018541;0.5364082000160124;0.5464095000061207;0.6164456999977119;0.746532000019215;0.8766425000212621;0.01
2;1;9;9;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.6268551000102889;0.6303729999926873;256638.3078271;m;0.9305228999874089;0.9385440000041854;256639.2438101;2.5999906938523054e-06;0.4978185999789275;0.5378527999855578;0.5478501000034157;0.6178817999898456;0.747973199991975;0.8780670999840368;0.01
2;1;9;10;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.8692636000050697;0.8707333999918774;256641.6119106;c;0.9180689000058919;0.920654099987587;256642.7318917;2.600019797682762e-06;0.5023417000193149;0.542387499997858;0.5523849000164773;0.6224324000068009;0.7525072999997064;0.8826050000207033;0.01
