subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
8;1;6;1;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.46246459998656064;0.4707252000225708;272332.067827;2.900022082030773e-06;0.5000064000487328;0.6200981000438333;0.640098100004252;0.7101288000121713;0.8402195000089705;0.9703141000354663;0.01
8;1;6;2;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.25149039999814704;0.26035429997136816;272333.9081169;2.600019797682762e-06;0.5027701000217348;0.6228382000117563;0.642853700031992;0.7129115000134334;0.8429631000035442;0.9730717000202276;0.01
8;1;6;3;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.24381860002176836;0.2503912000101991;272335.7317461;2.5999615900218487e-06;0.4961123999673873;0.6161831999779679;0.6361944999662228;0.7062483999761753;0.836310799990315;0.9664174999925308;0.01
8;1;6;4;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.16082099999766797;0.17041790002258494;272337.6597949;2.600019797682762e-06;0.5007779000443406;0.6208526000264101;0.6408661000314169;0.7108990999986418;0.8409783000242896;0.9710809999960475;0.01
8;1;6;5;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.21108550002099946;0.21947469998849556;272339.4518118;2.6999623514711857e-06;0.5018523999606259;0.6219495999976061;0.6419659999664873;0.711987099959515;0.8421002000104636;0.9721751000033692;0.01
8;1;6;6;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;up;10.922530899988487;10.927817600022536;272351.9638337;2.600019797682762e-06;0.5018592000124045;0.6219074000255205;0.6419479000032879;0.7119759999914095;0.8420665999874473;0.9721589999971911;0.01
8;1;6;7;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.4078309999895282;0.40996720001567155;272354.147803;2.600019797682762e-06;0.4980654999963008;0.618125700042583;0.6381554999970831;0.7081896000308916;0.8382655000314116;0.9683704000199214;0.01
8;1;6;8;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.218669600028079;0.22048220003489405;272355.9398954;2.4999608285725117e-06;0.4992811999982223;0.6193447999539785;0.6393753999727778;0.7093961999635212;0.8394891999778338;0.9695941999671049;0.01
8;1;6;9;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.1975092000211589;0.2003825000138022;272357.8997623;2.5999615900218487e-06;0.4968395999749191;0.6169142000144348;0.6369292999734171;0.7069625000003725;0.8370426999754272;0.9671571999788284;0.01
8;1;6;10;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.04050840000854805;0.04999500000849366;272359.72387;2.6999623514711857e-06;0.498571100004483;0.6186461999895982;0.638658799987752;0.7086800999823026;0.8387455999618396;0.9688827999634668;0.01
8;1;6;11;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.5169504000223242;0.5206694999942556;272361.8117229;2.600019797682762e-06;0.499407900031656;0.6194814000045881;0.6394823000300676;0.7095261000213213;0.839601700019557;0.9696855000220239;0.01
8;1;6;12;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.0038364999927580357;0.010154500021599233;272363.3798304;2.800021320581436e-06;0.4949880000203848;0.6150797000154853;0.6350882999831811;0.7051287000067532;0.8352018999867141;0.9653157999855466;0.01
8;1;7;1;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.32490360003430396;0.33022190001793206;272379.8517186;2.600019797682762e-06;0.5030417999951169;0.5430756999994628;0.5530524000059813;0.6231053000083193;0.7531766999745741;0.8832832999760285;0.01
8;1;7;2;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.9879522999981418;0.9903855999582447;272382.3158669;2.700020559132099e-06;0.4967602000106126;0.5367871000198647;0.546815300011076;0.6168033999856561;0.7469227999681607;0.8769882000051439;0.01
8;1;7;3;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.39630180003587157;0.40008380002109334;272384.1959648;2.700020559132099e-06;0.5021809000172652;0.5421880000503734;0.5521904000197537;0.6222382000414655;0.752319700026419;0.8824125000392087;0.01
8;1;7;4;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.16290970001136884;0.16955819999566302;272385.8438599;2.600019797682762e-06;0.4958912000292912;0.5358968999935314;0.545901000034064;0.6159519000211731;0.7460207000258379;0.8761246000067331;0.01
8;1;7;5;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.07251349999569356;0.07995089999167249;272387.4038479;2.5999615900218487e-06;0.5005479999817908;0.5405655999784358;0.5505851999623701;0.6206158999702893;0.7507023999933153;0.8808100000023842;0.01
8;1;7;6;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.4226951000164263;0.4299134000320919;272389.3157643;2.5999615900218487e-06;0.5042267999961041;0.5442499999771826;0.554262799967546;0.6243083999725059;0.7543787999893539;0.884473399957642;0.01
8;1;7;7;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.10186449997127056;0.1097719999961555;272390.9157941;2.6999623514711857e-06;0.5040905000059865;0.5441140999901108;0.5541166999610141;0.6241656999918632;0.7542440000106581;0.8843448999687098;0.01
8;1;7;8;letter181;letter357;letter357;letter181;0;1;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.2127687999745831;0.22037840000120923;272392.9080742;2.6999623514711857e-06;0.4987775000045076;0.6188551000086591;0.6388695999630727;0.7089101999881677;0.8389871999970637;0.9690927999909036;0.01
8;1;7;9;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.4358498000074178;0.44074609997915104;272394.8117227;2.600019797682762e-06;0.4973974000313319;0.5374054000130855;0.5474100999999791;0.6174456000444479;0.7475272000301629;0.8776295999996364;0.01
