subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute;response_target;RT_target;kb_rt_target;response_absolute_target; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
10;1;9;1;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;up;2.8651130000071134;2.871310900009121;97763.1708603;c;0.9213547999970615;0.9305590000003576;97764.2988283;2.7999922167509794e-06;0.4969037999981083;0.5369266999914544;0.5469446999923093;0.6169621999870287;0.7470488999970257;0.8771563999907812;0.01
10;1;9;2;letter357;letter181;letter357;letter181;0;1;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.4922297000011895;0.500972299996647;97766.3710306;m;1.053211199992802;1.0582270999875618;97767.4348187;2.7000060072168708e-06;0.5017652000096859;0.6218344000080833;0.6418524000036996;0.7118686000030721;0.841952200004016;0.972058500003186;0.01
10;1;9;3;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.8480383999994956;0.8507712999999058;97769.7788421;m;0.7553165999997873;0.7590265000035288;97770.5388285;2.6000052457675338e-06;0.49667110000154935;0.5366918000072474;0.5466958000033628;0.6167394999938551;0.7468103999999585;0.8769193000043742;0.01
10;1;9;4;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.8902292999991914;0.8905949000036344;97772.9229254;m;1.0456355000060285;1.0493587000091793;97773.9709461;2.7000060072168708e-06;0.4990088000049582;0.5390202999988105;0.5490354000066873;0.6190580999973463;0.7491478000010829;0.8792669999966165;0.01
10;1;9;5;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.6498059000005014;0.650195199996233;97776.1149515;c;0.7029957999911858;0.7101185999927111;97777.0188654;2.800006768666208e-06;0.5031263000128092;0.543148900003871;0.5531565000128467;0.6231932000082452;0.7532764000061434;0.8833755000086967;0.01
10;1;9;6;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.9400995000032708;0.9414952000079211;97779.4668807;c;0.9087771000049543;0.918699400004698;97780.3789901;2.7000060072168708e-06;0.5056636000081198;0.5456934999965597;0.5556768999958877;0.6257205000001704;0.7557995000097435;0.8858638000092469;0.01
10;1;9;7;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.7837037999997847;0.7908164000109537;97782.6428448;c;0.4309099999954924;0.4378819999983534;97783.0828069;2.800006768666208e-06;0.49606290001247544;0.5360848999989685;0.5460997000045609;0.6161221000074875;0.7462005000124918;0.8763188000011723;0.01
10;1;9;8;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.8641768999950727;0.8707298999943305;97785.4348453;m;0.6410042999923462;0.6502800000016578;97786.2828067;2.6999914553016424e-06;0.5018314999906579;0.5418227999907685;0.5518390999932308;0.621871999988798;0.7519594999903347;0.8820453999942401;0.01
10;1;9;9;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;2.2623359999997774;2.272033899993403;97790.0350912;c;2.884188700001687;2.8892984999984037;97792.9308413;2.6000052457675338e-06;0.49980439999490045;0.5398096999997506;0.5498299000028055;0.6198555000009947;0.7499450000032084;0.880027399995015;0.01
10;1;9;10;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;1.037574300004053;1.0413638000027277;97795.4748664;m;0.5703272999962792;0.5775150999979815;97796.0508172;2.7000060072168708e-06;0.504634700002498;0.544642599998042;0.5546566999983042;0.6246902999992017;0.7547713000094518;0.8848930000094697;0.01
10;1;9;11;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;1.413292500001262;1.421132999996189;97798.962861;m;0.7821645999938482;0.7879459999967366;97799.7548037;2.6000052457675338e-06;0.5000299000093946;0.5400419000070542;0.5500470999977551;0.620089400006691;0.750184899996384;0.8802578000031644;0.01
10;1;9;12;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.7671431000053417;0.7700012999994215;97802.0189397;c;0.6670816000114428;0.6693003000109456;97802.6908127;2.5999906938523054e-06;0.5040243999974336;0.5440395999903558;0.5540378000005148;0.6240665999939665;0.7541453000012552;0.8842614000022877;0.01
10;1;9;13;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.8768758000078378;0.8808073999971384;97805.0508602;m;0.722360400002799;0.7282105000049341;97805.7789835;2.6000052457675338e-06;0.4958372999972198;0.5358573999983491;0.5458821000065655;0.6158946000068681;0.7459630999946967;0.8760850999969989;0.01
10;1;9;14;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.961370299992268;0.9704876999894623;97808.2269464;c;0.8624110000091605;0.8706988000049023;97809.2988937;2.5999906938523054e-06;0.4960469999932684;0.5360616999969352;0.5460707000020193;0.6161152999993647;0.7462004999979399;0.8762982999905944;0.01
10;1;9;15;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.0150739000091562;1.0210225000046194;97811.8028269;m;0.4255923999880906;0.4298634000006132;97812.434814;2.6000052457675338e-06;0.5027840999973705;0.5428042999992613;0.552824900005362;0.6228356000065105;0.7529234999965411;0.8830336999963038;0.01
10;1;9;16;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.939092200002051;0.9404304999916349;97814.8589016;m;0.5006485000048997;0.5087111000029836;97815.3627861;2.7000060072168708e-06;0.5011711999977706;0.5411848000076134;0.5511962000018684;0.6212464999989606;0.7513284000015119;0.8814328000007663;0.01
