subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
2;1;6;1;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.8417964999971446;0.8507173999969382;256236.3641677;4.0000013541430235e-06;0.5037560999917332;0.6238251999893691;0.6438377999875229;0.7138714999891818;0.8439585999876726;0.9740544999949634;0.01
2;1;6;2;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.2503409000055399;0.2603635999839753;256238.2042573;2.6999914553016424e-06;0.5019839000015054;0.6220570000004955;0.6420749999815598;0.7121210999903269;0.8421998999838252;0.9723029999877326;0.01
2;1;6;3;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.36491460000979714;0.3699328000075184;256240.1401704;2.600019797682762e-06;0.49753180000698194;0.6176086000050418;0.6376232000184245;0.7076500999974087;0.8377323000167962;0.9678255000035278;0.01
2;1;6;4;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.3757632000197191;0.3800420000043232;256242.0921532;2.6999914553016424e-06;0.49711629998637363;0.6171825999917928;0.6371458999929018;0.7072066999971867;0.8373053999966942;0.9673831999825779;0.01
2;1;6;5;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.2445235000050161;0.2503533000126481;256243.9322172;2.6999914553016424e-06;0.5046351999917533;0.6246839000086766;0.6446951999969315;0.7150556000124197;0.8448172000062186;0.9749147999973502;0.01
2;1;6;6;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.2631999999866821;0.2702080000017304;256245.7721565;2.5999906938523054e-06;0.5008480999968015;0.6209175999974832;0.6409416999958921;0.7109748999937437;0.8410558000032324;0.9711717999889515;0.01
2;1;6;7;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;0.1655503000074532;0.16956039998331107;256247.5161615;2.5999906938523054e-06;0.49861119998968206;0.6186730999907013;0.6386978999944404;0.7087381999881472;0.8388120000017807;0.9689180999994278;0.01
2;1;6;8;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_left.png;down;0.3908283999771811;0.399947699974291;256249.4922703;2.5999906938523054e-06;0.5049101999902632;0.6249730999988969;0.6449897999991663;0.7150426000007428;0.8451155000075232;0.9752217000059318;0.01
2;1;6;9;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.41935159999411553;0.41972519998671487;256251.4922942;2.5999906938523054e-06;0.4959145000029821;0.6159816000144929;0.6360025999892969;0.7060595999937505;0.8361023000034038;0.966212400002405;0.01
2;1;6;10;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.20456679997732863;0.21052209998015314;256253.2682649;2.6999914553016424e-06;0.5029864000098314;0.6230599999835249;0.6430652999843005;0.7131119999976363;0.8431959000008646;0.9733115999842994;0.01
2;1;6;11;letter181;letter357;letter357;letter181;1;0;congruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_right.png;up;0.3107156999758445;0.32006069997441955;256255.1561719;2.6999914553016424e-06;0.5026887000130955;0.6227703999902587;0.6427813000045717;0.7131049000017811;0.842918100010138;0.9729888000001665;0.01
2;1;6;12;letter181;letter357;letter357;letter181;1;0;incongruent;0.12;letter357;0.14;0.07;fullmask;0.2;arrow_left.png;up;0.30777829998987727;0.3103246999962721;256257.044215;3.0999945010989904e-06;0.49521520000416785;0.615328000014415;0.6353314000007231;0.705347500013886;0.8354595999990124;0.9655570999893826;0.01
