subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;RW_dur;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;response_during_mask;response_during_targetalone;response_during_RW;response_during_blank;frame_dur
10;1;1;1;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3889281000010669;0.3899219000013545;96805.8910371;2.900007530115545e-06;0.49548670000513084;0.5355141000036383;0.5473273000097834;0.6171286000026157;0.8474289000005228;0.8474361000116915;0;0;0;1;0.01
10;1;1;2;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3852657000097679;0.3899794000026304;96808.1390488;3.100009053014219e-06;0.5036394000053406;0.5436530000006314;0.5556993000063812;0.6254787000070792;0.8558548000000883;0.855860700001358;0;0;0;1;0.01
10;1;1;3;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.5363132000056794;0.5405809999938356;96810.1311199;3.000008291564882e-06;0.5031275000073947;0.5431471000047168;0.5550277000002097;0.6247927000076743;0.8550882999988971;0.8551104000071064;0;0;0;1;0.01
10;1;1;4;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3735393999959342;0.3810399999929359;96811.9390342;2.6000052457675338e-06;0.502581900000223;0.5426041000027908;0.5539078000001609;0.6238023000041721;0.8541205000074115;0.854143100004876;0;0;0;1;0.01
10;1;1;5;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.40754489999380894;0.40996150000137277;96813.795036;2.7999922167509794e-06;0.49663749999308493;0.5366505999991205;0.5487773999921046;0.6178355000010924;0.8479765999945812;0.8479837999911979;0;0;0;1;0.01
10;1;1;6;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.30832540000847075;0.3101751000067452;96815.5470154;3.0999945010989904e-06;0.49920609999389853;0.5392112999979872;0.55134530000214;0.6211025999946287;0.8515017999889096;0.8515079999924637;0;0;0;1;0.01
10;1;1;7;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3514914000115823;0.36005970000405796;96817.3310458;2.6000052457675338e-06;0.49753449999843724;0.5375658999982988;0.5494385000056354;0.6192061000037938;0.8495908000040799;0.8495971000083955;0;0;0;1;0.01
10;1;1;8;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.27010569999401923;0.2791930999956094;96819.0510848;3.3999967854470015e-06;0.49882479998632334;0.5388594999967609;0.5509931999986293;0.6206924999860348;0.8301805999944918;0.8301829999982147;0;1;0;0;0.01
10;1;1;9;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.293149800010724;0.3003579000069294;96820.7952434;2.7000060072168708e-06;0.49970530001155566;0.5397242000035476;0.5518830000073649;0.6217839000019012;0.8522490000032121;0.8522571000066819;0;1;0;0;0.01
10;1;1;10;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.2958970999898156;0.30019339999125805;96822.5390086;2.5999906938523054e-06;0.49912849999964237;0.5391502999991644;0.5512050999968778;0.6209779999917373;0.8513995999965118;0.8514020000002347;0;1;0;0;0.01
10;1;1;11;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3126743000029819;0.3202034999994794;96824.3069998;2.6000052457675338e-06;0.49991710000904277;0.5399411000107648;0.5520862000121269;0.6219850000052247;0.8512849000107963;0.8512923000089359;0;0;0;1;0.01
10;1;1;12;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.40761449999990873;0.40991590000339784;96826.1630394;3.0999945010989904e-06;0.4950628000078723;0.5350923999940278;0.5471872000052826;0.616958300000988;0.8473288999957731;0.8473434000043198;0;0;0;1;0.01
10;1;1;13;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3072993000096176;0.3112085000029765;96827.9231082;2.800006768666208e-06;0.49469190000672825;0.5347196000075201;0.546012899998459;0.616684599997825;0.847086699999636;0.8471067000064068;0;0;0;1;0.01
10;1;1;14;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.38134409999474883;0.3901527999987593;96829.7390264;2.7999922167509794e-06;0.499064499992528;0.539058299997123;0.5511414999928093;0.6210610999987694;0.8504511999926763;0.8504575999977533;0;0;0;1;0.01
10;1;1;15;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.34810240000660997;0.35007990000303835;96831.5470116;3.0999945010989904e-06;0.4948971999983769;0.5349085000052582;0.5470003999944311;0.61676570000418;0.8471685999975307;0.8471750000026077;0;0;0;1;0.01
10;1;1;16;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.30925169998954516;0.31018879999464843;96833.2991142;2.8999929782003164e-06;0.5023400999925798;0.5423795999959111;0.5542684999963967;0.6240414999920176;0.8544248999969568;0.8544309999997495;0;0;0;1;0.01
10;1;1;17;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.33385749999433756;0.3401412999955937;96835.0750706;2.7999922167509794e-06;0.4998912000010023;0.5399047999962931;0.5520281999924919;0.6219211999996332;0.8512161999969976;0.8512233999936143;0;0;0;1;0.01
10;1;1;18;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.21921389999624807;0.2204693999956362;96836.7311184;2.800006768666208e-06;0.4980807000101777;0.5381025000096997;0.5497897000022931;0.6196925999975065;0.7702585000079125;0.7702609999978449;0;1;0;0;0.01
10;1;1;19;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;c;0.21965700000873767;0.22932919999584556;96838.4030364;2.6999914553016424e-06;0.49889609999081586;0.5389197999902535;0.5509971999999834;0.6207692999887513;0.780327499989653;0.7803300999948988;0;1;0;0;0.01
10;1;1;20;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.29257370000414085;0.3002887000038754;96840.3471839;3.1999952625483274e-06;0.5027968999929726;0.5428195999993477;0.5549181999958819;0.624649599994882;0.8552171999908751;0.8552251999935834;0;1;0;0;0.01
10;1;1;21;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.35939299999154173;0.36018719999992754;96842.1551808;2.6000052457675338e-06;0.4959602000017185;0.536028400005307;0.5481922000035411;0.6180875999998534;0.8483756000059657;0.8483973000111291;0;0;0;1;0.01
10;1;1;22;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.30424550001043826;0.3102163000003202;96843.8910421;3.1999952625483274e-06;0.49706029999651946;0.5370876999950269;0.5490955999994185;0.618986200002837;0.84927809999499;0.8492853000061586;0;0;0;1;0.01
10;1;1;23;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.33338280000316445;0.34010689999558963;96845.6910281;3.0999945010989904e-06;0.4971740999899339;0.5371986999962246;0.5489241000032052;0.6186969999980647;0.849080200001481;0.8490863999904832;0;0;0;1;0.01
10;1;1;24;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.34202660000300966;0.3500832999998238;96847.491136;2.8999929782003164e-06;0.5006769000028726;0.5406909000012092;0.5527382000000216;0.6225188999960665;0.8529028999910224;0.8529089999938151;0;0;0;1;0.01
10;1;1;25;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0.13;c;0.6285458000056678;0.6302756999939447;96915.1310016;2.6999914553016424e-06;0.4990847000008216;0.53909069999645;0.5512122999934945;0.6209284999931697;0.8513119999988703;0.9809662999905413;0;0;0;1;0.01
10;1;1;26;letter357;letter181;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_left.png;0.13;m;0.25130249999347143;0.25931859998672735;96916.8350355;2.800006768666208e-06;0.5000790000049165;0.5401141000038479;0.5521525000076508;0.6219211999996332;0.8114720000012312;0.8114745000057155;0;1;0;0;0.01
10;1;1;27;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0.13;m;0.3161167999933241;0.32019129999389406;96918.8111025;2.9999937396496534e-06;0.5014685000060126;0.5414916000008816;0.5535836000053678;0.6232882000040263;0.8536555000027874;1.0718359000020428;0;0;1;0;0.01
10;1;1;28;letter357;letter181;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_right.png;0.13;m;0.3048049999924842;0.31010109999624547;96920.7710807;2.7000060072168708e-06;0.4998037000041222;0.5398188999970444;0.5519405000086408;0.6216090000089025;0.8520008000050439;1.060167100004037;0;0;1;0;0.01
