subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;RW_dur;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;response_during_mask;response_during_targetalone;response_during_RW;response_during_blank;frame_dur
12;1;1;1;letter190;letter169;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3865234999684617;0.39092139998683706;436145.437545;3.00002284348011e-06;0.5008690999820828;0.5408938999753445;0.5521942999912426;0.6229167000274174;0.8523019999847747;0.852307999972254;0;0;0;1;0.01
12;1;1;2;letter190;letter169;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.45736460003536195;0.46078449999913573;436147.389625;3.100023604929447e-06;0.5011093000066467;0.5411285000154749;0.5524708000011742;0.6232411999953911;0.8526277000200935;0.8526338000083342;0;0;0;1;0.01
12;1;1;3;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.34935330000007525;0.3502331000054255;436149.1736222;3.00002284348011e-06;0.49654770002234727;0.5365775999962352;0.5486892000189982;0.6185933999950066;0.8478922999929637;0.8478995999903418;0;0;0;1;0.01
12;1;1;4;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3862684000050649;0.39012659998843446;436150.9816791;2.700020559132099e-06;0.4971151000354439;0.5371246000286192;0.5492382000084035;0.6191446000011638;0.8494351000408642;0.8494569000322372;0;0;0;1;0.01
12;1;1;5;letter190;letter169;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.34910130000207573;0.3500763999763876;436152.7656096;2.900022082030773e-06;0.49615979997906834;0.536184000025969;0.5482075000181794;0.617981499992311;0.8483611000119708;0.8483680000063032;0;0;0;1;0.01
12;1;1;6;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3604949999717064;0.37002119998214766;436154.5575356;2.800021320581436e-06;0.4954182999790646;0.5354557000100613;0.5468394000199623;0.6166061999974772;0.8469920000061393;0.8469979999936186;0;0;0;1;0.01
12;1;1;7;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3665935000171885;0.36993809998966753;436156.3655074;2.8999638743698597e-06;0.5008448999724351;0.5408690999611281;0.5529840999515727;0.6226626999559812;0.8530481999623589;0.8530541999498382;0;0;0;1;0.01
12;1;1;8;letter190;letter169;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.38340759999118745;0.3899919000105001;436158.1734924;3.300025127828121e-06;0.5006583000067621;0.5406878999783657;0.5528074000030756;0.6225951000233181;0.852971600019373;0.8529981999890879;0;0;0;1;0.01
12;1;1;9;letter190;letter169;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3534091000328772;0.36125020001782104;436159.9737135;2.800021320581436e-06;0.502258200023789;0.5422790999873541;0.5534140000236221;0.6243178999866359;0.853743800020311;0.8537651000078768;0;0;0;1;0.01
12;1;1;10;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.375557099992875;0.37999759998638183;436161.7976007;3.00002284348011e-06;0.4949975000345148;0.5350196000072174;0.5467364000505768;0.6165105000254698;0.8468945000204258;0.8469004000071436;0;0;0;1;0.01
12;1;1;11;letter190;letter169;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.32804019999457523;0.3301346999942325;436163.5815573;2.700020559132099e-06;0.49710120004601777;0.5371272999909706;0.5491363000473939;0.6189192000310868;0.8492941000149585;0.849300800007768;0;0;0;1;0.01
12;1;1;12;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3409554999670945;0.35008309996919706;436165.36552;2.8999638743698597e-06;0.49776210001436993;0.5377709000022151;0.5496849999763072;0.6194604999618605;0.8498415999929421;0.8498475999804214;0;0;0;1;0.01
12;1;1;13;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.35818809998454526;0.36020240001380444;436167.1736147;2.9999646358191967e-06;0.49749709997558966;0.5375404999940656;0.5491236000088975;0.6190246999613009;0.8493217999930494;0.8493431999813765;0;0;0;1;0.01
12;1;1;14;letter190;letter169;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3651467000017874;0.37007160001667216;436168.9815158;3.200024366378784e-06;0.4982263999991119;0.5382426000433043;0.5496334999916144;0.6195407999912277;0.8498319000354968;0.849839000031352;0;0;0;1;0.01
12;1;1;15;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.31320130004314706;0.32019599998602644;436170.7415185;2.800021320581436e-06;0.5013208000455052;0.5413442000281066;0.5535086000454612;0.6233154000365175;0.8527032000129111;0.8527093000011519;0;0;0;1;0.01
12;1;1;16;letter190;letter169;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.29823600000236183;0.30021899996791035;436172.4775959;3.100023604929447e-06;0.49762209999607876;0.5376504000159912;0.5496998999733478;0.6194701999775134;0.8499199000070803;0.8499222000245936;0;1;0;0;0.01
12;1;1;17;letter190;letter169;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.31909830000950024;0.3202966999961063;436174.2296347;2.6999623514711857e-06;0.4944711999851279;0.5345190999796614;0.546614499995485;0.616416999953799;0.8458046999876387;0.8458119999850169;0;0;0;1;0.01
