subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;RW_dur;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;response_during_mask;response_during_targetalone;response_during_RW;response_during_blank;frame_dur
3;1;1;1;letter169;letter190;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3690176000000065;0.3699560000004567;4816.2040455;2.6999996407539584e-06;0.4958323000000746;0.5358508999997866;0.5475132000001395;0.6172394000004715;0.8476018999999724;0.8476080000000366;0;0;0;1;0.01
3;1;1;2;letter169;letter190;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3374421999997139;0.34010439999929076;4818.0840391;2.7999994927085936e-06;0.5019266999997853;0.5419490999993286;0.5539534999998068;0.6237244999992981;0.8541090999997323;0.8541151999997965;0;0;0;1;0.01
3;1;1;3;letter169;letter190;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.24829529999988154;0.24939539999923;4819.7561051;2.6999996407539584e-06;0.49689070000022184;0.5369070999995529;0.5490038999996614;0.6189090999996552;0.7983984000002238;0.7984005999996953;0;1;0;0;0.01
3;1;1;4;letter169;letter190;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.2953053999999611;0.3002408000002106;4821.4841207;2.499999936844688e-06;0.5017323000001852;0.5417520000000877;0.5537685999997848;0.6235661000000619;0.8540140000004612;0.8540183000004617;0;1;0;0;0.01
3;1;1;5;letter169;letter190;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.31032580000010057;0.3201576000001296;4823.2600934;2.8000004022032954e-06;0.5024865000004866;0.5424783000007665;0.5543219000001045;0.6240855000005467;0.8544694000001982;0.8544754000004104;0;0;0;1;0.01
3;1;1;6;letter169;letter190;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.27576719999979105;0.2801718000000619;4824.9960291;2.499999936844688e-06;0.5022628999995504;0.5422788999994737;0.5534645999996428;0.624139099999411;0.8336350999998103;0.8336371999994299;0;1;0;0;0.01
3;1;1;7;letter169;letter190;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3858633000008922;0.38997180000023945;4826.8280903;2.499999936844688e-06;0.5025062999993679;0.5425361999996312;0.5545836000001145;0.6243588999996064;0.8547418999996808;0.8547479999997449;0;0;0;1;0.01
3;1;1;8;letter169;letter190;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3036528000002363;0.31120580000060727;4828.5563027;2.4000000848900527e-06;0.4946671999996397;0.5346912999993947;0.546007599999939;0.6158719999993991;0.8461589999997159;0.8461794999993799;0;0;0;1;0.01
3;1;1;9;letter169;letter190;congruent;0.04;letter169;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.2975957999997263;0.30020989999957237;4830.2920937;2.499999936844688e-06;0.49445230000037554;0.5344740000000456;0.5465229999999792;0.6162924000000203;0.8467338999998901;0.8467360000004192;0;1;0;0;0.01
3;1;1;10;letter169;letter190;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3323705000002519;0.34008799999992334;4832.0680282;2.600000698294025e-06;0.498993000000155;0.539019300000291;0.5510991000001013;0.6208771000001434;0.8512364000007437;0.8512430000000677;0;0;0;1;0.01
3;1;1;11;letter169;letter190;congruent;0.04;letter190;0.05;0.07;fullmask;0.3;arrow_right.png;0;c;0.17621369999960734;0.18044000000008964;4833.6920868;2.5000008463393897e-06;0.500707400000465;0.5407285999999658;0.5518795000007231;0.62255660000028;0.7323184000006222;0.7323204000003898;0;1;0;0;0.01
