subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute;response_target;RT_target;kb_rt_target;response_absolute_target; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
7;1;9;1;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;up;6.441155000007711;6.445041100028902;268591.3987966;m;14.644674099981785;14.649980899994262;268606.2467587;2.900022082030773e-06;0.4944963000016287;0.5345033000339754;0.5445216000080109;0.614580699999351;0.7446364000206813;0.8747294000349939;0.01
7;1;9;2;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;3.2804617999936454;3.2822365999454632;268611.0227828;c;4.57229229999939;4.581806100031827;268615.5987853;3.00002284348011e-06;0.5009342000121251;0.5409616000251845;0.5509741000132635;0.6210050000227056;0.7510947000118904;0.8811753000481986;0.01
7;1;9;3;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;up;18.00626029999694;18.011927299958188;268635.0949518;m;2.6338228000095114;2.6409881999716163;268637.9347436;2.900022082030773e-06;0.5002186000347137;0.5402533000451513;0.5502647000248544;0.6202825999935158;0.7503785000299104;0.8804662000038661;0.01
7;1;9;4;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;3.0901264999993145;3.092905600031372;268642.502947;m;1.2432104999898002;1.2488206999842077;268643.7507566;2.9999646358191967e-06;0.4958633999922313;0.5358822999987751;0.5458732999977656;0.6159238999825902;0.7459984999732114;0.876103599963244;0.01
7;1;9;5;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;3.979870099981781;3.9823623999836855;268649.2067876;c;22.669025200011674;22.67446830001427;268672.0787217;2.8999638743698597e-06;0.5015587999951094;0.5415941000101157;0.5516179999685846;0.6216379000106826;0.7517261999892071;0.8818095999886282;0.01
7;1;9;6;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;6.859050699975342;6.864661999978125;268680.4147663;m;1.9870788999833167;1.9919104999862611;268682.6068687;3.00002284348011e-06;0.4978768000146374;0.5378970000310801;0.547910800029058;0.6179394000209868;0.7480230000219308;0.8781297000241466;0.01
7;1;9;7;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;up;3.932376499986276;3.932513799984008;268688.0147228;m;1.7432869999902323;1.7502785999677144;268689.9586818;2.900022082030773e-06;0.4960191000136547;0.5360384000232443;0.5460245999856852;0.616066700022202;0.7461463999934494;0.8762556000147015;0.01
7;1;9;8;letter357;letter181;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;up;5.410034100001212;5.413585899979807;268696.8467256;m;0.9959957000100985;1.0003747000009753;268698.0466846;3.00002284348011e-06;0.5055738000082783;0.5456084000179544;0.5555888999952003;0.6256423000013456;0.7557088999892585;0.8858316999976523;0.01
7;1;9;9;letter357;letter181;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.6928648999892175;1.7014691999647766;268701.214714;c;0.9269286000053398;0.9305262999841943;268702.3507482;2.8999638743698597e-06;0.5042546999757178;0.5442902999930084;0.5542977000004612;0.6243539999704808;0.7543947999947704;0.8844943999429233;0.01
7;1;9;10;letter357;letter181;letter357;letter181;0;1;congruent;0.12;letter181;0.14;0.07;fullmask;0.2;arrow_right.png;down;4.9777110000140965;4.983694199996535;268708.9027181;c;1.3680579000501893;1.3682824000134133;268710.2787;3.300025127828121e-06;0.4974002999952063;0.6174702999996953;0.6374815999879502;0.7075060000061058;0.8376003000303172;0.9676945999963209;0.01
