subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn;option_up;option_down;practice;motivation; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;response;RT;kb_rt;response_absolute;response_target;RT_target;kb_rt_target;response_absolute_target; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;frame_dur
5;1;9;1;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.7756200000003446;0.7798192999980529;23863.5710217;m;1.6672912999965774;1.6714852999975847;23865.4430013;3.0999981390777975e-06;0.49732719999883557;0.5373408999985259;0.5473625999984506;0.6173818999996001;0.747480900001392;0.8775639999985287;0.01
5;1;9;2;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.409345599997323;1.4112765999998373;23868.3471558;m;0.7880460999986099;0.797929500000464;23869.1390702;3.1000017770566046e-06;0.5004272000005585;0.540443800000503;0.550469300000259;0.6204939000017475;0.750582000000577;0.8806756000012683;0.01
5;1;9;3;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_right.png;up;0.4135845999990124;0.421037799998885;23871.0432514;c;1.0786272000004828;1.0882500000006985;23872.1311509;3.1000017770566046e-06;0.504667100001825;0.5446961000016017;0.5547097999988182;0.6247287000005599;0.7548160000005737;0.8849116000019421;0.01
5;1;9;4;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;up;0.9670976000015798;0.9704587000014726;23874.5790415;c;0.4841371000002255;0.48969960000249557;23875.2669899;2.9999973776284605e-06;0.49729149999984656;0.5373185999997077;0.5473278999998001;0.6173590999969747;0.7474594999985129;0.8775304999981017;0.01
5;1;9;5;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;1.5952022999990731;1.6014562000018486;23878.3390381;c;0.2421892000020307;0.25024480000138283;23878.7870245;3.0000010156072676e-06;0.4946110000018962;0.5346315999995568;0.5446446999994805;0.6146865000009711;0.7447676000010688;0.8748469999991357;0.01
5;1;9;6;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;1.383168199998181;1.3913656000004266;23881.6589641;c;0.37393259999953443;0.3780421000010392;23882.043034;2.9999973776284605e-06;0.5021724999969592;0.5421854999985953;0.552188899997418;0.6222240999995847;0.7523041999993438;0.8824061999985133;0.01
5;1;9;7;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_right.png;down;0.9621950000000652;0.9706424000032712;23884.4910134;m;0.33363269999972545;0.33815320000212523;23884.8349932;2.7999994927085936e-06;0.4985381000005873;0.5385545999997703;0.5485668000001169;0.6186153999988164;0.7486973999984912;0.8788182999996934;0.01
5;1;9;8;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.9067079000014928;0.9106672999987495;23887.2270285;c;0.37005719999797293;0.37804049999976996;23887.6029852;3.2999996619764715e-06;0.5038572000012209;0.5438480000011623;0.553855800000747;0.6238948999998684;0.7539815999989514;0.8840635000015027;0.01
5;1;9;9;letter181;letter357;letter357;letter181;0;0;congruent;0.04;letter181;0.05;0.07;fullmask;0.2;arrow_left.png;down;0.599623199999769;0.6004838999979256;23889.6910575;c;0.37319470000147703;0.3790563000002294;23890.0670068;3.0000010156072676e-06;0.49722839999958524;0.5372806000013952;0.5472441999991133;0.6172856999983196;0.7473643000012089;0.8774612000015622;0.01
5;1;9;10;letter181;letter357;letter357;letter181;0;0;incongruent;0.04;letter357;0.05;0.07;fullmask;0.2;arrow_left.png;down;2.0317462000020896;2.0415901000014856;23893.5950822;c;0.08557010000004084;0.08980779999910737;23893.890936;2.9000002541579306e-06;0.4966640000020561;0.5366916000020865;0.5467234999996435;0.6167402999999467;0.7468188000020746;0.8769281000022602;0.01
