subjnr;loop_m;blocknr;trialnr;cue_left_learn;cue_right_learn; congruence;cue_dur;cue;SOA;mask_dur;mask;target_dur;target;RW_dur;response;RT;kb_rt;response_absolute; fix_onset;cue_onset;cue_offset;mask_onset;mask_offset;target_offset;blank_onset;response_during_mask;response_during_targetalone;response_during_RW;response_during_blank;frame_dur
8;1;1;1;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.36857120000058785;0.36998730001505464;271748.7561886;2.7999631129205227e-06;0.5034220999805257;0.5434584000031464;0.555044699984137;0.624771700007841;0.8551613999879919;0.8551679999800399;0;0;0;1;0.01
8;1;1;2;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.33102089999010786;0.34010339999804273;271750.5802703;3.0999653972685337e-06;0.4989043999812566;0.5389224999817088;0.5509568999987096;0.6207290999591351;0.8511132000130601;0.8511192000005394;0;0;0;1;0.01
8;1;1;3;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.269971199973952;0.27011430001584813;271752.3002964;2.700020559132099e-06;0.49829480005428195;0.5383067000075243;0.5502550000092015;0.6199305000482127;0.8203682000166737;0.8203710000379942;0;1;0;0;0.01
8;1;1;4;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.432581500033848;0.4398931000032462;271754.1641874;2.900022082030773e-06;0.49478190002264455;0.5348054000060074;0.5469241000246257;0.6168287000036798;0.8461258999886923;0.846133099985309;0;0;0;1;0.01
8;1;1;5;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3055185000412166;0.3102015000185929;271755.9083468;3.200024366378784e-06;0.5030940999859013;0.5431192999822088;0.5552613000036217;0.6249306999961846;0.8553298999904655;0.8553504000301473;0;0;0;1;0.01
8;1;1;6;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.30656549998093396;0.3101889999816194;271757.6602231;2.700020559132099e-06;0.4978337000356987;0.5378443000372499;0.5496782000409439;0.6194489999907091;0.8498322000377811;0.8498382000252604;0;0;0;1;0.01
8;1;1;7;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.29112110001733527;0.2992617000127211;271759.39619;2.900022082030773e-06;0.5017665000050329;0.5417855000123382;0.5539064000477083;0.6238123000366613;0.853166900051292;0.8531694000121206;0;1;0;0;0.01
8;1;1;8;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3139866000274196;0.32015680003678426;271761.1402062;2.5999615900218487e-06;0.5030176999862306;0.5430216999957338;0.5551508999778889;0.6249233999988064;0.8543097999645397;0.8543156999512576;0;0;0;1;0.01
8;1;1;9;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3329100000555627;0.3401238000369631;271762.9002148;2.700020559132099e-06;0.5030562999891117;0.5430803000344895;0.5551923000020906;0.6249807000276633;0.8553577000275254;0.8553635000134818;0;0;0;1;0.01
8;1;1;10;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.3538589000236243;0.36007670004619285;271764.6923232;2.900022082030773e-06;0.495091000047978;0.535106600029394;0.5472283000126481;0.6169195999973454;0.8472852000268176;0.8472913000150584;0;0;0;1;0.01
8;1;1;11;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.28078370000002906;0.2897965000011027;271766.4203354;2.800021320581436e-06;0.5035943000111729;0.5436102999956347;0.5556454000179656;0.6254151000175625;0.8454428000259213;0.8454452000441961;0;1;0;0;0.01
8;1;1;12;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;c;0.30138560000341386;0.3092359000002034;271768.1721749;2.800021320581436e-06;0.4981895000091754;0.5382276000455022;0.5503694000071846;0.6202753999968991;0.8495718000340275;0.8495784000260755;0;0;0;1;0.01
8;1;1;13;letter181;letter357;congruent;0.04;letter181;0.05;0.07;fullmask;0.3;arrow_left.png;0;c;0.4001534999697469;0.4099712999886833;271770.2121678;2.900022082030773e-06;0.4955549000296742;0.5355800000252202;0.5477025000145659;0.617606199986767;0.846905299986247;0.8469123999821022;0;0;0;1;0.01
8;1;1;14;letter181;letter357;congruent;0.04;letter357;0.05;0.07;fullmask;0.3;arrow_right.png;0;m;0.3050757000455633;0.3103094000252895;271771.9482667;2.9999646358191967e-06;0.4956347999977879;0.5356622000108473;0.5477756999898702;0.6175577999674715;0.8479407000122592;0.8479615999967791;0;0;0;1;0.01
