trialnr,blocknr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1  
114,1,cs30.bmp,pos,900,7502.jpg,1000,maske_3.bmp,500,maske_10.bmp,100,cs8.bmp,cs11.bmp,cs3.bmp,cs19.bmp,cs30.bmp,cs21.bmp
30,1,cs15.bmp,pos,30,8420.JPG,1000,maske_12.bmp,500,maske_7.bmp,970,cs8.bmp,cs15.bmp,cs28.bmp,cs11.bmp,cs24.bmp,cs19.bmp
270,1,cs6.bmp,neu,100,5535.jpg,1000,maske_9.bmp,500,maske_2.bmp,900,5535.jpg,7620.JPG,7830.jpg,1121.jpg,7820.jpg,7090.jpg
90,1,cs21.bmp,pos,100,2345.jpg,1000,maske_8.bmp,500,maske_10.bmp,900,cs11.bmp,cs21.bmp,cs3.bmp,cs16.bmp,cs24.bmp,cs15.bmp
198,1,cs5.bmp,neg,100,2750.jpg,1000,maske_12.bmp,500,maske_1.bmp,900,cs9.bmp,cs13.bmp,cs26.bmp,cs5.bmp,cs27.bmp,cs23.bmp
258,1,cs12.bmp,neu,30,5535.jpg,1000,maske_8.bmp,500,maske_10.bmp,970,5535.jpg,2635.jpg,7620.JPG,7000.jpg,7640.jpg,7490.jpg
144,1,cs13.bmp,neg,30,9330.jpg,1000,maske_2.bmp,500,maske_4.bmp,970,cs25.bmp,cs9.bmp,cs13.bmp,cs29.bmp,cs4.bmp,cs23.bmp
102,1,cs8.bmp,pos,900,2070.jpg,1000,maske_2.bmp,500,maske_5.bmp,100,cs8.bmp,cs19.bmp,cs21.bmp,cs10.bmp,cs30.bmp,cs15.bmp
108,1,cs8.bmp,pos,900,2080.jpg,1000,maske_11.bmp,500,maske_10.bmp,100,cs30.bmp,cs8.bmp,cs3.bmp,cs24.bmp,cs21.bmp,cs15.bmp
306,1,cs1.bmp,neu,30,4631.JPG,1000,maske_7.bmp,500,maske_12.bmp,970,7004.jpg,4631.JPG,2580.jpg,2635.jpg,5731.jpg,5455.jpg
282,1,cs20.bmp,neu,900,7090.jpg,1000,maske_4.bmp,500,maske_2.bmp,100,2372.jpg,7090.jpg,1616.jpg,7080.jpg,3550.2.jpg,5535.jpg
252,1,cs12.bmp,neu,30,5455.jpg,1000,maske_2.bmp,500,maske_6.bmp,970,5455.jpg,8211.jpg,1935.jpg,7830.jpg,4631.JPG,7504.jpg
42,1,cs24.bmp,pos,30,2340.JPG,1000,maske_1.bmp,500,maske_11.bmp,970,cs10.bmp,cs11.bmp,cs24.bmp,cs28.bmp,cs16.bmp,cs3.bmp
24,1,cs3.bmp,pos,30,2150.JPG,1000,maske_6.bmp,500,maske_2.bmp,970,cs10.bmp,cs28.bmp,cs11.bmp,cs14.bmp,cs3.bmp,cs21.bmp
120,1,cs30.bmp,pos,900,2260.JPG,1000,maske_1.bmp,500,maske_8.bmp,100,cs11.bmp,cs14.bmp,cs30.bmp,cs24.bmp,cs19.bmp,cs8.bmp
318,1,cs2.bmp,neu,100,7000.jpg,1000,maske_6.bmp,500,maske_3.bmp,900,7640.jpg,7000.jpg,5395.jpg,3550.2.jpg,8211.jpg,7004.jpg
204,1,cs5.bmp,neg,100,9430.JPG,1000,maske_6.bmp,500,maske_11.bmp,900,cs7.bmp,cs9.bmp,cs13.bmp,cs5.bmp,cs26.bmp,cs27.bmp
132,1,cs9.bmp,neg,30,9561.jpg,1000,maske_8.bmp,500,maske_1.bmp,970,cs9.bmp,cs5.bmp,cs26.bmp,cs22.bmp,cs7.bmp,cs29.bmp
336,1,cs17.bmp,neu,900,5731.jpg,1000,maske_4.bmp,500,maske_2.bmp,100,2635.jpg,7187.jpg,5731.jpg,2372.jpg,7830.jpg,7550.jpg
246,1,cs12.bmp,neu,30,2487.jpg,1000,maske_1.bmp,500,maske_6.bmp,970,5455.jpg,5920.JPG,2487.jpg,5535.jpg,8211.jpg,7640.jpg
186,1,cs26.bmp,neg,30,9220.jpg,1000,maske_7.bmp,500,maske_11.bmp,970,cs5.bmp,cs26.bmp,cs18.bmp,cs7.bmp,cs22.bmp,cs29.bmp
138,1,cs4.bmp,neg,30,9265.jpg,1000,maske_1.bmp,500,maske_9.bmp,970,cs13.bmp,cs18.bmp,cs27.bmp,cs26.bmp,cs22.bmp,cs4.bmp
