trialnr,blocknr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1  
276,1,cs7.bmp,neu,100,7187.jpg,1000,maske_6.bmp,500,maske_7.bmp,900,2220.jpg,7004.jpg,7187.jpg,7550.jpg,7830.jpg,7080.jpg
324,1,cs18.bmp,neu,100,5395.jpg,1000,maske_4.bmp,500,maske_9.bmp,900,7000.jpg,7640.jpg,5395.jpg,7503.JPG,2372.jpg,1313.jpg
54,1,cs13.bmp,pos,30,2216.jpg,1000,maske_10.bmp,500,maske_2.bmp,970,cs27.bmp,cs1.bmp,cs17.bmp,cs13.bmp,cs10.bmp,cs28.bmp
36,1,cs28.bmp,pos,30,2311.jpg,1000,maske_3.bmp,500,maske_11.bmp,970,cs30.bmp,cs6.bmp,cs1.bmp,cs19.bmp,cs14.bmp,cs28.bmp
42,1,cs6.bmp,pos,30,2311.jpg,1000,maske_8.bmp,500,maske_10.bmp,970,cs13.bmp,cs14.bmp,cs6.bmp,cs17.bmp,cs30.bmp,cs10.bmp
114,1,cs17.bmp,pos,900,1920.JPG,1000,maske_10.bmp,500,maske_2.bmp,100,cs13.bmp,cs27.bmp,cs17.bmp,cs6.bmp,cs1.bmp,cs30.bmp
156,1,cs11.bmp,neg,30,9432.jpg,1000,maske_8.bmp,500,maske_10.bmp,970,cs21.bmp,cs11.bmp,cs25.bmp,cs20.bmp,cs15.bmp,cs23.bmp
228,1,cs23.bmp,neg,900,9430.JPG,1000,maske_11.bmp,500,maske_10.bmp,100,cs15.bmp,cs4.bmp,cs23.bmp,cs21.bmp,cs20.bmp,cs5.bmp
96,1,cs9.bmp,pos,100,2071.jpg,1000,maske_10.bmp,500,maske_4.bmp,900,cs17.bmp,cs24.bmp,cs10.bmp,cs9.bmp,cs1.bmp,cs14.bmp
240,1,cs3.bmp,neg,900,6831.jpg,1000,maske_12.bmp,500,maske_3.bmp,100,cs21.bmp,cs8.bmp,cs23.bmp,cs15.bmp,cs4.bmp,cs3.bmp
186,1,cs4.bmp,neg,30,2750.jpg,1000,maske_1.bmp,500,maske_2.bmp,970,cs12.bmp,cs4.bmp,cs3.bmp,cs15.bmp,cs21.bmp,cs5.bmp
78,1,cs24.bmp,pos,100,1721.jpg,1000,maske_9.bmp,500,maske_12.bmp,900,cs9.bmp,cs10.bmp,cs6.bmp,cs24.bmp,cs28.bmp,cs27.bmp
312,1,cs2.bmp,neu,30,4631.JPG,1000,maske_11.bmp,500,maske_6.bmp,970,7504.jpg,1616.jpg,2575.jpg,2620.jpg,2635.jpg,4631.JPG
318,1,cs18.bmp,neu,100,3550.2.jpg,1000,maske_6.bmp,500,maske_7.bmp,900,7090.jpg,7504.jpg,5455.jpg,2487.jpg,3550.2.jpg,1313.jpg
12,1,cs19.bmp,pos,30,2209.jpg,1000,maske_4.bmp,500,maske_1.bmp,970,cs28.bmp,cs10.bmp,cs9.bmp,cs27.bmp,cs19.bmp,cs6.bmp
234,1,cs3.bmp,neg,900,2276.jpg,1000,maske_5.bmp,500,maske_2.bmp,100,cs29.bmp,cs4.bmp,cs21.bmp,cs5.bmp,cs20.bmp,cs3.bmp
102,1,cs1.bmp,pos,900,2050.jpg,1000,maske_11.bmp,500,maske_9.bmp,100,cs14.bmp,cs10.bmp,cs1.bmp,cs30.bmp,cs9.bmp,cs17.bmp
210,1,cs15.bmp,neg,100,2205.jpg,1000,maske_3.bmp,500,maske_4.bmp,900,cs5.bmp,cs11.bmp,cs29.bmp,cs25.bmp,cs15.bmp,cs20.bmp
258,1,cs16.bmp,neu,30,7187.jpg,1000,maske_2.bmp,500,maske_3.bmp,970,7187.jpg,7080.jpg,7820.jpg,5535.jpg,1121.jpg,8211.jpg
66,1,cs14.bmp,pos,30,7502.jpg,1000,maske_10.bmp,500,maske_8.bmp,970,cs28.bmp,cs24.bmp,cs14.bmp,cs27.bmp,cs9.bmp,cs30.bmp
132,1,cs8.bmp,neg,30,9342.jpg,1000,maske_7.bmp,500,maske_8.bmp,970,cs29.bmp,cs25.bmp,cs8.bmp,cs5.bmp,cs12.bmp,cs23.bmp
252,1,cs16.bmp,neu,30,3550.2.jpg,1000,maske_7.bmp,500,maske_9.bmp,970,5455.jpg,3550.2.jpg,7090.jpg,7830.jpg,7004.jpg,7820.jpg
294,1,cs2.bmp,neu,30,7187.jpg,1000,maske_1.bmp,500,maske_3.bmp,970,5740.jpg,2575.jpg,5455.jpg,7000.jpg,7187.jpg,7233.jpg
246,1,cs16.bmp,neu,30,2620.jpg,1000,maske_1.bmp,500,maske_8.bmp,970,5395.jpg,7004.jpg,7550.jpg,2372.jpg,2620.jpg,2580.jpg
84,1,cs24.bmp,pos,100,2091.jpg,1000,maske_1.bmp,500,maske_6.bmp,900,cs1.bmp,cs27.bmp,cs28.bmp,cs13.bmp,cs24.bmp,cs6.bmp
24,1,cs27.bmp,pos,30,1440.jpg,1000,maske_10.bmp,500,maske_3.bmp,970,cs27.bmp,cs28.bmp,cs10.bmp,cs6.bmp,cs30.bmp,cs1.bmp
222,1,cs23.bmp,neg,900,3181.jpg,1000,maske_8.bmp,500,maske_6.bmp,100,cs21.bmp,cs5.bmp,cs12.bmp,cs23.bmp,cs15.bmp,cs29.bmp
264,1,cs16.bmp,neu,30,5920.JPG,1000,maske_9.bmp,500,maske_12.bmp,970,5920.JPG,2580.jpg,1935.jpg,5740.jpg,5731.jpg,2220.jpg
60,1,cs13.bmp,pos,30,2345.jpg,1000,maske_1.bmp,500,maske_6.bmp,970,cs24.bmp,cs19.bmp,cs28.bmp,cs13.bmp,cs27.bmp,cs10.bmp
162,1,cs20.bmp,neg,30,9415.jpg,1000,maske_8.bmp,500,maske_3.bmp,970,cs25.bmp,cs23.bmp,cs20.bmp,cs4.bmp,cs5.bmp,cs8.bmp
150,1,cs11.bmp,neg,30,3220.JPG,1000,maske_8.bmp,500,maske_5.bmp,970,cs29.bmp,cs8.bmp,cs5.bmp,cs23.bmp,cs20.bmp,cs11.bmp
144,1,cs5.bmp,neg,30,2455.jpg,1000,maske_11.bmp,500,maske_1.bmp,970,cs29.bmp,cs20.bmp,cs23.bmp,cs5.bmp,cs4.bmp,cs25.bmp
