trialnr,blocknr,cs_filename,usval,cs_duration,us_filename,us_duration,premask_filename,premask_duration,postmask_filename,postmask_duration,vis_option_6,vis_option_5,vis_option_4,vis_option_3,vis_option_2,vis_option_1  
162,1,cs22.bmp,neg,30,6311.jpg,1000,maske_11.bmp,500,maske_2.bmp,970,cs20.bmp,cs2.bmp,cs25.bmp,cs17.bmp,cs19.bmp,cs22.bmp
48,1,cs21.bmp,pos,30,4626.jpg,1000,maske_7.bmp,500,maske_2.bmp,970,cs27.bmp,cs6.bmp,cs21.bmp,cs10.bmp,cs8.bmp,cs29.bmp
228,1,cs24.bmp,neg,900,9432.jpg,1000,maske_10.bmp,500,maske_2.bmp,100,cs17.bmp,cs20.bmp,cs25.bmp,cs7.bmp,cs24.bmp,cs28.bmp
114,1,cs9.bmp,pos,900,1721.jpg,1000,maske_8.bmp,500,maske_7.bmp,100,cs16.bmp,cs21.bmp,cs6.bmp,cs18.bmp,cs9.bmp,cs23.bmp
270,1,cs3.bmp,neu,100,5510.jpg,1000,maske_5.bmp,500,maske_7.bmp,900,5510.jpg,2220.jpg,7187.jpg,7090.jpg,7211.jpg,7080.jpg
192,1,cs17.bmp,neg,30,2455.jpg,1000,maske_7.bmp,500,maske_3.bmp,970,cs2.bmp,cs24.bmp,cs5.bmp,cs28.bmp,cs19.bmp,cs17.bmp
180,1,cs28.bmp,neg,30,9611.jpg,1000,maske_8.bmp,500,maske_5.bmp,970,cs28.bmp,cs25.bmp,cs22.bmp,cs30.bmp,cs20.bmp,cs17.bmp
336,1,cs12.bmp,neu,900,2220.jpg,1000,maske_11.bmp,500,maske_8.bmp,100,1616.jpg,2220.jpg,7004.jpg,7620.JPG,5455.jpg,2635.jpg
216,1,cs30.bmp,neg,100,9331.jpg,1000,maske_12.bmp,500,maske_8.bmp,900,cs24.bmp,cs4.bmp,cs2.bmp,cs28.bmp,cs7.bmp,cs30.bmp
174,1,cs28.bmp,neg,30,9265.jpg,1000,maske_6.bmp,500,maske_4.bmp,970,cs28.bmp,cs4.bmp,cs30.bmp,cs5.bmp,cs24.bmp,cs22.bmp
42,1,cs21.bmp,pos,30,7330.JPG,1000,maske_10.bmp,500,maske_2.bmp,970,cs9.bmp,cs13.bmp,cs18.bmp,cs10.bmp,cs16.bmp,cs21.bmp
6,1,cs8.bmp,pos,30,2550.jpg,1000,maske_7.bmp,500,maske_12.bmp,970,cs10.bmp,cs13.bmp,cs18.bmp,cs16.bmp,cs8.bmp,cs9.bmp
198,1,cs5.bmp,neg,100,9280.jpg,1000,maske_12.bmp,500,maske_2.bmp,900,cs5.bmp,cs19.bmp,cs17.bmp,cs2.bmp,cs30.bmp,cs20.bmp
54,1,cs1.bmp,pos,30,4626.jpg,1000,maske_11.bmp,500,maske_5.bmp,970,cs8.bmp,cs23.bmp,cs1.bmp,cs21.bmp,cs18.bmp,cs6.bmp
108,1,cs27.bmp,pos,900,4626.jpg,1000,maske_11.bmp,500,maske_7.bmp,100,cs23.bmp,cs9.bmp,cs27.bmp,cs1.bmp,cs10.bmp,cs21.bmp
168,1,cs22.bmp,neg,30,2205.jpg,1000,maske_4.bmp,500,maske_10.bmp,970,cs5.bmp,cs7.bmp,cs25.bmp,cs24.bmp,cs4.bmp,cs22.bmp
312,1,cs15.bmp,neu,30,7550.jpg,1000,maske_4.bmp,500,maske_8.bmp,970,7550.jpg,2580.jpg,7640.jpg,7820.jpg,2487.jpg,7211.jpg
30,1,cs18.bmp,pos,30,2080.jpg,1000,maske_8.bmp,500,maske_11.bmp,970,cs29.bmp,cs18.bmp,cs21.bmp,cs8.bmp,cs6.bmp,cs27.bmp
324,1,cs11.bmp,neu,100,5920.JPG,1000,maske_12.bmp,500,maske_9.bmp,900,1935.jpg,1313.jpg,5535.jpg,1121.jpg,5920.JPG,7090.jpg
318,1,cs11.bmp,neu,100,1935.jpg,1000,maske_12.bmp,500,maske_9.bmp,900,5535.jpg,8211.jpg,1935.jpg,7211.jpg,7503.JPG,7820.jpg
24,1,cs29.bmp,pos,30,1920.JPG,1000,maske_12.bmp,500,maske_7.bmp,970,cs13.bmp,cs23.bmp,cs9.bmp,cs18.bmp,cs10.bmp,cs29.bmp
276,1,cs3.bmp,neu,100,5920.JPG,1000,maske_10.bmp,500,maske_9.bmp,900,5535.jpg,7233.jpg,7211.jpg,3550.2.jpg,5920.JPG,2220.jpg
240,1,cs25.bmp,neg,900,9415.jpg,1000,maske_5.bmp,500,maske_9.bmp,100,cs25.bmp,cs4.bmp,cs19.bmp,cs5.bmp,cs20.bmp,cs30.bmp
234,1,cs25.bmp,neg,900,9331.jpg,1000,maske_1.bmp,500,maske_4.bmp,100,cs30.bmp,cs20.bmp,cs5.bmp,cs4.bmp,cs25.bmp,cs2.bmp
288,1,cs14.bmp,neu,900,4631.JPG,1000,maske_2.bmp,500,maske_12.bmp,100,4631.JPG,5455.jpg,2575.jpg,7830.jpg,7640.jpg,7490.jpg
12,1,cs6.bmp,pos,30,4626.jpg,1000,maske_3.bmp,500,maske_11.bmp,970,cs23.bmp,cs1.bmp,cs16.bmp,cs21.bmp,cs18.bmp,cs6.bmp
210,1,cs30.bmp,neg,100,7359.jpg,1000,maske_8.bmp,500,maske_12.bmp,900,cs19.bmp,cs2.bmp,cs30.bmp,cs5.bmp,cs7.bmp,cs24.bmp
156,1,cs4.bmp,neg,30,2276.jpg,1000,maske_10.bmp,500,maske_4.bmp,970,cs22.bmp,cs4.bmp,cs24.bmp,cs17.bmp,cs20.bmp,cs5.bmp
120,1,cs9.bmp,pos,900,7502.jpg,1000,maske_9.bmp,500,maske_8.bmp,100,cs21.bmp,cs13.bmp,cs29.bmp,cs9.bmp,cs6.bmp,cs23.bmp
204,1,cs5.bmp,neg,100,9530.JPG,1000,maske_6.bmp,500,maske_11.bmp,900,cs25.bmp,cs5.bmp,cs2.bmp,cs7.bmp,cs19.bmp,cs24.bmp
66,1,cs16.bmp,pos,30,4626.jpg,1000,maske_3.bmp,500,maske_7.bmp,970,cs29.bmp,cs6.bmp,cs8.bmp,cs23.bmp,cs18.bmp,cs16.bmp
186,1,cs17.bmp,neg,30,9265.jpg,1000,maske_10.bmp,500,maske_9.bmp,970,cs20.bmp,cs5.bmp,cs24.bmp,cs25.bmp,cs17.bmp,cs22.bmp
60,1,cs1.bmp,pos,30,1920.JPG,1000,maske_12.bmp,500,maske_2.bmp,970,cs10.bmp,cs16.bmp,cs13.bmp,cs9.bmp,cs1.bmp,cs18.bmp
72,1,cs16.bmp,pos,30,8461.jpg,1000,maske_12.bmp,500,maske_8.bmp,970,cs23.bmp,cs1.bmp,cs16.bmp,cs13.bmp,cs21.bmp,cs9.bmp
84,1,cs10.bmp,pos,100,5831.jpg,1000,maske_8.bmp,500,maske_2.bmp,900,cs21.bmp,cs1.bmp,cs29.bmp,cs23.bmp,cs10.bmp,cs6.bmp
102,1,cs27.bmp,pos,900,7502.jpg,1000,maske_6.bmp,500,maske_5.bmp,100,cs27.bmp,cs13.bmp,cs23.bmp,cs6.bmp,cs18.bmp,cs1.bmp
246,1,cs26.bmp,neu,30,7233.jpg,1000,maske_8.bmp,500,maske_10.bmp,970,7080.jpg,7004.jpg,7187.jpg,7503.JPG,7233.jpg,5395.jpg
132,1,cs2.bmp,neg,30,9220.jpg,1000,maske_7.bmp,500,maske_4.bmp,970,cs17.bmp,cs5.bmp,cs19.bmp,cs2.bmp,cs30.bmp,cs20.bmp
18,1,cs23.bmp,pos,30,2340.JPG,1000,maske_4.bmp,500,maske_11.bmp,970,cs23.bmp,cs21.bmp,cs9.bmp,cs27.bmp,cs16.bmp,cs8.bmp
252,1,cs26.bmp,neu,30,7187.jpg,1000,maske_8.bmp,500,maske_7.bmp,970,1313.jpg,1935.jpg,5395.jpg,2635.jpg,7187.jpg,5920.JPG
144,1,cs20.bmp,neg,30,9415.jpg,1000,maske_7.bmp,500,maske_6.bmp,970,cs19.bmp,cs5.bmp,cs30.bmp,cs22.bmp,cs20.bmp,cs2.bmp
282,1,cs14.bmp,neu,900,2635.jpg,1000,maske_12.bmp,500,maske_2.bmp,100,5920.JPG,2635.jpg,7233.jpg,2575.jpg,2580.jpg,7490.jpg
300,1,cs15.bmp,neu,30,2635.jpg,1000,maske_5.bmp,500,maske_7.bmp,970,2580.jpg,7211.jpg,2372.jpg,5920.JPG,1935.jpg,2635.jpg
36,1,cs18.bmp,pos,30,8540.JPG,1000,maske_3.bmp,500,maske_9.bmp,970,cs29.bmp,cs8.bmp,cs6.bmp,cs18.bmp,cs16.bmp,cs1.bmp
138,1,cs7.bmp,neg,30,9265.jpg,1000,maske_2.bmp,500,maske_1.bmp,970,cs17.bmp,cs7.bmp,cs24.bmp,cs5.bmp,cs28.bmp,cs20.bmp
258,1,cs26.bmp,neu,30,2372.jpg,1000,maske_9.bmp,500,maske_12.bmp,970,7090.jpg,5535.jpg,5395.jpg,5455.jpg,7820.jpg,2372.jpg
150,1,cs4.bmp,neg,30,2750.jpg,1000,maske_5.bmp,500,maske_7.bmp,970,cs20.bmp,cs22.bmp,cs25.bmp,cs4.bmp,cs30.bmp,cs28.bmp
222,1,cs24.bmp,neg,900,9415.jpg,1000,maske_10.bmp,500,maske_1.bmp,100,cs28.bmp,cs24.bmp,cs22.bmp,cs19.bmp,cs7.bmp,cs30.bmp
78,1,cs10.bmp,pos,100,1460.JPG,1000,maske_3.bmp,500,maske_6.bmp,900,cs18.bmp,cs23.bmp,cs10.bmp,cs27.bmp,cs13.bmp,cs1.bmp
330,1,cs12.bmp,neu,900,7004.jpg,1000,maske_4.bmp,500,maske_8.bmp,100,2620.jpg,7490.jpg,7004.jpg,2372.jpg,5740.jpg,5510.jpg
306,1,cs15.bmp,neu,30,7090.jpg,1000,maske_10.bmp,500,maske_7.bmp,970,2580.jpg,7090.jpg,7233.jpg,7504.jpg,7490.jpg,7000.jpg
126,1,cs19.bmp,neg,30,9530.JPG,1000,maske_4.bmp,500,maske_3.bmp,970,cs7.bmp,cs20.bmp,cs30.bmp,cs5.bmp,cs19.bmp,cs2.bmp
96,1,cs13.bmp,pos,100,1920.JPG,1000,maske_12.bmp,500,maske_5.bmp,900,cs23.bmp,cs6.bmp,cs9.bmp,cs18.bmp,cs13.bmp,cs8.bmp
264,1,cs26.bmp,neu,30,2635.jpg,1000,maske_10.bmp,500,maske_8.bmp,970,5395.jpg,2635.jpg,5510.jpg,7187.jpg,1313.jpg,7000.jpg
294,1,cs15.bmp,neu,30,5510.jpg,1000,maske_12.bmp,500,maske_6.bmp,970,7503.JPG,5510.jpg,3550.2.jpg,8211.jpg,2575.jpg,7004.jpg
90,1,cs13.bmp,pos,100,2341.jpg,1000,maske_2.bmp,500,maske_5.bmp,900,cs27.bmp,cs16.bmp,cs13.bmp,cs10.bmp,cs18.bmp,cs6.bmp
181,2,cs17.bmp,neg,30,9611.jpg,1000,maske_1.bmp,500,maske_4.bmp,970,cs24.bmp,cs22.bmp,cs5.bmp,cs30.bmp,cs17.bmp,cs4.bmp
265,2,cs3.bmp,neu,100,7000.jpg,1000,maske_12.bmp,500,maske_9.bmp,900,7004.jpg,7000.jpg,2487.jpg,2575.jpg,7504.jpg,7620.JPG
43,2,cs21.bmp,pos,30,1460.JPG,1000,maske_2.bmp,500,maske_1.bmp,970,cs23.bmp,cs10.bmp,cs21.bmp,cs18.bmp,cs13.bmp,cs1.bmp
175,2,cs28.bmp,neg,30,9430.JPG,1000,maske_7.bmp,500,maske_2.bmp,970,cs22.bmp,cs4.bmp,cs2.bmp,cs25.bmp,cs19.bmp,cs28.bmp
217,2,cs24.bmp,neg,900,9000.jpg,1000,maske_11.bmp,500,maske_12.bmp,100,cs7.bmp,cs19.bmp,cs5.bmp,cs24.bmp,cs25.bmp,cs28.bmp
1,2,cs8.bmp,pos,30,2057.jpg,1000,maske_5.bmp,500,maske_2.bmp,970,cs27.bmp,cs29.bmp,cs23.bmp,cs13.bmp,cs16.bmp,cs8.bmp
127,2,cs2.bmp,neg,30,3220.JPG,1000,maske_2.bmp,500,maske_9.bmp,970,cs5.bmp,cs2.bmp,cs19.bmp,cs20.bmp,cs4.bmp,cs7.bmp
