phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,203,1,1,1,NA,NA,NA,25.png,6.png,0,None,None,None,None
trials,203,1,2,1,1,neutral,acquisition,5.png,7006.JPG,0,None,None,None,None
trials,203,1,3,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,203,1,4,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,203,1,5,1,1,neutral,acquisition,18.png,7175.JPG,0,None,None,None,None
trials,203,1,6,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,203,1,7,1,1,positive,extinction,1.png,empty.png,0,None,None,None,None
trials,203,1,8,1,NA,NA,NA,empty.png,27.png,0,None,None,None,space
trials,203,1,9,1,2,neutral,acquisition,5.png,7006.JPG,0,None,None,None,None
trials,203,1,10,1,NA,NA,NA,2.png,19.png,0,None,None,None,None
trials,203,1,11,1,1,positive,acquisition,24.png,1540.JPG,0,None,None,None,None
trials,203,1,12,1,1,neutral,acquisition,17.png,7090.JPG,0,None,None,None,None
trials,203,1,13,1,1,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,203,1,14,1,NA,NA,NA,16.png,15.png,0,None,None,None,None
trials,203,1,15,1,1,negative,acquisition,8.png,9041.JPG,0,None,None,None,None
trials,203,1,16,1,1,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,203,1,17,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,203,1,18,1,2,neutral,acquisition,18.png,7175.JPG,0,None,None,None,None
trials,203,1,19,1,NA,NA,NA,1275.JPG,empty.png,0,None,None,None,None
trials,203,1,20,1,1,negative,acquisition,14.png,9331.JPG,0,None,None,None,None
trials,203,1,21,1,1,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,203,1,22,1,2,negative,acquisition,8.png,9041.JPG,0,None,None,None,None
trials,203,1,23,1,1,positive,acquisition,10.png,1500.JPG,0,None,None,None,None
trials,203,1,24,1,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,203,1,25,1,NA,NA,NA,16.png,15.png,0,None,None,None,None
trials,203,1,26,1,1,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,203,1,27,1,2,positive,acquisition,24.png,1540.JPG,0,None,None,None,None
trials,203,1,28,1,1,positive,acquisition,7.png,1604.JPG,0,None,None,None,None
trials,203,1,29,1,1,positive,extinction,21.png,empty.png,0,None,None,None,None
trials,203,1,30,1,1,positive,extinction,4.png,empty.png,0,None,None,None,None
trials,203,1,31,1,2,positive,extinction,21.png,empty.png,0,None,None,None,None
trials,203,1,32,1,2,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,203,1,33,1,NA,NA,NA,8330.JPG,2520.JPG,0,None,None,None,None
trials,203,1,34,1,2,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,203,1,35,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,203,1,36,1,NA,NA,NA,9561.JPG,8500.JPG,0,None,None,None,None
trials,203,1,37,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,203,1,38,1,3,neutral,acquisition,5.png,7006.JPG,0,None,None,None,None
trials,203,1,39,1,1,negative,extinction,20.png,empty.png,0,None,None,None,None
trials,203,1,40,1,3,negative,extinction,9.png,empty.png,0,None,None,None,None
trials,203,1,41,1,2,neutral,acquisition,17.png,7090.JPG,0,None,None,None,None
trials,203,1,42,1,NA,NA,NA,27.png,empty.png,0,None,None,None,space
trials,203,1,43,1,3,positive,acquisition,24.png,1540.JPG,0,None,None,None,None
trials,203,1,44,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,203,1,45,1,NA,NA,NA,1670.JPG,empty.png,0,None,None,None,None
trials,203,1,46,1,2,positive,acquisition,7.png,1604.JPG,0,None,None,None,None
trials,203,1,47,1,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
