phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,166,7.png,extinction,positive,8
globalratings,166,18.png,extinction,negative,7
globalratings,166,17.png,negative,extinction,8
globalratings,166,14.png,negative,extinction,14
globalratings,166,4.png,positive,extinction,9
globalratings,166,3.png,positive,extinction,9
globalratings,166,26.png,neutral,extinction,9
globalratings,166,10.png,extinction,neutral,9
globalratings,166,23.png,extinction,positive,8
globalratings,166,21.png,negative,extinction,9
globalratings,166,1.png,positive,extinction,9
globalratings,166,9.png,extinction,negative,12
globalratings,166,11.png,extinction,positive,8
globalratings,166,5.png,extinction,negative,13
globalratings,166,12.png,neutral,extinction,11
globalratings,166,8.png,extinction,neutral,0
globalratings,166,20.png,neutral,extinction,8
globalratings,166,24.png,extinction,neutral,10
c2ratings,166,11.png,extinction,positive,9
c2ratings,166,14.png,negative,extinction,13
c2ratings,166,5.png,extinction,negative,12
c2ratings,166,24.png,extinction,neutral,9
c2ratings,166,9.png,extinction,negative,11
c2ratings,166,18.png,extinction,negative,7
c2ratings,166,20.png,neutral,extinction,8
c2ratings,166,23.png,extinction,positive,10
c2ratings,166,7.png,extinction,positive,8
c2ratings,166,26.png,neutral,extinction,4
c2ratings,166,3.png,positive,extinction,5
c2ratings,166,17.png,negative,extinction,7
c2ratings,166,4.png,positive,extinction,6
c2ratings,166,21.png,negative,extinction,6
c2ratings,166,12.png,neutral,extinction,11
c2ratings,166,8.png,extinction,neutral,4
c2ratings,166,1.png,positive,extinction,3
c2ratings,166,10.png,extinction,neutral,4
c1ratings,166,4.png,positive,extinction,5
c1ratings,166,21.png,negative,extinction,4
c1ratings,166,20.png,neutral,extinction,8
c1ratings,166,9.png,extinction,negative,10
c1ratings,166,14.png,negative,extinction,10
c1ratings,166,17.png,negative,extinction,7
c1ratings,166,10.png,extinction,neutral,8
c1ratings,166,1.png,positive,extinction,7
c1ratings,166,24.png,extinction,neutral,8
c1ratings,166,26.png,neutral,extinction,5
c1ratings,166,8.png,extinction,neutral,5
c1ratings,166,12.png,neutral,extinction,10
c1ratings,166,3.png,positive,extinction,6
c1ratings,166,11.png,extinction,positive,3
c1ratings,166,18.png,extinction,negative,4
c1ratings,166,5.png,extinction,negative,9
c1ratings,166,23.png,extinction,positive,8
c1ratings,166,7.png,extinction,positive,7
