phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,192,12.png,extinction,negative,10
globalratings,192,21.png,extinction,neutral,9
globalratings,192,20.png,neutral,extinction,9
globalratings,192,8.png,extinction,positive,6
globalratings,192,7.png,extinction,neutral,12
globalratings,192,26.png,positive,extinction,10
globalratings,192,11.png,neutral,extinction,8
globalratings,192,3.png,extinction,positive,10
globalratings,192,17.png,extinction,negative,6
globalratings,192,4.png,extinction,positive,9
globalratings,192,14.png,negative,extinction,9
globalratings,192,5.png,positive,extinction,10
globalratings,192,24.png,positive,extinction,7
globalratings,192,23.png,extinction,negative,11
globalratings,192,1.png,extinction,neutral,8
globalratings,192,18.png,negative,extinction,11
globalratings,192,10.png,negative,extinction,6
globalratings,192,9.png,neutral,extinction,9
c2ratings,192,3.png,extinction,positive,11
c2ratings,192,1.png,extinction,neutral,8
c2ratings,192,11.png,neutral,extinction,8
c2ratings,192,21.png,extinction,neutral,10
c2ratings,192,20.png,neutral,extinction,9
c2ratings,192,9.png,neutral,extinction,8
c2ratings,192,23.png,extinction,negative,10
c2ratings,192,14.png,negative,extinction,8
c2ratings,192,18.png,negative,extinction,10
c2ratings,192,5.png,positive,extinction,10
c2ratings,192,4.png,extinction,positive,8
c2ratings,192,12.png,extinction,negative,10
c2ratings,192,26.png,positive,extinction,8
c2ratings,192,7.png,extinction,neutral,10
c2ratings,192,17.png,extinction,negative,6
c2ratings,192,10.png,negative,extinction,6
c2ratings,192,8.png,extinction,positive,6
c2ratings,192,24.png,positive,extinction,6
c1ratings,192,11.png,neutral,extinction,8
c1ratings,192,5.png,positive,extinction,10
c1ratings,192,8.png,extinction,positive,7
c1ratings,192,26.png,positive,extinction,8
c1ratings,192,9.png,neutral,extinction,6
c1ratings,192,21.png,extinction,neutral,8
c1ratings,192,17.png,extinction,negative,6
c1ratings,192,24.png,positive,extinction,6
c1ratings,192,4.png,extinction,positive,8
c1ratings,192,12.png,extinction,negative,10
c1ratings,192,23.png,extinction,negative,10
c1ratings,192,20.png,neutral,extinction,8
c1ratings,192,14.png,negative,extinction,8
c1ratings,192,1.png,extinction,neutral,8
c1ratings,192,18.png,negative,extinction,10
c1ratings,192,3.png,extinction,positive,10
c1ratings,192,10.png,negative,extinction,5
c1ratings,192,7.png,extinction,neutral,8
