phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,196,1,1,2,1,neutral,extinction,empty.png,5.png,0,None,None,None,None
trials,196,1,2,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,196,1,3,2,NA,NA,NA,empty.png,1390.JPG,0,None,None,None,None
trials,196,1,4,2,1,neutral,acquisition,7006.JPG,12.png,0,None,None,None,None
trials,196,1,5,2,NA,NA,NA,1390.JPG,empty.png,0,None,None,None,None
trials,196,1,6,2,2,neutral,extinction,empty.png,5.png,0,None,None,None,None
trials,196,1,7,2,1,positive,acquisition,1600.JPG,18.png,0,None,None,None,None
trials,196,1,8,2,2,neutral,acquisition,7006.JPG,12.png,0,None,None,None,None
trials,196,1,9,2,NA,NA,NA,16.png,empty.png,0,None,None,None,None
trials,196,1,10,2,NA,NA,NA,22.png,15.png,0,None,None,None,None
trials,196,1,11,2,2,positive,acquisition,1600.JPG,18.png,0,None,None,None,None
trials,196,1,12,2,1,positive,acquisition,1540.JPG,20.png,0,None,None,None,None
trials,196,1,13,2,NA,NA,NA,8330.JPG,1230.JPG,0,None,None,None,None
trials,196,1,14,2,NA,NA,NA,1945.JPG,2520.JPG,0,None,None,None,None
trials,196,1,15,2,NA,NA,NA,8330.JPG,1230.JPG,0,None,None,None,None
trials,196,1,16,2,NA,NA,NA,empty.png,16.png,0,None,None,None,None
trials,196,1,17,2,1,negative,extinction,empty.png,21.png,0,None,None,None,None
trials,196,1,18,2,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,196,1,19,2,3,neutral,acquisition,7006.JPG,12.png,0,None,None,None,None
trials,196,1,20,2,1,negative,acquisition,2276.JPG,24.png,0,None,None,None,None
trials,196,1,21,2,NA,NA,NA,27.png,25.png,0,None,None,None,None
trials,196,1,22,2,NA,NA,NA,2510.JPG,empty.png,0,None,None,None,None
trials,196,1,23,2,1,positive,extinction,empty.png,10.png,0,None,None,None,None
trials,196,1,24,2,NA,NA,NA,2.png,19.png,0,None,None,None,None
trials,196,1,25,2,2,negative,extinction,empty.png,21.png,0,None,None,None,None
trials,196,1,26,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,196,1,27,2,2,positive,acquisition,1540.JPG,20.png,0,None,None,None,None
trials,196,1,28,2,NA,NA,NA,1945.JPG,2520.JPG,0,None,None,None,None
trials,196,1,29,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,196,1,30,2,1,positive,extinction,empty.png,23.png,0,None,None,None,None
trials,196,1,31,2,NA,NA,NA,7060.JPG,empty.png,0,None,None,None,None
trials,196,1,32,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,196,1,33,2,1,positive,extinction,empty.png,26.png,0,None,None,None,None
trials,196,1,34,2,1,neutral,extinction,empty.png,1.png,0,None,None,None,None
trials,196,1,35,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,196,1,36,2,1,negative,extinction,empty.png,14.png,0,None,None,None,None
