phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,187,1,1,1,1,positive,acquisition,8.png,1460.JPG,0,None,None,None,None
trials,187,1,2,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,3,1,1,negative,extinction,17.png,empty.png,0,None,None,None,None
trials,187,1,4,1,NA,NA,NA,8500.JPG,2510.JPG,0,None,None,None,None
trials,187,1,5,1,1,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,187,1,6,1,1,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,187,1,7,1,1,negative,acquisition,18.png,2399.JPG,0,None,None,None,None
trials,187,1,8,1,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,187,1,9,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,10,1,NA,NA,NA,2310.JPG,1275.JPG,0,None,None,None,None
trials,187,1,11,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,187,1,12,1,1,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,187,1,13,1,NA,NA,NA,2304.JPG,1390.JPG,0,None,None,None,None
trials,187,1,14,1,1,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,187,1,15,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,16,1,1,neutral,acquisition,1.png,7025.JPG,0,None,None,None,None
trials,187,1,17,1,NA,NA,NA,13.png,15.png,0,None,None,None,None
trials,187,1,18,1,1,positive,acquisition,26.png,1721.JPG,0,None,None,None,None
trials,187,1,19,1,1,neutral,acquisition,11.png,7000.JPG,0,None,None,None,None
trials,187,1,20,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,21,1,NA,NA,NA,25.png,16.png,0,None,None,None,None
trials,187,1,22,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,23,1,NA,NA,NA,19.png,empty.png,0,None,None,None,None
trials,187,1,24,1,1,negative,acquisition,5.png,2312.JPG,0,None,None,None,None
trials,187,1,25,1,1,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,187,1,26,1,NA,NA,NA,empty.png,2357.JPG,0,None,None,None,None
trials,187,1,27,1,NA,NA,NA,2304.JPG,1390.JPG,0,None,None,None,None
trials,187,1,28,1,1,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,187,1,29,1,NA,NA,NA,27.png,2.png,0,None,None,None,None
trials,187,1,30,1,2,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,187,1,31,1,2,negative,extinction,17.png,empty.png,0,None,None,None,None
trials,187,1,32,1,2,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,187,1,33,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,34,1,2,negative,acquisition,5.png,2312.JPG,0,None,None,None,None
trials,187,1,35,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,36,1,NA,NA,NA,empty.png,1945.JPG,0,None,None,None,None
trials,187,1,37,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,38,1,1,positive,acquisition,21.png,1600.JPG,0,None,None,None,None
trials,187,1,39,1,2,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,187,1,40,1,2,neutral,acquisition,11.png,7000.JPG,0,None,None,None,None
trials,187,1,41,1,NA,NA,NA,empty.png,6.png,0,None,None,None,space
trials,187,1,42,1,3,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,187,1,43,1,NA,NA,NA,13.png,15.png,0,None,None,None,None
trials,187,1,44,1,NA,NA,NA,2520.JPG,7060.JPG,0,None,None,None,None
trials,187,1,45,1,3,neutral,extinction,3.png,empty.png,0,None,None,None,None
trials,187,1,46,1,2,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,187,1,47,1,3,negative,extinction,17.png,empty.png,0,None,None,None,None
trials,187,1,48,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,49,1,1,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,187,1,50,1,2,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,187,1,51,1,3,negative,extinction,23.png,empty.png,0,None,None,None,None
trials,187,1,52,1,1,neutral,acquisition,9.png,7233.JPG,0,None,None,None,None
trials,187,1,53,1,NA,NA,NA,27.png,2.png,0,None,None,None,None
trials,187,1,54,1,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,187,1,55,1,2,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,187,1,56,1,NA,NA,NA,25.png,16.png,0,None,None,None,None
trials,187,1,57,1,2,positive,acquisition,26.png,1721.JPG,0,None,None,None,None
trials,187,1,58,1,2,neutral,acquisition,9.png,7233.JPG,0,None,None,None,None
trials,187,1,59,1,NA,NA,NA,27.png,2.png,0,None,None,None,None
trials,187,1,60,1,2,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,187,1,61,1,2,negative,acquisition,18.png,2399.JPG,0,None,None,None,None
trials,187,1,62,1,3,neutral,acquisition,9.png,7233.JPG,0,None,None,None,None
trials,187,1,63,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,64,1,NA,NA,NA,19.png,empty.png,0,None,None,None,None
trials,187,1,65,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,66,1,4,neutral,acquisition,9.png,7233.JPG,1,3,6,1,None
trials,187,1,67,1,3,neutral,acquisition,11.png,7000.JPG,0,None,None,None,None
trials,187,1,68,1,3,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,187,1,69,1,NA,NA,NA,2520.JPG,7060.JPG,0,None,None,None,None
trials,187,1,70,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,71,1,2,positive,acquisition,21.png,1600.JPG,0,None,None,None,None
trials,187,1,72,1,4,positive,extinction,7.png,empty.png,1,5,7,2,None
trials,187,1,73,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,74,1,1,neutral,extinction,12.png,empty.png,0,None,None,None,None
trials,187,1,75,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,76,1,NA,NA,NA,8330.JPG,9561.JPG,0,None,None,None,None
trials,187,1,77,1,2,neutral,acquisition,1.png,7025.JPG,0,None,None,None,None
trials,187,1,78,1,NA,NA,NA,2310.JPG,1275.JPG,0,None,None,None,None
trials,187,1,79,1,2,positive,acquisition,8.png,1460.JPG,0,None,None,None,None
trials,187,1,80,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,81,1,3,positive,extinction,10.png,empty.png,0,None,None,None,None
trials,187,1,82,1,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,187,1,83,1,3,negative,acquisition,5.png,2312.JPG,0,None,None,None,None
trials,187,1,84,1,3,positive,acquisition,26.png,1721.JPG,0,None,None,None,None
trials,187,1,85,1,NA,NA,NA,6.png,empty.png,0,None,None,None,space
trials,187,1,86,1,3,positive,acquisition,8.png,1460.JPG,0,None,None,None,None
trials,187,1,87,1,NA,NA,NA,1230.JPG,empty.png,0,None,None,None,None
trials,187,1,88,1,NA,NA,NA,13.png,15.png,0,None,None,None,None
trials,187,1,89,1,4,neutral,extinction,4.png,empty.png,1,8,4,2,None
trials,187,1,90,1,2,neutral,extinction,12.png,empty.png,0,None,None,None,None
trials,187,1,91,1,3,negative,acquisition,18.png,2399.JPG,0,None,None,None,None
trials,187,1,92,1,4,positive,acquisition,8.png,1460.JPG,1,6,4,2,None
trials,187,1,93,1,NA,NA,NA,1230.JPG,empty.png,0,None,None,None,None
trials,187,1,94,1,3,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,187,1,95,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,187,1,96,1,1,negative,acquisition,20.png,2750.JPG,0,None,None,None,None
trials,187,1,97,1,3,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,187,1,98,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,99,1,NA,NA,NA,8500.JPG,2510.JPG,0,None,None,None,None
trials,187,1,100,1,3,neutral,extinction,12.png,empty.png,0,None,None,None,None
trials,187,1,101,1,2,negative,acquisition,20.png,2750.JPG,0,None,None,None,None
trials,187,1,102,1,NA,NA,NA,empty.png,6.png,0,None,None,None,space
trials,187,1,103,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,187,1,104,1,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,187,1,105,1,4,negative,extinction,17.png,empty.png,1,3,5,7,None
trials,187,1,106,1,3,neutral,acquisition,1.png,7025.JPG,0,None,None,None,None
trials,187,1,107,1,NA,NA,NA,empty.png,2357.JPG,0,None,None,None,None
trials,187,1,108,1,NA,NA,NA,1945.JPG,empty.png,0,None,None,None,None
trials,187,1,109,1,NA,NA,NA,8330.JPG,9561.JPG,0,None,None,None,None
