phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,185,26.png,extinction,negative,5
globalratings,185,21.png,extinction,negative,6
globalratings,185,10.png,extinction,neutral,2
globalratings,185,23.png,positive,extinction,9
globalratings,185,18.png,neutral,extinction,14
globalratings,185,5.png,neutral,extinction,15
globalratings,185,24.png,extinction,positive,8
globalratings,185,4.png,extinction,neutral,5
globalratings,185,9.png,negative,extinction,11
globalratings,185,12.png,extinction,negative,7
globalratings,185,14.png,positive,extinction,11
globalratings,185,11.png,negative,extinction,8
globalratings,185,1.png,negative,extinction,12
globalratings,185,20.png,extinction,positive,12
globalratings,185,3.png,neutral,extinction,14
globalratings,185,8.png,extinction,neutral,4
globalratings,185,17.png,extinction,positive,4
globalratings,185,7.png,positive,extinction,5
c2ratings,185,23.png,positive,extinction,10
c2ratings,185,4.png,extinction,neutral,5
c2ratings,185,18.png,neutral,extinction,12
c2ratings,185,24.png,extinction,positive,5
c2ratings,185,8.png,extinction,neutral,5
c2ratings,185,3.png,neutral,extinction,12
c2ratings,185,14.png,positive,extinction,13
c2ratings,185,1.png,negative,extinction,7
c2ratings,185,10.png,extinction,neutral,5
c2ratings,185,9.png,negative,extinction,8
c2ratings,185,17.png,extinction,positive,12
c2ratings,185,20.png,extinction,positive,12
c2ratings,185,5.png,neutral,extinction,13
c2ratings,185,26.png,extinction,negative,3
c2ratings,185,11.png,negative,extinction,12
c2ratings,185,7.png,positive,extinction,9
c2ratings,185,12.png,extinction,negative,13
c2ratings,185,21.png,extinction,negative,13
c1ratings,185,17.png,extinction,positive,11
c1ratings,185,23.png,positive,extinction,5
c1ratings,185,7.png,positive,extinction,11
c1ratings,185,12.png,extinction,negative,9
c1ratings,185,5.png,neutral,extinction,11
c1ratings,185,20.png,extinction,positive,5
c1ratings,185,10.png,extinction,neutral,4
c1ratings,185,26.png,extinction,negative,5
c1ratings,185,11.png,negative,extinction,9
c1ratings,185,24.png,extinction,positive,6
c1ratings,185,8.png,extinction,neutral,6
c1ratings,185,9.png,negative,extinction,4
c1ratings,185,1.png,negative,extinction,5
c1ratings,185,21.png,extinction,negative,7
c1ratings,185,4.png,extinction,neutral,8
c1ratings,185,3.png,neutral,extinction,12
c1ratings,185,18.png,neutral,extinction,14
c1ratings,185,14.png,positive,extinction,12
