phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,207,1,1,2,1,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,207,1,2,2,NA,NA,NA,2304.JPG,8330.JPG,0,None,None,None,None
trials,207,1,3,2,1,negative,extinction,empty.png,17.png,0,None,None,None,None
trials,207,1,4,2,NA,NA,NA,empty.png,1230.JPG,0,None,None,None,None
trials,207,1,5,2,1,neutral,extinction,empty.png,3.png,0,None,None,None,None
trials,207,1,6,2,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,207,1,7,2,1,negative,acquisition,2900.1.JPG,14.png,0,None,None,None,None
trials,207,1,8,2,1,negative,extinction,empty.png,9.png,0,None,None,None,None
trials,207,1,9,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,10,2,1,positive,acquisition,1440.JPG,4.png,0,None,None,None,None
trials,207,1,11,2,NA,NA,NA,2310.JPG,empty.png,0,None,None,None,None
trials,207,1,12,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,13,2,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,207,1,14,2,1,neutral,acquisition,7002.JPG,7.png,0,None,None,None,None
trials,207,1,15,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,16,2,1,positive,acquisition,1463.JPG,26.png,0,None,None,None,None
trials,207,1,17,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,18,2,2,positive,acquisition,1463.JPG,26.png,0,None,None,None,None
trials,207,1,19,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,20,2,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,207,1,21,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,22,2,NA,NA,NA,19.png,empty.png,0,None,None,None,None
trials,207,1,23,2,1,neutral,acquisition,7035.JPG,11.png,0,None,None,None,None
trials,207,1,24,2,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,207,1,25,2,2,negative,acquisition,2900.1.JPG,14.png,0,None,None,None,None
trials,207,1,26,2,1,positive,extinction,empty.png,10.png,0,None,None,None,None
trials,207,1,27,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,28,2,2,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,207,1,29,2,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,207,1,30,2,1,negative,acquisition,9331.JPG,21.png,0,None,None,None,None
trials,207,1,31,2,1,positive,extinction,empty.png,18.png,0,None,None,None,None
trials,207,1,32,2,2,negative,extinction,empty.png,17.png,0,None,None,None,None
trials,207,1,33,2,NA,NA,NA,1390.JPG,2357.JPG,0,None,None,None,None
trials,207,1,34,2,1,neutral,extinction,empty.png,20.png,0,None,None,None,None
trials,207,1,35,2,2,negative,acquisition,9331.JPG,21.png,0,None,None,None,None
trials,207,1,36,2,NA,NA,NA,1390.JPG,2357.JPG,0,None,None,None,None
trials,207,1,37,2,NA,NA,NA,empty.png,15.png,0,None,None,None,space
trials,207,1,38,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,39,2,2,positive,acquisition,1440.JPG,4.png,0,None,None,None,None
trials,207,1,40,2,NA,NA,NA,2510.JPG,2520.JPG,0,None,None,None,None
trials,207,1,41,2,1,neutral,extinction,empty.png,1.png,0,None,None,None,None
trials,207,1,42,2,2,positive,extinction,empty.png,18.png,0,None,None,None,None
trials,207,1,43,2,1,positive,acquisition,1600.JPG,8.png,0,None,None,None,None
trials,207,1,44,2,2,neutral,acquisition,7002.JPG,7.png,0,None,None,None,None
trials,207,1,45,2,2,positive,acquisition,1600.JPG,8.png,0,None,None,None,None
trials,207,1,46,2,NA,NA,NA,9561.JPG,7060.JPG,0,None,None,None,None
trials,207,1,47,2,NA,NA,NA,27.png,25.png,0,None,None,None,None
trials,207,1,48,2,3,negative,acquisition,9331.JPG,21.png,0,None,None,None,None
trials,207,1,49,2,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,207,1,50,2,3,positive,acquisition,1600.JPG,8.png,0,None,None,None,None
trials,207,1,51,2,3,positive,extinction,empty.png,18.png,0,None,None,None,None
trials,207,1,52,2,NA,NA,NA,1945.JPG,empty.png,0,None,None,None,None
trials,207,1,53,2,4,negative,acquisition,9331.JPG,21.png,1,3,1,5,None
trials,207,1,54,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,55,2,NA,NA,NA,2304.JPG,8330.JPG,0,None,None,None,None
trials,207,1,56,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,57,2,2,neutral,extinction,empty.png,20.png,0,None,None,None,None
trials,207,1,58,2,NA,NA,NA,2310.JPG,empty.png,0,None,None,None,None
trials,207,1,59,2,NA,NA,NA,empty.png,1230.JPG,0,None,None,None,None
trials,207,1,60,2,3,neutral,acquisition,7002.JPG,7.png,0,None,None,None,None
trials,207,1,61,2,2,neutral,extinction,empty.png,3.png,0,None,None,None,None
trials,207,1,62,2,1,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,207,1,63,2,NA,NA,NA,8500.JPG,1670.JPG,0,None,None,None,None
trials,207,1,64,2,2,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,207,1,65,2,4,neutral,acquisition,7002.JPG,7.png,1,2,4,6,None
trials,207,1,66,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,67,2,1,negative,acquisition,2110.JPG,24.png,0,None,None,None,None
trials,207,1,68,2,NA,NA,NA,15.png,empty.png,0,None,None,None,space
trials,207,1,69,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,70,2,NA,NA,NA,19.png,empty.png,0,None,None,None,None
trials,207,1,71,2,2,negative,extinction,empty.png,9.png,0,None,None,None,None
trials,207,1,72,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,73,2,2,negative,acquisition,2110.JPG,24.png,0,None,None,None,None
trials,207,1,74,2,1,neutral,acquisition,7009.JPG,23.png,0,None,None,None,None
trials,207,1,75,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,76,2,NA,NA,NA,27.png,25.png,0,None,None,None,None
trials,207,1,77,2,NA,NA,NA,empty.png,15.png,0,None,None,None,space
trials,207,1,78,2,3,neutral,extinction,empty.png,20.png,0,None,None,None,None
trials,207,1,79,2,3,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,207,1,80,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,81,2,2,neutral,acquisition,7035.JPG,11.png,0,None,None,None,None
trials,207,1,82,2,NA,NA,NA,8500.JPG,1670.JPG,0,None,None,None,None
trials,207,1,83,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,207,1,84,2,NA,NA,NA,9561.JPG,7060.JPG,0,None,None,None,None
trials,207,1,85,2,2,positive,extinction,empty.png,10.png,0,None,None,None,None
trials,207,1,86,2,2,neutral,acquisition,7009.JPG,23.png,0,None,None,None,None
trials,207,1,87,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,207,1,88,2,3,neutral,acquisition,7035.JPG,11.png,0,None,None,None,None
trials,207,1,89,2,2,neutral,extinction,empty.png,1.png,0,None,None,None,None
trials,207,1,90,2,NA,NA,NA,empty.png,1945.JPG,0,None,None,None,None
trials,207,1,91,2,3,positive,extinction,empty.png,10.png,0,None,None,None,None
trials,207,1,92,2,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,207,1,93,2,3,neutral,acquisition,7009.JPG,23.png,0,None,None,None,None
trials,207,1,94,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,95,2,3,negative,extinction,empty.png,17.png,0,None,None,None,None
trials,207,1,96,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,207,1,97,2,3,negative,acquisition,2900.1.JPG,14.png,0,None,None,None,None
trials,207,1,98,2,3,positive,acquisition,1463.JPG,26.png,0,None,None,None,None
trials,207,1,99,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,100,2,3,negative,acquisition,2110.JPG,24.png,0,None,None,None,None
trials,207,1,101,2,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,207,1,102,2,4,positive,extinction,empty.png,10.png,1,2,1,5,None
trials,207,1,103,2,3,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,207,1,104,2,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,207,1,105,2,NA,NA,NA,27.png,25.png,0,None,None,None,None
trials,207,1,106,2,3,positive,acquisition,1440.JPG,4.png,0,None,None,None,None
trials,207,1,107,2,3,neutral,extinction,empty.png,1.png,0,None,None,None,None
trials,207,1,108,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,1,109,2,4,positive,acquisition,1463.JPG,26.png,1,5,1,3,None
trials,207,1,110,2,3,neutral,extinction,empty.png,3.png,0,None,None,None,None
trials,207,1,111,2,4,negative,extinction,empty.png,17.png,1,3,3,4,None
trials,207,1,112,2,NA,NA,NA,2510.JPG,2520.JPG,0,None,None,None,None
trials,207,1,113,2,3,negative,extinction,empty.png,9.png,0,None,None,None,None
trials,207,1,114,2,4,neutral,extinction,empty.png,20.png,1,6,1,2,None
trials,207,2,1,2,NA,NA,NA,2310.JPG,empty.png,0,None,None,None,None
trials,207,2,2,2,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,207,2,3,2,4,neutral,extinction,empty.png,1.png,0,None,None,None,space
trials,207,2,4,2,NA,NA,NA,2510.JPG,2520.JPG,0,None,None,None,None
trials,207,2,5,2,4,neutral,extinction,empty.png,3.png,0,None,None,None,None
trials,207,2,6,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,7,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,207,2,8,2,4,neutral,acquisition,7035.JPG,11.png,0,None,None,None,None
trials,207,2,9,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,10,2,NA,NA,NA,27.png,25.png,0,None,None,None,None
trials,207,2,11,2,4,neutral,acquisition,7009.JPG,23.png,0,None,None,None,None
trials,207,2,12,2,4,positive,acquisition,1440.JPG,4.png,0,None,None,None,None
trials,207,2,13,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,14,2,5,neutral,extinction,empty.png,20.png,0,None,None,None,None
trials,207,2,15,2,NA,NA,NA,27.png,25.png,0,None,None,None,None
trials,207,2,16,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,17,2,NA,NA,NA,9561.JPG,7060.JPG,0,None,None,None,None
trials,207,2,18,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,19,2,5,neutral,acquisition,7009.JPG,23.png,0,None,None,None,None
trials,207,2,20,2,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,207,2,21,2,4,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,207,2,22,2,NA,NA,NA,2510.JPG,2520.JPG,0,None,None,None,None
trials,207,2,23,2,4,negative,extinction,empty.png,9.png,0,None,None,None,None
trials,207,2,24,2,5,negative,extinction,empty.png,17.png,0,None,None,None,None
trials,207,2,25,2,NA,NA,NA,empty.png,1945.JPG,0,None,None,None,None
trials,207,2,26,2,NA,NA,NA,2310.JPG,empty.png,0,None,None,None,None
trials,207,2,27,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,28,2,4,negative,acquisition,2900.1.JPG,14.png,0,None,None,None,None
trials,207,2,29,2,4,positive,acquisition,1600.JPG,8.png,0,None,None,None,None
trials,207,2,30,2,4,negative,acquisition,2110.JPG,24.png,0,None,None,None,None
trials,207,2,31,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,32,2,6,negative,extinction,empty.png,17.png,0,None,None,None,None
trials,207,2,33,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,34,2,5,negative,acquisition,2110.JPG,24.png,0,None,None,None,None
trials,207,2,35,2,5,neutral,acquisition,7035.JPG,11.png,0,None,None,None,None
trials,207,2,36,2,4,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,207,2,37,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,38,2,5,negative,acquisition,2900.1.JPG,14.png,0,None,None,None,None
trials,207,2,39,2,NA,NA,NA,empty.png,1230.JPG,0,None,None,None,None
trials,207,2,40,2,5,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,207,2,41,2,NA,NA,NA,1275.JPG,empty.png,0,None,None,None,None
trials,207,2,42,2,5,negative,acquisition,9331.JPG,21.png,0,None,None,None,None
trials,207,2,43,2,5,positive,acquisition,1463.JPG,26.png,0,None,None,None,None
trials,207,2,44,2,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,207,2,45,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,46,2,5,neutral,acquisition,7002.JPG,7.png,0,None,None,None,None
trials,207,2,47,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,207,2,48,2,5,positive,acquisition,1600.JPG,8.png,0,None,None,None,None
trials,207,2,49,2,5,positive,extinction,empty.png,10.png,0,None,None,None,None
trials,207,2,50,2,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,207,2,51,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,207,2,52,2,NA,NA,NA,2.png,6.png,0,None,None,None,None
trials,207,2,53,2,6,neutral,acquisition,7002.JPG,7.png,0,None,None,None,None
trials,207,2,54,2,NA,NA,NA,2304.JPG,8330.JPG,0,None,None,None,None
trials,207,2,55,2,5,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,207,2,56,2,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,207,2,57,2,6,negative,acquisition,9331.JPG,21.png,0,None,None,None,None
trials,207,2,58,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,207,2,59,2,6,positive,extinction,empty.png,10.png,0,None,None,None,None
trials,207,2,60,2,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,207,2,61,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
