phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,234,1,1,2,NA,NA,NA,7060.JPG,2304.JPG,0,None,None,None,None
trials,234,1,2,2,1,positive,extinction,empty.png,24.png,0,None,None,None,None
trials,234,1,3,2,1,positive,acquisition,1604.JPG,12.png,0,None,None,None,None
trials,234,1,4,2,1,neutral,extinction,empty.png,14.png,0,None,None,None,None
trials,234,1,5,2,1,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,234,1,6,2,1,negative,acquisition,2276.JPG,18.png,0,None,None,None,None
trials,234,1,7,2,NA,NA,NA,1275.JPG,1945.JPG,0,None,None,None,None
trials,234,1,8,2,NA,NA,NA,15.png,19.png,0,None,None,None,None
trials,234,1,9,2,NA,NA,NA,22.png,2.png,0,None,None,None,None
trials,234,1,10,2,NA,NA,NA,empty.png,25.png,0,None,None,None,None
trials,234,1,11,2,2,positive,acquisition,1604.JPG,12.png,0,None,None,None,None
trials,234,1,12,2,2,positive,extinction,empty.png,24.png,0,None,None,None,None
trials,234,1,13,2,1,neutral,acquisition,7006.JPG,9.png,0,None,None,None,None
trials,234,1,14,2,NA,NA,NA,22.png,2.png,0,None,None,None,None
trials,234,1,15,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,234,1,16,2,1,neutral,acquisition,7175.JPG,26.png,0,None,None,None,None
trials,234,1,17,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,234,1,18,2,1,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,234,1,19,2,NA,NA,NA,2357.JPG,8500.JPG,0,None,None,None,None
trials,234,1,20,2,NA,NA,NA,25.png,empty.png,0,None,None,None,None
trials,234,1,21,2,1,negative,acquisition,2399.JPG,17.png,0,None,None,None,None
trials,234,1,22,2,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,234,1,23,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,234,1,24,2,1,negative,extinction,empty.png,8.png,0,None,None,None,None
trials,234,1,25,2,NA,NA,NA,25.png,empty.png,0,None,None,None,None
trials,234,1,26,2,1,negative,acquisition,2312.JPG,11.png,0,None,None,None,None
trials,234,1,27,2,NA,NA,NA,1230.JPG,1390.JPG,0,None,None,None,None
trials,234,1,28,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,234,1,29,2,2,neutral,extinction,empty.png,14.png,0,None,None,None,None
trials,234,1,30,2,1,neutral,extinction,empty.png,20.png,0,None,None,None,space
trials,234,1,31,2,NA,NA,NA,empty.png,9561.JPG,0,None,None,None,None
trials,234,1,32,2,1,neutral,acquisition,7025.JPG,1.png,0,None,None,None,None
trials,234,1,33,2,1,positive,acquisition,1600.JPG,10.png,0,None,None,None,None
trials,234,1,34,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,234,1,35,2,2,negative,acquisition,2399.JPG,17.png,0,None,None,None,None
trials,234,1,36,2,2,positive,acquisition,1600.JPG,10.png,0,None,None,None,None
trials,234,1,37,2,NA,NA,NA,15.png,19.png,0,None,None,None,None
trials,234,1,38,2,2,negative,acquisition,2312.JPG,11.png,0,None,None,None,None
trials,234,1,39,2,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,234,1,40,2,2,neutral,acquisition,7006.JPG,9.png,0,None,None,None,None
trials,234,1,41,2,NA,NA,NA,15.png,19.png,0,None,None,None,None
trials,234,1,42,2,1,positive,extinction,empty.png,23.png,0,None,None,None,None
trials,234,1,43,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,234,1,44,2,NA,NA,NA,empty.png,27.png,0,None,None,None,None
trials,234,1,45,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,234,1,46,2,NA,NA,NA,empty.png,2310.JPG,0,None,None,None,None
trials,234,1,47,2,3,neutral,extinction,empty.png,14.png,0,None,None,None,None
trials,234,1,48,2,NA,NA,NA,6.png,13.png,0,None,None,None,None
trials,234,1,49,2,3,neutral,acquisition,7006.JPG,9.png,0,None,None,None,None
trials,234,1,50,2,4,neutral,extinction,empty.png,14.png,1,3,6,0,None
trials,234,1,51,2,2,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,234,1,52,2,3,positive,extinction,empty.png,24.png,0,None,None,None,None
trials,234,1,53,2,2,positive,extinction,empty.png,23.png,0,None,None,None,None
trials,234,1,54,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
