phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,202,10.png,extinction,neutral,8
globalratings,202,18.png,negative,extinction,12
globalratings,202,11.png,negative,extinction,9
globalratings,202,12.png,positive,extinction,15
globalratings,202,5.png,neutral,extinction,13
globalratings,202,23.png,extinction,neutral,13
globalratings,202,4.png,positive,extinction,12
globalratings,202,20.png,positive,extinction,14
globalratings,202,21.png,neutral,extinction,7
globalratings,202,26.png,neutral,extinction,11
globalratings,202,17.png,extinction,negative,8
globalratings,202,7.png,extinction,positive,11
globalratings,202,14.png,extinction,positive,13
globalratings,202,3.png,extinction,positive,13
globalratings,202,9.png,extinction,negative,9
globalratings,202,8.png,negative,extinction,10
globalratings,202,24.png,extinction,neutral,7
globalratings,202,1.png,extinction,negative,16
c2ratings,202,18.png,negative,extinction,11
c2ratings,202,1.png,extinction,negative,16
c2ratings,202,14.png,extinction,positive,14
c2ratings,202,21.png,neutral,extinction,5
c2ratings,202,12.png,positive,extinction,17
c2ratings,202,11.png,negative,extinction,10
c2ratings,202,9.png,extinction,negative,6
c2ratings,202,3.png,extinction,positive,15
c2ratings,202,8.png,negative,extinction,12
c2ratings,202,24.png,extinction,neutral,8
c2ratings,202,26.png,neutral,extinction,11
c2ratings,202,4.png,positive,extinction,9
c2ratings,202,7.png,extinction,positive,11
c2ratings,202,20.png,positive,extinction,11
c2ratings,202,23.png,extinction,neutral,10
c2ratings,202,17.png,extinction,negative,6
c2ratings,202,5.png,neutral,extinction,9
c2ratings,202,10.png,extinction,neutral,8
c1ratings,202,20.png,positive,extinction,12
c1ratings,202,24.png,extinction,neutral,9
c1ratings,202,3.png,extinction,positive,10
c1ratings,202,14.png,extinction,positive,11
c1ratings,202,17.png,extinction,negative,10
c1ratings,202,23.png,extinction,neutral,10
c1ratings,202,18.png,negative,extinction,12
c1ratings,202,11.png,negative,extinction,8
c1ratings,202,21.png,neutral,extinction,5
c1ratings,202,9.png,extinction,negative,11
c1ratings,202,8.png,negative,extinction,10
c1ratings,202,10.png,extinction,neutral,8
c1ratings,202,7.png,extinction,positive,11
c1ratings,202,26.png,neutral,extinction,11
c1ratings,202,12.png,positive,extinction,12
c1ratings,202,1.png,extinction,negative,14
c1ratings,202,5.png,neutral,extinction,10
c1ratings,202,4.png,positive,extinction,9
