phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,170,1,1,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,170,1,2,1,1,negative,acquisition,8.png,2900.1.JPG,0,None,None,None,None
trials,170,1,3,1,NA,NA,NA,8500.JPG,empty.png,0,None,None,None,None
trials,170,1,4,1,1,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,170,1,5,1,NA,NA,NA,2357.JPG,7060.JPG,0,None,None,None,None
trials,170,1,6,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,7,1,NA,NA,NA,1670.JPG,empty.png,0,None,None,None,None
trials,170,1,8,1,NA,NA,NA,2510.JPG,empty.png,0,None,None,None,None
trials,170,1,9,1,1,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,170,1,10,1,2,negative,acquisition,8.png,2900.1.JPG,0,None,None,None,None
trials,170,1,11,1,2,neutral,extinction,1.png,empty.png,0,None,None,None,space
trials,170,1,12,1,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,170,1,13,1,1,negative,acquisition,17.png,2753.JPG,0,None,None,None,None
trials,170,1,14,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,15,1,1,positive,acquisition,26.png,1750.JPG,0,None,None,None,None
trials,170,1,16,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,170,1,17,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,18,1,1,positive,acquisition,14.png,1540.JPG,0,None,None,None,None
trials,170,1,19,1,3,neutral,extinction,1.png,empty.png,0,None,None,None,space
trials,170,1,20,1,1,neutral,acquisition,23.png,7000.JPG,0,None,None,None,None
trials,170,1,21,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,22,1,1,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,170,1,23,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,170,1,24,1,1,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,170,1,25,1,1,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,170,1,26,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,27,1,2,positive,extinction,5.png,empty.png,0,None,None,None,space
trials,170,1,28,1,2,negative,extinction,18.png,empty.png,0,None,None,None,space
trials,170,1,29,1,1,neutral,acquisition,9.png,7035.JPG,0,None,None,None,None
trials,170,1,30,1,2,positive,acquisition,14.png,1540.JPG,0,None,None,None,space
trials,170,1,31,1,1,negative,acquisition,11.png,2750.JPG,0,None,None,None,None
trials,170,1,32,1,NA,NA,NA,6.png,15.png,0,None,None,None,None
trials,170,1,33,1,1,negative,extinction,12.png,empty.png,0,None,None,None,space
trials,170,1,34,1,2,negative,acquisition,11.png,2750.JPG,0,None,None,None,None
trials,170,1,35,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,36,1,4,neutral,extinction,1.png,empty.png,1,0,2,3,None
trials,170,1,37,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,38,1,1,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,170,1,39,1,NA,NA,NA,8500.JPG,empty.png,0,None,None,None,None
trials,170,1,40,1,NA,NA,NA,2520.JPG,1945.JPG,0,None,None,None,None
trials,170,1,41,1,2,negative,acquisition,17.png,2753.JPG,0,None,None,None,None
trials,170,1,42,1,2,neutral,acquisition,23.png,7000.JPG,0,None,None,None,None
trials,170,1,43,1,NA,NA,NA,1230.JPG,8330.JPG,0,None,None,None,None
trials,170,1,44,1,1,positive,extinction,20.png,empty.png,0,None,None,None,None
trials,170,1,45,1,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,170,1,46,1,3,negative,acquisition,8.png,2900.1.JPG,0,None,None,None,None
trials,170,1,47,1,2,positive,extinction,20.png,empty.png,0,None,None,None,None
trials,170,1,48,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,170,1,49,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,50,1,NA,NA,NA,2304.JPG,1390.JPG,0,None,None,None,None
trials,170,1,51,1,2,positive,acquisition,26.png,1750.JPG,0,None,None,None,None
trials,170,1,52,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,53,1,4,negative,acquisition,8.png,2900.1.JPG,1,6,4,4,None
trials,170,1,54,1,NA,NA,NA,6.png,15.png,0,None,None,None,None
trials,170,1,55,1,2,neutral,acquisition,9.png,7035.JPG,0,None,None,None,None
trials,170,1,56,1,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,170,1,57,1,2,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,170,1,58,1,1,positive,acquisition,3.png,1590.JPG,0,None,None,None,None
trials,170,1,59,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,60,1,3,neutral,acquisition,9.png,7035.JPG,0,None,None,None,None
trials,170,1,61,1,2,positive,acquisition,3.png,1590.JPG,0,None,None,None,None
trials,170,1,62,1,3,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,170,1,63,1,1,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,170,1,64,1,NA,NA,NA,1275.JPG,9561.JPG,0,None,None,None,None
trials,170,1,65,1,NA,NA,NA,2520.JPG,1945.JPG,0,None,None,None,None
trials,170,1,66,1,3,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,170,1,67,1,3,negative,acquisition,11.png,2750.JPG,0,None,None,None,None
trials,170,1,68,1,NA,NA,NA,2310.JPG,empty.png,0,None,None,None,None
trials,170,1,69,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,170,1,70,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,170,1,71,1,NA,NA,NA,19.png,16.png,0,None,None,None,None
trials,170,1,72,1,NA,NA,NA,2304.JPG,1390.JPG,0,None,None,None,None
trials,170,1,73,1,3,positive,acquisition,3.png,1590.JPG,0,None,None,None,None
trials,170,1,74,1,NA,NA,NA,27.png,empty.png,0,None,None,None,None
trials,170,1,75,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,76,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,170,1,77,1,2,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,170,1,78,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,79,1,NA,NA,NA,6.png,15.png,0,None,None,None,None
trials,170,1,80,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,81,1,NA,NA,NA,1230.JPG,8330.JPG,0,None,None,None,None
trials,170,1,82,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,83,1,3,neutral,acquisition,23.png,7000.JPG,0,None,None,None,None
trials,170,1,84,1,1,neutral,acquisition,10.png,7175.JPG,0,None,None,None,None
trials,170,1,85,1,NA,NA,NA,empty.png,2510.JPG,0,None,None,None,None
trials,170,1,86,1,2,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,170,1,87,1,3,positive,acquisition,26.png,1750.JPG,0,None,None,None,None
trials,170,1,88,1,4,positive,extinction,5.png,empty.png,1,1,1,7,None
trials,170,1,89,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,90,1,4,neutral,acquisition,23.png,7000.JPG,1,0,1,10,None
trials,170,1,91,1,2,neutral,acquisition,10.png,7175.JPG,0,None,None,None,None
trials,170,1,92,1,NA,NA,NA,empty.png,2310.JPG,0,None,None,None,None
trials,170,1,93,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,94,1,3,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,170,1,95,1,NA,NA,NA,19.png,16.png,0,None,None,None,None
trials,170,1,96,1,2,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,170,1,97,1,NA,NA,NA,1275.JPG,9561.JPG,0,None,None,None,None
trials,170,1,98,1,3,neutral,acquisition,10.png,7175.JPG,0,None,None,None,None
trials,170,1,99,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,100,1,3,positive,acquisition,14.png,1540.JPG,0,None,None,None,None
trials,170,1,101,1,3,positive,extinction,20.png,empty.png,0,None,None,None,None
trials,170,1,102,1,3,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,170,1,103,1,NA,NA,NA,19.png,16.png,0,None,None,None,None
trials,170,1,104,1,4,negative,extinction,18.png,empty.png,1,0,0,2,None
trials,170,1,105,1,3,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,170,1,106,1,3,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,170,1,107,1,2,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,170,1,108,1,3,negative,acquisition,17.png,2753.JPG,0,None,None,None,None
trials,170,1,109,1,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,170,1,110,1,NA,NA,NA,2357.JPG,7060.JPG,0,None,None,None,None
trials,170,1,111,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,1,112,1,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,170,1,113,1,4,positive,acquisition,3.png,1590.JPG,1,1,10,0,None
trials,170,1,114,1,3,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,170,2,1,1,4,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,170,2,2,1,4,positive,acquisition,26.png,1750.JPG,0,None,None,None,None
trials,170,2,3,1,NA,NA,NA,1230.JPG,8330.JPG,0,None,None,None,None
trials,170,2,4,1,4,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,170,2,5,1,NA,NA,NA,empty.png,2310.JPG,0,None,None,None,None
trials,170,2,6,1,5,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,170,2,7,1,NA,NA,NA,2520.JPG,1945.JPG,0,None,None,None,None
trials,170,2,8,1,4,negative,acquisition,17.png,2753.JPG,0,None,None,None,None
trials,170,2,9,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,10,1,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,170,2,11,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,12,1,NA,NA,NA,6.png,15.png,0,None,None,None,None
trials,170,2,13,1,5,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,170,2,14,1,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,170,2,15,1,4,positive,acquisition,14.png,1540.JPG,0,None,None,None,None
trials,170,2,16,1,5,negative,acquisition,17.png,2753.JPG,0,None,None,None,space
trials,170,2,17,1,4,positive,extinction,20.png,empty.png,0,None,None,None,None
trials,170,2,18,1,NA,NA,NA,1275.JPG,9561.JPG,0,None,None,None,None
trials,170,2,19,1,5,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,170,2,20,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,21,1,NA,NA,NA,empty.png,2510.JPG,0,None,None,None,None
trials,170,2,22,1,NA,NA,NA,empty.png,27.png,0,None,None,None,space
trials,170,2,23,1,6,negative,acquisition,17.png,2753.JPG,0,None,None,None,None
trials,170,2,24,1,5,neutral,acquisition,23.png,7000.JPG,0,None,None,None,None
trials,170,2,25,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,26,1,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,170,2,27,1,6,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,170,2,28,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,29,1,NA,NA,NA,empty.png,2310.JPG,0,None,None,None,None
trials,170,2,30,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,170,2,31,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,32,1,5,positive,acquisition,26.png,1750.JPG,0,None,None,None,None
trials,170,2,33,1,5,positive,acquisition,3.png,1590.JPG,0,None,None,None,None
trials,170,2,34,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,35,1,4,neutral,acquisition,9.png,7035.JPG,0,None,None,None,None
trials,170,2,36,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,37,1,6,positive,acquisition,26.png,1750.JPG,0,None,None,None,None
trials,170,2,38,1,6,neutral,acquisition,23.png,7000.JPG,0,None,None,None,None
trials,170,2,39,1,6,positive,acquisition,3.png,1590.JPG,0,None,None,None,None
trials,170,2,40,1,5,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,170,2,41,1,4,neutral,acquisition,10.png,7175.JPG,0,None,None,None,None
trials,170,2,42,1,4,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,170,2,43,1,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,170,2,44,1,NA,NA,NA,1230.JPG,8330.JPG,0,None,None,None,None
trials,170,2,45,1,4,negative,acquisition,11.png,2750.JPG,0,None,None,None,None
trials,170,2,46,1,NA,NA,NA,8500.JPG,empty.png,0,None,None,None,None
trials,170,2,47,1,5,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,170,2,48,1,5,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,170,2,49,1,NA,NA,NA,empty.png,27.png,0,None,None,None,space
trials,170,2,50,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,51,1,NA,NA,NA,2520.JPG,1945.JPG,0,None,None,None,None
trials,170,2,52,1,6,neutral,extinction,4.png,empty.png,0,None,None,None,None
trials,170,2,53,1,NA,NA,NA,empty.png,27.png,0,None,None,None,space
trials,170,2,54,1,5,neutral,acquisition,10.png,7175.JPG,0,None,None,None,None
trials,170,2,55,1,NA,NA,NA,19.png,16.png,0,None,None,None,None
trials,170,2,56,1,6,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,170,2,57,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,58,1,4,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,170,2,59,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,60,1,5,positive,extinction,20.png,empty.png,0,None,None,None,None
trials,170,2,61,1,5,negative,acquisition,8.png,2900.1.JPG,0,None,None,None,None
trials,170,2,62,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,63,1,NA,NA,NA,6.png,15.png,0,None,None,None,None
trials,170,2,64,1,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,170,2,65,1,7,neutral,extinction,21.png,empty.png,1,0,0,1,None
trials,170,2,66,1,NA,NA,NA,19.png,16.png,0,None,None,None,None
trials,170,2,67,1,4,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,170,2,68,1,6,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,170,2,69,1,6,negative,acquisition,8.png,2900.1.JPG,0,None,None,None,None
trials,170,2,70,1,NA,NA,NA,2304.JPG,1390.JPG,0,None,None,None,None
trials,170,2,71,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,72,1,6,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,170,2,73,1,5,neutral,acquisition,9.png,7035.JPG,0,None,None,None,None
trials,170,2,74,1,NA,NA,NA,25.png,22.png,0,None,None,None,None
trials,170,2,75,1,NA,NA,NA,6.png,15.png,0,None,None,None,None
trials,170,2,76,1,5,negative,acquisition,11.png,2750.JPG,0,None,None,None,None
trials,170,2,77,1,6,positive,extinction,5.png,empty.png,0,None,None,None,None
trials,170,2,78,1,5,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,170,2,79,1,7,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,170,2,80,1,5,positive,acquisition,14.png,1540.JPG,0,None,None,None,None
trials,170,2,81,1,7,neutral,acquisition,23.png,7000.JPG,0,None,None,None,None
trials,170,2,82,1,6,positive,acquisition,14.png,1540.JPG,0,None,None,None,None
trials,170,2,83,1,NA,NA,NA,2357.JPG,7060.JPG,0,None,None,None,None
trials,170,2,84,1,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,170,2,85,1,7,neutral,extinction,1.png,empty.png,0,None,None,None,None
trials,170,2,86,1,7,positive,acquisition,26.png,1750.JPG,1,0,10,0,None
trials,170,2,87,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,170,2,88,1,7,negative,acquisition,8.png,2900.1.JPG,0,None,None,None,None
trials,170,2,89,1,7,positive,extinction,5.png,empty.png,0,None,None,None,None
