phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,174,1,1,1,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,174,1,2,1,1,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,174,1,3,1,1,negative,extinction,4.png,empty.png,0,None,None,None,None
trials,174,1,4,1,1,positive,extinction,20.png,empty.png,0,None,None,None,None
trials,174,1,5,1,1,negative,acquisition,10.png,2399.JPG,0,None,None,None,None
trials,174,1,6,1,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,174,1,7,1,1,neutral,acquisition,12.png,7705.JPG,0,None,None,None,None
trials,174,1,8,1,1,positive,acquisition,3.png,1750.JPG,0,None,None,None,None
trials,174,1,9,1,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,174,1,10,1,NA,NA,NA,empty.png,16.png,0,None,None,None,space
trials,174,1,11,1,1,neutral,acquisition,26.png,7009.JPG,0,None,None,None,None
trials,174,1,12,1,1,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,174,1,13,1,NA,NA,NA,2304.JPG,1945.JPG,0,None,None,None,None
trials,174,1,14,1,NA,NA,NA,1390.JPG,empty.png,0,None,None,None,None
trials,174,1,15,1,2,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,174,1,16,1,1,neutral,extinction,5.png,empty.png,0,None,None,None,None
trials,174,1,17,1,1,positive,acquisition,9.png,1540.JPG,0,None,None,None,None
trials,174,1,18,1,2,positive,extinction,14.png,empty.png,0,None,None,None,None
trials,174,1,19,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,174,1,20,1,2,positive,acquisition,3.png,1750.JPG,0,None,None,None,None
trials,174,1,21,1,2,negative,acquisition,10.png,2399.JPG,0,None,None,None,None
trials,174,1,22,1,1,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,174,1,23,1,NA,NA,NA,2304.JPG,1945.JPG,0,None,None,None,None
trials,174,1,24,1,1,neutral,acquisition,17.png,7025.JPG,0,None,None,None,None
trials,174,1,25,1,2,neutral,extinction,5.png,empty.png,0,None,None,None,None
trials,174,1,26,1,3,neutral,extinction,11.png,empty.png,0,None,None,None,None
trials,174,1,27,1,NA,NA,NA,8330.JPG,7060.JPG,0,None,None,None,None
trials,174,1,28,1,2,neutral,acquisition,17.png,7025.JPG,0,None,None,None,None
trials,174,1,29,1,NA,NA,NA,empty.png,1230.JPG,0,None,None,None,None
trials,174,1,30,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,174,1,31,1,1,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,174,1,32,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,174,1,33,1,2,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,174,1,34,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,174,1,35,1,NA,NA,NA,1390.JPG,empty.png,0,None,None,None,None
trials,174,1,36,1,2,positive,acquisition,9.png,1540.JPG,0,None,None,None,None
trials,174,1,37,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,174,1,38,1,NA,NA,NA,15.png,2.png,0,None,None,None,None
trials,174,1,39,1,NA,NA,NA,1670.JPG,empty.png,0,None,None,None,None
trials,174,1,40,1,3,neutral,acquisition,17.png,7025.JPG,0,None,None,None,None
trials,174,1,41,1,1,positive,acquisition,21.png,1440.JPG,0,None,None,None,None
trials,174,1,42,1,3,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,174,1,43,1,1,negative,acquisition,1.png,2110.JPG,0,None,None,None,None
trials,174,1,44,1,2,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,174,1,45,1,1,negative,extinction,18.png,empty.png,0,None,None,None,None
trials,174,1,46,1,NA,NA,NA,9561.JPG,2520.JPG,0,None,None,None,None
trials,174,1,47,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,174,1,48,1,NA,NA,NA,6.png,25.png,0,None,None,None,None
trials,174,1,49,1,NA,NA,NA,15.png,2.png,0,None,None,None,None
trials,174,1,50,1,3,negative,acquisition,10.png,2399.JPG,0,None,None,None,None
trials,174,1,51,1,4,neutral,acquisition,17.png,7025.JPG,1,0,10,0,None
trials,174,1,52,1,2,positive,extinction,20.png,empty.png,0,None,None,None,None
trials,174,1,53,1,2,negative,extinction,4.png,empty.png,0,None,None,None,None
trials,174,1,54,1,NA,NA,NA,6.png,25.png,0,None,None,None,None
trials,174,1,55,1,NA,NA,NA,empty.png,16.png,0,None,None,None,space
trials,174,1,56,1,3,positive,acquisition,9.png,1540.JPG,0,None,None,None,None
trials,174,1,57,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,174,1,58,1,3,negative,extinction,8.png,empty.png,0,None,None,None,None
trials,174,1,59,1,NA,NA,NA,6.png,25.png,0,None,None,None,None
trials,174,1,60,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
