phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,171,18.png,neutral,extinction,9
globalratings,171,3.png,negative,extinction,11
globalratings,171,7.png,negative,extinction,16
globalratings,171,23.png,extinction,negative,16
globalratings,171,9.png,extinction,neutral,9
globalratings,171,5.png,extinction,positive,16
globalratings,171,17.png,negative,extinction,11
globalratings,171,26.png,positive,extinction,15
globalratings,171,14.png,extinction,positive,13
globalratings,171,4.png,positive,extinction,12
globalratings,171,8.png,neutral,extinction,13
globalratings,171,1.png,positive,extinction,15
globalratings,171,24.png,extinction,positive,13
globalratings,171,11.png,neutral,extinction,15
globalratings,171,21.png,extinction,negative,14
globalratings,171,20.png,extinction,neutral,12
globalratings,171,12.png,extinction,negative,15
globalratings,171,10.png,extinction,neutral,15
c2ratings,171,11.png,neutral,extinction,13
c2ratings,171,8.png,neutral,extinction,13
c2ratings,171,3.png,negative,extinction,13
c2ratings,171,14.png,extinction,positive,13
c2ratings,171,26.png,positive,extinction,14
c2ratings,171,12.png,extinction,negative,14
c2ratings,171,9.png,extinction,neutral,14
c2ratings,171,20.png,extinction,neutral,14
c2ratings,171,10.png,extinction,neutral,15
c2ratings,171,18.png,neutral,extinction,13
c2ratings,171,21.png,extinction,negative,13
c2ratings,171,24.png,extinction,positive,13
c2ratings,171,17.png,negative,extinction,14
c2ratings,171,5.png,extinction,positive,15
c2ratings,171,1.png,positive,extinction,14
c2ratings,171,23.png,extinction,negative,14
c2ratings,171,7.png,negative,extinction,15
c2ratings,171,4.png,positive,extinction,12
c1ratings,171,5.png,extinction,positive,15
c1ratings,171,12.png,extinction,negative,15
c1ratings,171,17.png,negative,extinction,13
c1ratings,171,4.png,positive,extinction,12
c1ratings,171,7.png,negative,extinction,15
c1ratings,171,8.png,neutral,extinction,14
c1ratings,171,26.png,positive,extinction,14
c1ratings,171,24.png,extinction,positive,14
c1ratings,171,9.png,extinction,neutral,13
c1ratings,171,18.png,neutral,extinction,10
c1ratings,171,10.png,extinction,neutral,15
c1ratings,171,21.png,extinction,negative,13
c1ratings,171,20.png,extinction,neutral,13
c1ratings,171,1.png,positive,extinction,15
c1ratings,171,11.png,neutral,extinction,14
c1ratings,171,3.png,negative,extinction,13
c1ratings,171,14.png,extinction,positive,13
c1ratings,171,23.png,extinction,negative,13
