phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,231,1,1,2,1,negative,acquisition,2750.JPG,4.png,0,None,None,None,None
trials,231,1,2,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,231,1,3,2,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,231,1,4,2,NA,NA,NA,empty.png,9561.JPG,0,None,None,None,None
trials,231,1,5,2,1,neutral,extinction,empty.png,20.png,0,None,None,None,None
trials,231,1,6,2,NA,NA,NA,1390.JPG,2357.JPG,0,None,None,None,None
trials,231,1,7,2,NA,NA,NA,2520.JPG,2510.JPG,0,None,None,None,None
trials,231,1,8,2,1,positive,extinction,empty.png,11.png,0,None,None,None,None
trials,231,1,9,2,1,neutral,acquisition,7035.JPG,7.png,0,None,None,None,None
trials,231,1,10,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,231,1,11,2,1,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,231,1,12,2,1,negative,acquisition,2455.JPG,8.png,0,None,None,None,None
trials,231,1,13,2,1,neutral,extinction,empty.png,26.png,0,None,None,None,None
trials,231,1,14,2,NA,NA,NA,16.png,15.png,0,None,None,None,None
trials,231,1,15,2,1,neutral,acquisition,7705.JPG,23.png,0,None,None,None,None
trials,231,1,16,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,231,1,17,2,2,positive,extinction,empty.png,11.png,0,None,None,None,None
trials,231,1,18,2,1,positive,acquisition,1610.JPG,17.png,0,None,None,None,None
trials,231,1,19,2,NA,NA,NA,2520.JPG,2510.JPG,0,None,None,None,None
trials,231,1,20,2,2,neutral,acquisition,7035.JPG,7.png,0,None,None,None,None
trials,231,1,21,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,231,1,22,2,NA,NA,NA,16.png,15.png,0,None,None,None,None
trials,231,1,23,2,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,231,1,24,2,NA,NA,NA,empty.png,8500.JPG,0,None,None,None,None
trials,231,1,25,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,231,1,26,2,NA,NA,NA,empty.png,8330.JPG,0,None,None,None,None
trials,231,1,27,2,2,negative,acquisition,2455.JPG,8.png,0,None,None,None,None
trials,231,1,28,2,1,positive,acquisition,1604.JPG,14.png,0,None,None,None,None
trials,231,1,29,2,NA,NA,NA,25.png,empty.png,0,None,None,None,space
trials,231,1,30,2,1,neutral,extinction,empty.png,21.png,0,None,None,None,None
trials,231,1,31,2,3,neutral,acquisition,7035.JPG,7.png,0,None,None,None,None
trials,231,1,32,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,231,1,33,2,1,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,231,1,34,2,2,positive,acquisition,1604.JPG,14.png,0,None,None,None,None
trials,231,1,35,2,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,231,1,36,2,2,positive,acquisition,1610.JPG,17.png,0,None,None,None,None
trials,231,1,37,2,2,negative,acquisition,2750.JPG,4.png,0,None,None,None,None
trials,231,1,38,2,NA,NA,NA,2.png,13.png,0,None,None,None,None
trials,231,1,39,2,NA,NA,NA,25.png,empty.png,0,None,None,None,space
trials,231,1,40,2,1,neutral,acquisition,7009.JPG,10.png,0,None,None,None,None
trials,231,1,41,2,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,231,1,42,2,1,positive,acquisition,1440.JPG,1.png,0,None,None,None,None
trials,231,1,43,2,NA,NA,NA,8330.JPG,empty.png,0,None,None,None,None
trials,231,1,44,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,231,1,45,2,2,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,231,1,46,2,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,231,1,47,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,231,1,48,2,1,negative,extinction,empty.png,9.png,0,None,None,None,None
trials,231,1,49,2,1,negative,acquisition,2312.JPG,5.png,0,None,None,None,None
trials,231,1,50,2,NA,NA,NA,empty.png,9561.JPG,0,None,None,None,None
trials,231,1,51,2,2,negative,acquisition,2312.JPG,5.png,0,None,None,None,None
trials,231,1,52,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,231,1,53,2,3,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,231,1,54,2,1,negative,extinction,empty.png,24.png,0,None,None,None,None
trials,231,1,55,2,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,231,1,56,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,231,1,57,2,3,negative,acquisition,2455.JPG,8.png,0,None,None,None,None
trials,231,1,58,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
