phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,227,1,1,2,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,227,1,2,2,1,positive,extinction,empty.png,11.png,0,None,None,None,None
trials,227,1,3,2,NA,NA,NA,16.png,2.png,0,None,None,None,None
trials,227,1,4,2,1,neutral,extinction,empty.png,21.png,0,None,None,None,None
trials,227,1,5,2,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,227,1,6,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,7,2,2,neutral,extinction,empty.png,21.png,0,None,None,None,None
trials,227,1,8,2,1,negative,acquisition,2312.JPG,24.png,0,None,None,None,None
trials,227,1,9,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,227,1,10,2,NA,NA,NA,1390.JPG,8330.JPG,0,None,None,None,None
trials,227,1,11,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,12,2,NA,NA,NA,15.png,empty.png,0,None,None,None,space
trials,227,1,13,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,14,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,227,1,15,2,1,neutral,acquisition,7090.JPG,8.png,0,None,None,None,None
trials,227,1,16,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,17,2,NA,NA,NA,16.png,2.png,0,None,None,None,None
trials,227,1,18,2,1,negative,extinction,empty.png,1.png,0,None,None,None,None
trials,227,1,19,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,20,2,NA,NA,NA,empty.png,1945.JPG,0,None,None,None,None
trials,227,1,21,2,1,positive,acquisition,1440.JPG,17.png,0,None,None,None,None
trials,227,1,22,2,NA,NA,NA,16.png,2.png,0,None,None,None,None
trials,227,1,23,2,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,227,1,24,2,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,227,1,25,2,1,positive,acquisition,1604.JPG,20.png,0,None,None,None,None
trials,227,1,26,2,1,negative,acquisition,2753.JPG,10.png,0,None,None,None,None
trials,227,1,27,2,2,positive,acquisition,1440.JPG,17.png,0,None,None,None,None
trials,227,1,28,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,29,2,1,negative,acquisition,2100.JPG,4.png,0,None,None,None,None
trials,227,1,30,2,2,neutral,acquisition,7090.JPG,8.png,0,None,None,None,None
trials,227,1,31,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,32,2,1,negative,extinction,empty.png,23.png,0,None,None,None,None
trials,227,1,33,2,1,positive,acquisition,1620.JPG,5.png,0,None,None,None,None
trials,227,1,34,2,1,negative,extinction,empty.png,26.png,0,None,None,None,None
trials,227,1,35,2,2,negative,acquisition,2100.JPG,4.png,0,None,None,None,None
trials,227,1,36,2,2,negative,extinction,empty.png,26.png,0,None,None,None,None
trials,227,1,37,2,2,negative,extinction,empty.png,1.png,0,None,None,None,None
trials,227,1,38,2,NA,NA,NA,8500.JPG,2510.JPG,0,None,None,None,None
trials,227,1,39,2,1,positive,extinction,empty.png,18.png,0,None,None,None,None
trials,227,1,40,2,NA,NA,NA,15.png,empty.png,0,None,None,None,space
trials,227,1,41,2,1,neutral,extinction,empty.png,14.png,0,None,None,None,None
trials,227,1,42,2,NA,NA,NA,empty.png,2304.JPG,0,None,None,None,None
trials,227,1,43,2,3,negative,extinction,empty.png,1.png,0,None,None,None,None
trials,227,1,44,2,NA,NA,NA,2357.JPG,2310.JPG,0,None,None,None,None
trials,227,1,45,2,NA,NA,NA,7060.JPG,1275.JPG,0,None,None,None,None
trials,227,1,46,2,2,positive,extinction,empty.png,18.png,0,None,None,None,None
trials,227,1,47,2,2,negative,acquisition,2312.JPG,24.png,0,None,None,None,None
trials,227,1,48,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,49,2,1,positive,extinction,empty.png,7.png,0,None,None,None,None
trials,227,1,50,2,2,positive,acquisition,1604.JPG,20.png,0,None,None,None,None
trials,227,1,51,2,NA,NA,NA,15.png,empty.png,0,None,None,None,space
trials,227,1,52,2,2,positive,extinction,empty.png,7.png,0,None,None,None,None
trials,227,1,53,2,1,neutral,acquisition,7175.JPG,12.png,0,None,None,None,None
trials,227,1,54,2,4,negative,extinction,empty.png,1.png,1,5,5,5,None
trials,227,1,55,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,227,1,56,2,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,227,1,57,2,NA,NA,NA,1390.JPG,8330.JPG,0,None,None,None,None
