phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,177,1,1,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,2,2,1,positive,acquisition,1440.JPG,14.png,0,None,None,None,None
trials,177,1,3,2,1,negative,acquisition,2100.JPG,9.png,0,None,None,None,None
trials,177,1,4,2,1,neutral,acquisition,7090.JPG,10.png,0,None,None,None,None
trials,177,1,5,2,1,negative,extinction,empty.png,21.png,0,None,None,None,None
trials,177,1,6,2,1,neutral,extinction,empty.png,26.png,0,None,None,None,None
trials,177,1,7,2,1,neutral,extinction,empty.png,20.png,0,None,None,None,space
trials,177,1,8,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,9,2,1,negative,extinction,empty.png,4.png,0,None,None,None,None
trials,177,1,10,2,NA,NA,NA,empty.png,8330.JPG,0,None,None,None,None
trials,177,1,11,2,2,positive,acquisition,1440.JPG,14.png,0,None,None,None,None
trials,177,1,12,2,1,positive,extinction,empty.png,8.png,0,None,None,None,None
trials,177,1,13,2,1,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,177,1,14,2,NA,NA,NA,1945.JPG,8500.JPG,0,None,None,None,None
trials,177,1,15,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,16,2,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,177,1,17,2,1,negative,acquisition,2455.JPG,11.png,0,None,None,None,None
trials,177,1,18,2,1,negative,acquisition,2750.JPG,18.png,0,None,None,None,None
trials,177,1,19,2,NA,NA,NA,7060.JPG,2520.JPG,0,None,None,None,None
trials,177,1,20,2,2,negative,extinction,empty.png,21.png,0,None,None,None,None
trials,177,1,21,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,177,1,22,2,NA,NA,NA,9561.JPG,empty.png,0,None,None,None,None
trials,177,1,23,2,1,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,177,1,24,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,25,2,NA,NA,NA,2510.JPG,2304.JPG,0,None,None,None,None
trials,177,1,26,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,27,2,NA,NA,NA,8330.JPG,empty.png,0,None,None,None,None
trials,177,1,28,2,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,177,1,29,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,30,2,1,neutral,extinction,empty.png,23.png,0,None,None,None,None
trials,177,1,31,2,NA,NA,NA,2357.JPG,empty.png,0,None,None,None,None
trials,177,1,32,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,33,2,1,neutral,acquisition,7035.JPG,17.png,0,None,None,None,None
trials,177,1,34,2,1,neutral,acquisition,7004.JPG,1.png,0,None,None,None,None
trials,177,1,35,2,2,positive,extinction,empty.png,8.png,0,None,None,None,None
trials,177,1,36,2,1,positive,extinction,empty.png,24.png,0,None,None,None,None
trials,177,1,37,2,NA,NA,NA,1670.JPG,1230.JPG,0,None,None,None,None
trials,177,1,38,2,3,negative,extinction,empty.png,21.png,0,None,None,None,None
trials,177,1,39,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,40,2,2,positive,extinction,empty.png,24.png,0,None,None,None,None
trials,177,1,41,2,NA,NA,NA,1670.JPG,1230.JPG,0,None,None,None,None
trials,177,1,42,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,43,2,1,positive,acquisition,1600.JPG,12.png,0,None,None,None,None
trials,177,1,44,2,2,neutral,acquisition,7035.JPG,17.png,0,None,None,None,None
trials,177,1,45,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,177,1,46,2,2,negative,extinction,empty.png,4.png,0,None,None,None,None
trials,177,1,47,2,2,negative,acquisition,2455.JPG,11.png,0,None,None,None,None
trials,177,1,48,2,2,positive,acquisition,1600.JPG,12.png,0,None,None,None,None
trials,177,1,49,2,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,177,1,50,2,3,positive,extinction,empty.png,8.png,0,None,None,None,None
trials,177,1,51,2,NA,NA,NA,19.png,15.png,0,None,None,None,None
trials,177,1,52,2,2,negative,acquisition,2750.JPG,18.png,0,None,None,None,None
trials,177,1,53,2,2,neutral,extinction,empty.png,23.png,0,None,None,None,None
trials,177,1,54,2,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,177,1,55,2,NA,NA,NA,empty.png,6.png,0,None,None,None,None
trials,177,1,56,2,4,negative,extinction,empty.png,21.png,1,0,0,5,None
trials,177,1,57,2,2,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,177,1,58,2,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,177,1,59,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,60,2,2,negative,acquisition,2100.JPG,9.png,0,None,None,None,None
trials,177,1,61,2,3,positive,acquisition,1600.JPG,12.png,0,None,None,None,None
trials,177,1,62,2,3,neutral,extinction,empty.png,23.png,0,None,None,None,None
trials,177,1,63,2,NA,NA,NA,1390.JPG,2310.JPG,0,None,None,None,None
trials,177,1,64,2,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,177,1,65,2,3,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,177,1,66,2,2,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,177,1,67,2,4,positive,extinction,empty.png,5.png,1,3,3,3,None
trials,177,1,68,2,NA,NA,NA,1390.JPG,2310.JPG,0,None,None,None,None
trials,177,1,69,2,2,neutral,extinction,empty.png,20.png,0,None,None,None,space
trials,177,1,70,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,177,1,71,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,72,2,3,negative,acquisition,2455.JPG,11.png,0,None,None,None,None
trials,177,1,73,2,2,neutral,acquisition,7090.JPG,10.png,0,None,None,None,None
trials,177,1,74,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,75,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,177,1,76,2,3,neutral,acquisition,7090.JPG,10.png,0,None,None,None,None
trials,177,1,77,2,NA,NA,NA,empty.png,9561.JPG,0,None,None,None,None
trials,177,1,78,2,2,neutral,acquisition,7004.JPG,1.png,0,None,None,None,None
trials,177,1,79,2,1,positive,acquisition,1540.JPG,7.png,0,None,None,None,None
trials,177,1,80,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,81,2,2,positive,acquisition,1540.JPG,7.png,0,None,None,None,None
trials,177,1,82,2,3,negative,extinction,empty.png,4.png,0,None,None,None,None
trials,177,1,83,2,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,177,1,84,2,3,positive,acquisition,1440.JPG,14.png,0,None,None,None,None
trials,177,1,85,2,4,neutral,acquisition,7090.JPG,10.png,1,0,10,0,None
trials,177,1,86,2,3,neutral,extinction,empty.png,20.png,0,None,None,None,space
trials,177,1,87,2,3,positive,extinction,empty.png,24.png,0,None,None,None,None
trials,177,1,88,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,177,1,89,2,NA,NA,NA,empty.png,2357.JPG,0,None,None,None,None
trials,177,1,90,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,91,2,3,negative,acquisition,2100.JPG,9.png,0,None,None,None,None
trials,177,1,92,2,NA,NA,NA,13.png,empty.png,0,None,None,None,None
trials,177,1,93,2,2,neutral,extinction,empty.png,26.png,0,None,None,None,None
trials,177,1,94,2,3,negative,acquisition,2750.JPG,18.png,0,None,None,None,None
trials,177,1,95,2,NA,NA,NA,1945.JPG,8500.JPG,0,None,None,None,None
trials,177,1,96,2,NA,NA,NA,19.png,15.png,0,None,None,None,None
trials,177,1,97,2,NA,NA,NA,7060.JPG,2520.JPG,0,None,None,None,None
trials,177,1,98,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,99,2,3,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,177,1,100,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,101,2,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,177,1,102,2,3,neutral,acquisition,7004.JPG,1.png,0,None,None,None,None
trials,177,1,103,2,3,positive,acquisition,1540.JPG,7.png,0,None,None,None,None
trials,177,1,104,2,3,neutral,extinction,empty.png,26.png,0,None,None,None,None
trials,177,1,105,2,4,negative,acquisition,2100.JPG,9.png,1,0,5,0,None
trials,177,1,106,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,1,107,2,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,177,1,108,2,4,positive,acquisition,1440.JPG,14.png,1,0,10,0,None
trials,177,1,109,2,NA,NA,NA,2510.JPG,2304.JPG,0,None,None,None,None
trials,177,1,110,2,NA,NA,NA,19.png,15.png,0,None,None,None,None
trials,177,1,111,2,3,neutral,acquisition,7035.JPG,17.png,0,None,None,None,None
trials,177,1,112,2,4,neutral,extinction,empty.png,23.png,1,3,3,3,None
trials,177,1,113,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,177,1,114,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,1,2,4,positive,extinction,empty.png,24.png,0,None,None,None,None
trials,177,2,2,2,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,177,2,3,2,5,negative,acquisition,2100.JPG,9.png,0,None,None,None,None
trials,177,2,4,2,5,neutral,extinction,empty.png,23.png,0,None,None,None,None
trials,177,2,5,2,4,positive,acquisition,1540.JPG,7.png,0,None,None,None,None
trials,177,2,6,2,NA,NA,NA,1390.JPG,2310.JPG,0,None,None,None,None
trials,177,2,7,2,NA,NA,NA,2.png,empty.png,0,None,None,None,None
trials,177,2,8,2,4,neutral,acquisition,7004.JPG,1.png,0,None,None,None,None
trials,177,2,9,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,177,2,10,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,11,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,177,2,12,2,6,negative,acquisition,2100.JPG,9.png,0,None,None,None,None
trials,177,2,13,2,NA,NA,NA,25.png,27.png,0,None,None,None,None
trials,177,2,14,2,4,negative,acquisition,2750.JPG,18.png,0,None,None,None,None
trials,177,2,15,2,4,neutral,extinction,empty.png,20.png,0,None,None,None,None
trials,177,2,16,2,NA,NA,NA,empty.png,13.png,0,None,None,None,None
trials,177,2,17,2,5,negative,acquisition,2750.JPG,18.png,0,None,None,None,None
trials,177,2,18,2,4,neutral,extinction,empty.png,26.png,0,None,None,None,space
trials,177,2,19,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,20,2,NA,NA,NA,1390.JPG,2310.JPG,0,None,None,None,None
trials,177,2,21,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,22,2,4,negative,extinction,empty.png,3.png,0,None,None,None,None
trials,177,2,23,2,NA,NA,NA,empty.png,8330.JPG,0,None,None,None,None
trials,177,2,24,2,6,neutral,extinction,empty.png,23.png,0,None,None,None,None
trials,177,2,25,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,26,2,5,positive,acquisition,1440.JPG,14.png,0,None,None,None,None
trials,177,2,27,2,5,neutral,acquisition,7090.JPG,10.png,0,None,None,None,None
trials,177,2,28,2,4,negative,acquisition,2455.JPG,11.png,0,None,None,None,None
trials,177,2,29,2,NA,NA,NA,2510.JPG,2304.JPG,0,None,None,None,None
trials,177,2,30,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,177,2,31,2,NA,NA,NA,2357.JPG,empty.png,0,None,None,None,None
trials,177,2,32,2,5,positive,extinction,empty.png,5.png,0,None,None,None,None
trials,177,2,33,2,4,positive,extinction,empty.png,8.png,0,None,None,None,None
trials,177,2,34,2,4,neutral,acquisition,7035.JPG,17.png,0,None,None,None,None
trials,177,2,35,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,36,2,NA,NA,NA,8330.JPG,empty.png,0,None,None,None,None
trials,177,2,37,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,38,2,4,negative,extinction,empty.png,4.png,0,None,None,None,None
trials,177,2,39,2,5,negative,acquisition,2455.JPG,11.png,0,None,None,None,None
trials,177,2,40,2,7,negative,acquisition,2100.JPG,9.png,0,None,None,None,None
trials,177,2,41,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,42,2,5,positive,acquisition,1540.JPG,7.png,0,None,None,None,None
trials,177,2,43,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,177,2,44,2,NA,NA,NA,22.png,16.png,0,None,None,None,None
trials,177,2,45,2,5,negative,extinction,empty.png,21.png,0,None,None,None,None
