phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,219,1,1,1,NA,NA,NA,2304.JPG,empty.png,0,None,None,None,None
trials,219,1,2,1,1,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,219,1,3,1,1,neutral,acquisition,3.png,7035.JPG,0,None,None,None,None
trials,219,1,4,1,NA,NA,NA,7060.JPG,1230.JPG,0,None,None,None,None
trials,219,1,5,1,1,positive,extinction,17.png,empty.png,0,None,None,None,None
trials,219,1,6,1,NA,NA,NA,19.png,6.png,0,None,None,None,None
trials,219,1,7,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,219,1,8,1,NA,NA,NA,empty.png,27.png,0,None,None,None,space
trials,219,1,9,1,1,positive,extinction,8.png,empty.png,0,None,None,None,None
trials,219,1,10,1,NA,NA,NA,15.png,22.png,0,None,None,None,None
trials,219,1,11,1,2,neutral,acquisition,3.png,7035.JPG,0,None,None,None,None
trials,219,1,12,1,1,negative,extinction,1.png,empty.png,0,None,None,None,None
trials,219,1,13,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,219,1,14,1,2,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,219,1,15,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,219,1,16,1,1,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,219,1,17,1,1,negative,acquisition,4.png,2900.1.JPG,0,None,None,None,None
trials,219,1,18,1,1,neutral,extinction,26.png,empty.png,0,None,None,None,None
trials,219,1,19,1,2,positive,extinction,8.png,empty.png,0,None,None,None,None
trials,219,1,20,1,NA,NA,NA,empty.png,2.png,0,None,None,None,None
trials,219,1,21,1,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,219,1,22,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,219,1,23,1,1,negative,extinction,11.png,empty.png,0,None,None,None,None
trials,219,1,24,1,2,neutral,extinction,26.png,empty.png,0,None,None,None,None
trials,219,1,25,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,219,1,26,1,NA,NA,NA,25.png,16.png,0,None,None,None,None
trials,219,1,27,1,NA,NA,NA,2510.JPG,empty.png,0,None,None,None,None
trials,219,1,28,1,1,neutral,acquisition,10.png,7002.JPG,0,None,None,None,None
trials,219,1,29,1,1,negative,acquisition,24.png,9041.JPG,0,None,None,None,None
trials,219,1,30,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,219,1,31,1,2,neutral,acquisition,10.png,7002.JPG,0,None,None,None,None
trials,219,1,32,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,219,1,33,1,NA,NA,NA,1670.JPG,empty.png,0,None,None,None,None
trials,219,1,34,1,NA,NA,NA,1390.JPG,9561.JPG,0,None,None,None,None
trials,219,1,35,1,NA,NA,NA,25.png,16.png,0,None,None,None,None
trials,219,1,36,1,2,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,219,1,37,1,1,neutral,acquisition,18.png,7233.JPG,0,None,None,None,None
trials,219,1,38,1,NA,NA,NA,15.png,22.png,0,None,None,None,None
trials,219,1,39,1,NA,NA,NA,19.png,6.png,0,None,None,None,None
trials,219,1,40,1,NA,NA,NA,empty.png,2510.JPG,0,None,None,None,None
trials,219,1,41,1,2,negative,extinction,1.png,empty.png,0,None,None,None,None
trials,219,1,42,1,1,neutral,extinction,14.png,empty.png,0,None,None,None,None
trials,219,1,43,1,1,negative,acquisition,7.png,2100.JPG,0,None,None,None,None
trials,219,1,44,1,1,positive,acquisition,5.png,1460.JPG,0,None,None,None,None
trials,219,1,45,1,1,positive,acquisition,9.png,1610.JPG,0,None,None,None,None
trials,219,1,46,1,2,negative,extinction,11.png,empty.png,0,None,None,None,None
trials,219,1,47,1,2,neutral,acquisition,18.png,7233.JPG,0,None,None,None,None
trials,219,1,48,1,NA,NA,NA,empty.png,1670.JPG,0,None,None,None,None
trials,219,1,49,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
