phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,248,1,1,1,1,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,248,1,2,1,1,positive,acquisition,8.png,1750.JPG,0,None,None,None,None
trials,248,1,3,1,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,248,1,4,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,5,1,1,neutral,acquisition,10.png,7002.JPG,0,None,None,None,None
trials,248,1,6,1,1,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,248,1,7,1,NA,NA,NA,16.png,13.png,0,None,None,None,None
trials,248,1,8,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,9,1,1,neutral,acquisition,14.png,7090.JPG,0,None,None,None,None
trials,248,1,10,1,1,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,248,1,11,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,12,1,1,positive,acquisition,26.png,1463.JPG,0,None,None,None,None
trials,248,1,13,1,1,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,248,1,14,1,NA,NA,NA,16.png,13.png,0,None,None,None,None
trials,248,1,15,1,1,negative,acquisition,4.png,2455.JPG,0,None,None,None,None
trials,248,1,16,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,248,1,17,1,1,neutral,acquisition,11.png,7175.JPG,0,None,None,None,None
trials,248,1,18,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,19,1,2,positive,acquisition,26.png,1463.JPG,0,None,None,None,None
trials,248,1,20,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,21,1,NA,NA,NA,empty.png,7060.JPG,0,None,None,None,None
trials,248,1,22,1,1,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,248,1,23,1,1,positive,extinction,9.png,empty.png,0,None,None,None,None
trials,248,1,24,1,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,248,1,25,1,3,positive,acquisition,26.png,1463.JPG,0,None,None,None,None
trials,248,1,26,1,1,negative,acquisition,1.png,2753.JPG,0,None,None,None,None
trials,248,1,27,1,2,neutral,acquisition,10.png,7002.JPG,0,None,None,None,None
trials,248,1,28,1,2,negative,acquisition,4.png,2455.JPG,0,None,None,None,None
trials,248,1,29,1,NA,NA,NA,6.png,empty.png,0,None,None,None,space
trials,248,1,30,1,NA,NA,NA,1390.JPG,8500.JPG,0,None,None,None,None
trials,248,1,31,1,2,positive,acquisition,8.png,1750.JPG,0,None,None,None,None
trials,248,1,32,1,1,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,248,1,33,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,34,1,2,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,248,1,35,1,2,positive,extinction,9.png,empty.png,0,None,None,None,None
trials,248,1,36,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,37,1,3,negative,acquisition,4.png,2455.JPG,0,None,None,None,None
trials,248,1,38,1,2,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,248,1,39,1,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,248,1,40,1,1,negative,extinction,5.png,empty.png,0,None,None,None,None
trials,248,1,41,1,1,positive,acquisition,23.png,1604.JPG,0,None,None,None,None
trials,248,1,42,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,43,1,1,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,248,1,44,1,3,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,248,1,45,1,4,negative,acquisition,4.png,2455.JPG,1,1,1,3,None
trials,248,1,46,1,3,neutral,acquisition,10.png,7002.JPG,0,None,None,None,None
trials,248,1,47,1,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,248,1,48,1,NA,NA,NA,1390.JPG,8500.JPG,0,None,None,None,None
trials,248,1,49,1,2,positive,acquisition,23.png,1604.JPG,0,None,None,None,None
trials,248,1,50,1,4,neutral,extinction,18.png,empty.png,1,0,0,0,None
trials,248,1,51,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,52,1,NA,NA,NA,2510.JPG,1670.JPG,0,None,None,None,None
trials,248,1,53,1,NA,NA,NA,25.png,2.png,0,None,None,None,None
trials,248,1,54,1,2,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,248,1,55,1,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,248,1,56,1,2,neutral,acquisition,11.png,7175.JPG,0,None,None,None,None
trials,248,1,57,1,1,negative,acquisition,17.png,2750.JPG,0,None,None,None,None
trials,248,1,58,1,NA,NA,NA,2510.JPG,1670.JPG,0,None,None,None,None
trials,248,1,59,1,NA,NA,NA,16.png,13.png,0,None,None,None,None
trials,248,1,60,1,4,neutral,acquisition,10.png,7002.JPG,1,3,5,5,None
trials,248,1,61,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,62,1,NA,NA,NA,9561.JPG,empty.png,0,None,None,None,None
trials,248,1,63,1,2,negative,acquisition,17.png,2750.JPG,0,None,None,None,None
trials,248,1,64,1,NA,NA,NA,6.png,empty.png,0,None,None,None,space
trials,248,1,65,1,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,248,1,66,1,2,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,248,1,67,1,NA,NA,NA,1230.JPG,2357.JPG,0,None,None,None,None
trials,248,1,68,1,3,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,248,1,69,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,70,1,2,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,248,1,71,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,72,1,NA,NA,NA,empty.png,1945.JPG,0,None,None,None,None
trials,248,1,73,1,2,neutral,acquisition,14.png,7090.JPG,0,None,None,None,None
trials,248,1,74,1,3,positive,extinction,9.png,empty.png,0,None,None,None,None
trials,248,1,75,1,NA,NA,NA,25.png,2.png,0,None,None,None,None
trials,248,1,76,1,2,negative,acquisition,1.png,2753.JPG,0,None,None,None,None
trials,248,1,77,1,3,positive,extinction,3.png,empty.png,0,None,None,None,None
trials,248,1,78,1,3,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,248,1,79,1,NA,NA,NA,6.png,empty.png,0,None,None,None,space
trials,248,1,80,1,3,neutral,acquisition,11.png,7175.JPG,0,None,None,None,None
trials,248,1,81,1,NA,NA,NA,2310.JPG,2304.JPG,0,None,None,None,None
trials,248,1,82,1,2,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,248,1,83,1,3,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,248,1,84,1,3,negative,acquisition,1.png,2753.JPG,0,None,None,None,None
trials,248,1,85,1,2,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,248,1,86,1,4,positive,extinction,9.png,empty.png,1,3,3,3,None
trials,248,1,87,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,88,1,NA,NA,NA,15.png,empty.png,0,None,None,None,None
trials,248,1,89,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,248,1,90,1,NA,NA,NA,25.png,2.png,0,None,None,None,None
trials,248,1,91,1,3,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,248,1,92,1,NA,NA,NA,1945.JPG,empty.png,0,None,None,None,None
trials,248,1,93,1,NA,NA,NA,7060.JPG,empty.png,0,None,None,None,None
trials,248,1,94,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,95,1,NA,NA,NA,8330.JPG,2520.JPG,0,None,None,None,None
trials,248,1,96,1,NA,NA,NA,2310.JPG,2304.JPG,0,None,None,None,None
trials,248,1,97,1,4,negative,extinction,12.png,empty.png,1,4,7,5,None
trials,248,1,98,1,2,negative,extinction,5.png,empty.png,0,None,None,None,None
trials,248,1,99,1,3,positive,acquisition,8.png,1750.JPG,0,None,None,None,None
trials,248,1,100,1,NA,NA,NA,9561.JPG,empty.png,0,None,None,None,None
trials,248,1,101,1,NA,NA,NA,8330.JPG,2520.JPG,0,None,None,None,None
trials,248,1,102,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,103,1,3,negative,acquisition,17.png,2750.JPG,0,None,None,None,None
trials,248,1,104,1,3,neutral,acquisition,14.png,7090.JPG,0,None,None,None,None
trials,248,1,105,1,3,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,248,1,106,1,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,248,1,107,1,NA,NA,NA,1230.JPG,2357.JPG,0,None,None,None,None
trials,248,1,108,1,4,positive,acquisition,8.png,1750.JPG,1,7,6,4,None
trials,248,1,109,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,110,1,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,248,1,111,1,3,negative,extinction,5.png,empty.png,0,None,None,None,None
trials,248,1,112,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,1,113,1,3,positive,acquisition,23.png,1604.JPG,0,None,None,None,None
trials,248,1,114,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,1,1,NA,NA,NA,8330.JPG,2520.JPG,0,None,None,None,None
trials,248,2,2,1,4,neutral,acquisition,14.png,7090.JPG,0,None,None,None,None
trials,248,2,3,1,5,neutral,extinction,18.png,empty.png,0,None,None,None,None
trials,248,2,4,1,4,negative,acquisition,1.png,2753.JPG,0,None,None,None,None
trials,248,2,5,1,NA,NA,NA,25.png,2.png,0,None,None,None,None
trials,248,2,6,1,4,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,248,2,7,1,NA,NA,NA,8330.JPG,2520.JPG,0,None,None,None,None
trials,248,2,8,1,NA,NA,NA,19.png,27.png,0,None,None,None,None
trials,248,2,9,1,4,neutral,acquisition,11.png,7175.JPG,0,None,None,None,None
trials,248,2,10,1,NA,NA,NA,empty.png,1275.JPG,0,None,None,None,None
trials,248,2,11,1,NA,NA,NA,1230.JPG,2357.JPG,0,None,None,None,None
trials,248,2,12,1,4,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,248,2,13,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,14,1,5,negative,extinction,24.png,empty.png,0,None,None,None,None
trials,248,2,15,1,5,positive,extinction,9.png,empty.png,0,None,None,None,None
trials,248,2,16,1,4,positive,acquisition,26.png,1463.JPG,0,None,None,None,None
trials,248,2,17,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,18,1,5,neutral,acquisition,14.png,7090.JPG,0,None,None,None,None
trials,248,2,19,1,NA,NA,NA,1230.JPG,2357.JPG,0,None,None,None,None
trials,248,2,20,1,NA,NA,NA,2310.JPG,2304.JPG,0,None,None,None,None
trials,248,2,21,1,5,negative,acquisition,1.png,2753.JPG,0,None,None,None,None
trials,248,2,22,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,23,1,6,neutral,acquisition,14.png,7090.JPG,0,None,None,None,None
trials,248,2,24,1,NA,NA,NA,16.png,13.png,0,None,None,None,None
trials,248,2,25,1,4,neutral,extinction,21.png,empty.png,0,None,None,None,None
trials,248,2,26,1,NA,NA,NA,1945.JPG,empty.png,0,None,None,None,None
trials,248,2,27,1,NA,NA,NA,15.png,empty.png,0,None,None,None,space
trials,248,2,28,1,4,negative,acquisition,17.png,2750.JPG,0,None,None,None,None
trials,248,2,29,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,30,1,4,positive,acquisition,23.png,1604.JPG,0,None,None,None,None
trials,248,2,31,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,32,1,6,positive,extinction,9.png,empty.png,0,None,None,None,None
trials,248,2,33,1,NA,NA,NA,22.png,empty.png,0,None,None,None,None
trials,248,2,34,1,5,negative,acquisition,4.png,2455.JPG,0,None,None,None,None
trials,248,2,35,1,4,negative,extinction,5.png,empty.png,0,None,None,None,None
trials,248,2,36,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,37,1,NA,NA,NA,empty.png,7060.JPG,0,None,None,None,None
trials,248,2,38,1,4,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,248,2,39,1,6,negative,acquisition,4.png,2455.JPG,0,None,None,None,None
trials,248,2,40,1,NA,NA,NA,empty.png,7060.JPG,0,None,None,None,None
trials,248,2,41,1,NA,NA,NA,empty.png,22.png,0,None,None,None,None
trials,248,2,42,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,43,1,5,positive,extinction,7.png,empty.png,0,None,None,None,None
trials,248,2,44,1,NA,NA,NA,1390.JPG,8500.JPG,0,None,None,None,None
trials,248,2,45,1,5,neutral,extinction,20.png,empty.png,0,None,None,None,None
trials,248,2,46,1,NA,NA,NA,6.png,empty.png,0,None,None,None,None
trials,248,2,47,1,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,248,2,48,1,5,positive,acquisition,8.png,1750.JPG,0,None,None,None,None
trials,248,2,49,1,NA,NA,NA,2510.JPG,1670.JPG,0,None,None,None,None
trials,248,2,50,1,5,negative,extinction,12.png,empty.png,0,None,None,None,None
trials,248,2,51,1,5,positive,acquisition,26.png,1463.JPG,0,None,None,None,None
trials,248,2,52,1,6,neutral,extinction,20.png,empty.png,0,None,None,None,None
