phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,205,17.png,extinction,positive,11
globalratings,205,4.png,neutral,extinction,9
globalratings,205,20.png,extinction,negative,9
globalratings,205,18.png,extinction,negative,17
globalratings,205,8.png,positive,extinction,9
globalratings,205,12.png,extinction,neutral,15
globalratings,205,23.png,extinction,positive,13
globalratings,205,24.png,neutral,extinction,16
globalratings,205,14.png,negative,extinction,6
globalratings,205,9.png,positive,extinction,12
globalratings,205,7.png,extinction,neutral,15
globalratings,205,3.png,extinction,neutral,17
globalratings,205,10.png,neutral,extinction,14
globalratings,205,1.png,negative,extinction,11
globalratings,205,5.png,negative,extinction,17
globalratings,205,21.png,extinction,negative,18
globalratings,205,11.png,extinction,positive,17
globalratings,205,26.png,positive,extinction,18
c2ratings,205,23.png,extinction,positive,12
c2ratings,205,18.png,extinction,negative,18
c2ratings,205,17.png,extinction,positive,13
c2ratings,205,3.png,extinction,neutral,18
c2ratings,205,21.png,extinction,negative,18
c2ratings,205,24.png,neutral,extinction,15
c2ratings,205,12.png,extinction,neutral,18
c2ratings,205,5.png,negative,extinction,17
c2ratings,205,26.png,positive,extinction,17
c2ratings,205,1.png,negative,extinction,12
c2ratings,205,11.png,extinction,positive,18
c2ratings,205,8.png,positive,extinction,12
c2ratings,205,9.png,positive,extinction,16
c2ratings,205,4.png,neutral,extinction,15
c2ratings,205,14.png,negative,extinction,12
c2ratings,205,7.png,extinction,neutral,18
c2ratings,205,10.png,neutral,extinction,14
c2ratings,205,20.png,extinction,negative,18
c1ratings,205,7.png,extinction,neutral,11
c1ratings,205,20.png,extinction,negative,12
c1ratings,205,17.png,extinction,positive,17
c1ratings,205,8.png,positive,extinction,18
c1ratings,205,21.png,extinction,negative,14
c1ratings,205,4.png,neutral,extinction,11
c1ratings,205,18.png,extinction,negative,18
c1ratings,205,1.png,negative,extinction,17
c1ratings,205,3.png,extinction,neutral,16
c1ratings,205,10.png,neutral,extinction,18
c1ratings,205,14.png,negative,extinction,10
c1ratings,205,11.png,extinction,positive,10
c1ratings,205,5.png,negative,extinction,18
c1ratings,205,24.png,neutral,extinction,18
c1ratings,205,9.png,positive,extinction,16
c1ratings,205,26.png,positive,extinction,18
c1ratings,205,23.png,extinction,positive,18
c1ratings,205,12.png,extinction,neutral,17
