phase,subject_nr,block,trial,cond_order,repetition,valence,trial_type,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,181,1,1,2,1,neutral,extinction,empty.png,14.png,0,None,None,None,space
trials,181,1,2,2,1,negative,extinction,empty.png,24.png,0,None,None,None,None
trials,181,1,3,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,4,2,2,neutral,extinction,empty.png,14.png,0,None,None,None,space
trials,181,1,5,2,1,positive,extinction,empty.png,8.png,0,None,None,None,None
trials,181,1,6,2,NA,NA,NA,2520.JPG,2510.JPG,0,None,None,None,None
trials,181,1,7,2,NA,NA,NA,7060.JPG,8330.JPG,0,None,None,None,None
trials,181,1,8,2,1,positive,extinction,empty.png,17.png,0,None,None,None,None
trials,181,1,9,2,1,negative,extinction,empty.png,4.png,0,None,None,None,None
trials,181,1,10,2,NA,NA,NA,empty.png,15.png,0,None,None,None,None
trials,181,1,11,2,1,positive,acquisition,1540.JPG,9.png,0,None,None,None,None
trials,181,1,12,2,2,negative,extinction,empty.png,4.png,0,None,None,None,None
trials,181,1,13,2,1,neutral,extinction,empty.png,21.png,0,None,None,None,None
trials,181,1,14,2,1,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,181,1,15,2,NA,NA,NA,1390.JPG,empty.png,0,None,None,None,None
trials,181,1,16,2,1,positive,acquisition,1463.JPG,1.png,0,None,None,None,None
trials,181,1,17,2,1,negative,acquisition,2399.JPG,5.png,0,None,None,None,None
trials,181,1,18,2,1,positive,extinction,empty.png,3.png,0,None,None,None,None
trials,181,1,19,2,NA,NA,NA,empty.png,2310.JPG,0,None,None,None,None
trials,181,1,20,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,21,2,1,neutral,acquisition,7090.JPG,18.png,0,None,None,None,None
trials,181,1,22,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,23,2,1,neutral,acquisition,7004.JPG,23.png,0,None,None,None,None
trials,181,1,24,2,2,negative,extinction,empty.png,12.png,0,None,None,None,None
trials,181,1,25,2,2,positive,extinction,empty.png,17.png,0,None,None,None,None
trials,181,1,26,2,2,positive,extinction,empty.png,8.png,0,None,None,None,None
trials,181,1,27,2,NA,NA,NA,2357.JPG,1945.JPG,0,None,None,None,None
trials,181,1,28,2,3,neutral,extinction,empty.png,14.png,0,None,None,None,space
trials,181,1,29,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,30,2,NA,NA,NA,25.png,empty.png,0,None,None,None,None
trials,181,1,31,2,2,positive,acquisition,1540.JPG,9.png,0,None,None,None,None
trials,181,1,32,2,NA,NA,NA,empty.png,19.png,0,None,None,None,None
trials,181,1,33,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,34,2,NA,NA,NA,22.png,2.png,0,None,None,None,None
trials,181,1,35,2,NA,NA,NA,1275.JPG,9561.JPG,0,None,None,None,None
trials,181,1,36,2,NA,NA,NA,16.png,6.png,0,None,None,None,None
trials,181,1,37,2,NA,NA,NA,2310.JPG,empty.png,0,None,None,None,None
trials,181,1,38,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,39,2,NA,NA,NA,25.png,empty.png,0,None,None,None,None
trials,181,1,40,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,41,2,3,positive,extinction,empty.png,8.png,0,None,None,None,None
trials,181,1,42,2,NA,NA,NA,empty.png,25.png,0,None,None,None,None
trials,181,1,43,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,44,2,4,neutral,extinction,empty.png,14.png,1,2,6,7,None
trials,181,1,45,2,2,neutral,extinction,empty.png,21.png,0,None,None,None,None
trials,181,1,46,2,NA,NA,NA,empty.png,2304.JPG,0,None,None,None,None
trials,181,1,47,2,NA,NA,NA,13.png,27.png,0,None,None,None,None
trials,181,1,48,2,2,positive,acquisition,1463.JPG,1.png,0,None,None,None,None
trials,181,1,49,2,NA,NA,NA,2304.JPG,empty.png,0,None,None,None,None
trials,181,1,50,2,NA,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,181,1,51,2,2,negative,extinction,empty.png,24.png,0,None,None,None,None
trials,181,1,52,2,1,negative,acquisition,9331.JPG,20.png,0,None,None,None,None
trials,181,1,53,2,4,positive,extinction,empty.png,8.png,1,7,7,3,None
trials,181,1,54,2,NA,NA,NA,13.png,27.png,0,None,None,None,None
