phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,215,4.png,positive,extinction,10
globalratings,215,8.png,extinction,positive,6
globalratings,215,12.png,extinction,negative,15
globalratings,215,20.png,extinction,neutral,13
globalratings,215,21.png,positive,extinction,14
globalratings,215,26.png,extinction,positive,0
globalratings,215,10.png,neutral,extinction,8
globalratings,215,1.png,negative,extinction,10
globalratings,215,3.png,neutral,extinction,6
globalratings,215,23.png,negative,extinction,15
globalratings,215,24.png,extinction,negative,13
globalratings,215,7.png,extinction,positive,17
globalratings,215,11.png,neutral,extinction,5
globalratings,215,5.png,negative,extinction,14
globalratings,215,17.png,extinction,negative,2
globalratings,215,18.png,extinction,neutral,13
globalratings,215,14.png,positive,extinction,5
globalratings,215,9.png,extinction,neutral,9
c2ratings,215,24.png,extinction,negative,5
c2ratings,215,9.png,extinction,neutral,8
c2ratings,215,14.png,positive,extinction,4
c2ratings,215,17.png,extinction,negative,1
c2ratings,215,12.png,extinction,negative,15
c2ratings,215,8.png,extinction,positive,11
c2ratings,215,20.png,extinction,neutral,14
c2ratings,215,23.png,negative,extinction,17
c2ratings,215,7.png,extinction,positive,15
c2ratings,215,21.png,positive,extinction,13
c2ratings,215,5.png,negative,extinction,14
c2ratings,215,1.png,negative,extinction,12
c2ratings,215,26.png,extinction,positive,0
c2ratings,215,3.png,neutral,extinction,6
c2ratings,215,10.png,neutral,extinction,10
c2ratings,215,4.png,positive,extinction,7
c2ratings,215,11.png,neutral,extinction,4
c2ratings,215,18.png,extinction,neutral,8
c1ratings,215,5.png,negative,extinction,13
c1ratings,215,26.png,extinction,positive,0
c1ratings,215,10.png,neutral,extinction,9
c1ratings,215,20.png,extinction,neutral,10
c1ratings,215,7.png,extinction,positive,15
c1ratings,215,8.png,extinction,positive,5
c1ratings,215,21.png,positive,extinction,5
c1ratings,215,23.png,negative,extinction,17
c1ratings,215,24.png,extinction,negative,13
c1ratings,215,1.png,negative,extinction,9
c1ratings,215,14.png,positive,extinction,6
c1ratings,215,9.png,extinction,neutral,6
c1ratings,215,3.png,neutral,extinction,4
c1ratings,215,11.png,neutral,extinction,6
c1ratings,215,12.png,extinction,negative,17
c1ratings,215,17.png,extinction,negative,1
c1ratings,215,18.png,extinction,neutral,8
c1ratings,215,4.png,positive,extinction,6
