sid,bid,tid,stimulus_location,response_location,response_time,response_deadline,error
2,1,1,1,1,0.4227412996813655,0.7,0
2,1,2,2,2,0.4484166998416185,0.7,0
2,1,3,5,,,0.7,
2,1,4,3,2,0.47214190028607844,0.7,1
2,1,5,5,,,0.7,
2,1,6,3,,,0.7,
2,1,7,4,,,0.7,
2,1,8,1,1,0.2940507998690009,0.7,0
2,1,9,6,6,0.3519037996418774,0.7,0
2,1,10,5,5,0.49172329967841505,0.7,0
2,1,11,3,4,0.4071254997514188,0.7,1
2,1,12,4,3,0.16367590026929973,0.7,1
2,1,13,3,3,0.41633199965581297,0.7,0
2,1,14,4,,,0.7,
2,1,15,3,3,0.4785872997716069,0.7,0
2,1,16,2,1,0.42915180018171667,0.7,1
2,1,17,6,6,0.43812929997220634,0.7,0
2,1,18,1,1,0.3581283001229167,0.7,0
2,1,19,5,,,0.7,
2,1,20,4,,,0.7,
2,1,21,3,3,0.48078899988904594,0.7,0
2,1,22,4,3,0.4564315999858081,0.7,1
2,1,23,1,1,0.419571799878031,0.7,0
2,1,24,4,,,0.7,
2,1,25,6,6,0.43690089993178843,0.7,0
2,1,26,3,3,0.505907900352031,0.7,0
2,1,27,4,5,0.4373792001977563,0.7,1
2,1,28,1,,,0.7,
2,1,29,4,3,0.4997808003798127,0.7,1
2,1,30,1,1,0.491907100379467,0.7,0
2,1,31,2,,,0.7,
2,1,32,5,4,0.4786337997764349,0.7,1
2,1,33,3,,,0.7,
2,1,34,1,1,0.3992474998347461,0.7,0
2,1,35,2,2,0.4359628001227975,0.7,0
2,1,36,1,1,0.33195209987461566,0.7,0
2,1,37,2,2,0.2981158999726176,0.7,0
2,1,38,1,1,0.3235389000736177,0.7,0
2,1,39,4,,,0.7,
2,1,40,1,1,0.36022959994152187,0.7,0
2,1,41,2,2,0.3948086995631456,0.7,0
2,1,42,4,4,0.46402480006217955,0.7,0
2,1,43,1,1,0.4139420000836253,0.7,0
2,1,44,2,2,0.5007007999345661,0.7,0
2,1,45,3,,,0.7,
2,1,46,4,4,0.42288520019501447,0.7,0
2,1,47,1,1,0.40118590015918015,0.7,0
2,1,48,5,5,0.43717779982835053,0.7,0
2,1,49,3,3,0.43426339998841285,0.7,0
2,1,50,4,,,0.7,
2,1,51,1,1,0.3741743999533355,0.7,0
2,1,52,4,4,0.428596699796617,0.7,0
2,1,53,6,6,0.4105905999429524,0.7,0
2,1,54,2,3,0.4419258997775614,0.7,1
2,1,55,6,,,0.7,
2,1,56,5,5,0.49255980011075734,0.7,0
2,1,57,3,3,0.414678299985826,0.7,0
2,1,58,4,5,0.36670809956267475,0.7,1
2,1,59,1,,,0.7,
2,1,60,5,,,0.7,
2,1,61,4,4,0.5008207002654672,0.7,0
2,1,62,1,1,0.3171778001822531,0.7,0
2,1,63,2,2,0.3362042002379894,0.7,0
2,1,64,6,6,0.4446515000425279,0.7,0
2,1,65,5,,,0.7,
2,1,66,3,,,0.7,
2,1,67,4,,,0.7,
2,1,68,1,1,0.3553349000401795,0.7,0
2,1,69,5,4,0.49928500009700655,0.7,1
2,1,70,3,,,0.7,
2,1,71,6,6,0.3395627999678254,0.7,0
2,1,72,1,1,0.41473859986290335,0.7,0
2,1,73,2,2,0.41747119994834064,0.7,0
2,1,74,6,6,0.46562960017472504,0.7,0
2,1,75,1,1,0.35093879997730254,0.7,0
2,1,76,2,2,0.4584803001023829,0.7,0
2,1,77,6,6,0.46559639992192386,0.7,0
2,1,78,1,1,0.5045066999271512,0.7,0
2,1,79,6,6,0.4237488999031484,0.7,0
2,1,80,5,,,0.7,
2,1,81,4,,,0.7,
2,1,82,5,5,0.3847457000054419,0.7,0
2,1,83,3,3,0.4841554003767669,0.7,0
2,1,84,4,4,0.4677025002427399,0.7,0
2,1,85,1,,,0.7,
2,1,86,3,3,0.31843099994584917,0.7,0
2,1,87,4,5,0.4353052002377808,0.7,1
2,1,88,1,1,0.407118200045079,0.7,0
2,1,89,2,2,0.497501799557358,0.7,0
2,1,90,6,6,0.46270429966971277,0.7,0
2,1,91,2,2,0.4311339000239968,0.7,0
2,1,92,5,5,0.48639730010181664,0.7,0
2,1,93,3,2,0.40312019987031816,0.7,1
2,1,94,5,,,0.7,
2,1,95,3,3,0.3811153003014624,0.7,0
2,1,96,4,,,0.7,
2,1,97,6,6,0.3552240000106394,0.7,0
2,1,98,2,1,0.45732150012627243,0.7,1
2,1,99,6,6,0.39647969994693993,0.7,0
2,1,100,3,2,0.3373134999535978,0.7,1
2,1,101,5,,,0.7,
2,1,102,3,3,0.3741659002378583,0.7,0
2,1,103,1,1,0.40190650029107927,0.7,0
2,1,104,6,6,0.41463839979842304,0.7,0
2,1,105,2,2,0.3580810001119971,0.7,0
2,1,106,4,,,0.7,
2,1,107,5,5,0.3671977996826172,0.7,0
2,1,108,3,,,0.7,
2,1,109,5,4,0.36578449998050927,0.7,1
2,1,110,1,1,0.47751030018553137,0.7,0
2,1,111,6,6,0.41512540001422166,0.7,0
2,1,112,5,5,0.49037789991125463,0.7,0
2,1,113,6,6,0.43759659975767135,0.7,0
2,1,114,5,5,0.3298759997822344,0.7,0
2,1,115,6,6,0.33711700020357965,0.7,0
2,1,116,3,3,0.40246889991685747,0.7,0
2,1,117,4,,,0.7,
2,1,118,5,5,0.4164040002040565,0.7,0
2,1,119,3,3,0.38688850002363323,0.7,0
2,1,120,5,5,0.39479449968785046,0.7,0
2,1,121,3,3,0.3476939002983272,0.7,0
2,1,122,6,6,0.4520927003584802,0.7,0
2,1,123,5,5,0.3647557000629604,0.7,0
2,1,124,6,6,0.39576470032334327,0.7,0
2,1,125,5,5,0.4142532001249492,0.7,0
2,1,126,4,3,0.3377762001007795,0.7,1
2,1,127,5,,,0.7,
2,1,128,2,,,0.7,
2,1,129,6,6,0.36729770032688974,0.7,0
2,1,130,5,5,0.38033120026811956,0.7,0
