sid,bid,tid,stimulus_location,response_location,response_time,response_deadline,error
4,1,1,2,,,0.7,
4,1,2,6,6,0.4252943999134004,0.7,0
4,1,3,2,,,0.7,
4,1,4,6,6,0.2745418997481465,0.7,0
4,1,5,2,2,0.4570479003712535,0.7,0
4,1,6,6,6,0.37395239965990185,0.7,0
4,1,7,5,5,0.4656976998783648,0.7,0
4,1,8,6,6,0.34386269999668,0.7,0
4,1,9,5,5,0.3372915999032557,0.7,0
4,1,10,3,,,0.7,
4,1,11,5,5,0.4159926000982523,0.7,0
4,1,12,6,6,0.3459924000315368,0.7,0
4,1,13,3,2,0.3332357999868691,0.7,1
4,1,14,5,5,0.4281540999189019,0.7,0
4,1,15,3,3,0.4244407999329269,0.7,0
4,1,16,5,5,0.43510099984705447,0.7,0
4,1,17,4,,,0.7,
4,1,18,1,1,0.40893179988488554,0.7,0
4,1,19,2,2,0.4078649000264704,0.7,0
4,1,20,1,1,0.4498344000428915,0.7,0
4,1,21,2,2,0.298342199716717,0.7,0
4,1,22,1,1,0.2532250999473035,0.7,0
4,1,23,2,2,0.31231889985501765,0.7,0
4,1,24,6,5,0.3856551001779735,0.7,1
4,1,25,1,,,0.7,
4,1,26,4,5,0.4159402001649141,0.7,1
4,1,27,6,6,0.40090130008757113,0.7,0
4,1,28,3,3,0.4145778000354767,0.7,0
4,1,29,4,5,0.33733700001612305,0.7,1
4,1,30,1,1,0.4371770999394357,0.7,0
4,1,31,2,,,0.7,
4,1,32,3,3,0.49259360013529657,0.7,0
4,1,33,4,4,0.32545149996876716,0.7,0
4,1,34,1,1,0.36662070006132125,0.7,0
4,1,35,2,2,0.41813029972836374,0.7,0
4,1,36,6,6,0.47368619982153176,0.7,0
4,1,37,5,,,0.7,
4,1,38,3,3,0.45778050012886523,0.7,0
4,1,39,4,4,0.3245150001719594,0.7,0
4,1,40,1,1,0.3800350997596979,0.7,0
4,1,41,2,2,0.3468335999175906,0.7,0
4,1,42,6,6,0.38885159995406865,0.7,0
4,1,43,5,4,0.45879589971154927,0.7,1
4,1,44,2,,,0.7,
4,1,45,3,,,0.7,
4,1,46,4,5,0.3529285999946296,0.7,1
4,1,47,1,3,0.4072643999941647,0.7,1
4,1,48,2,2,0.4965322997421026,0.7,0
4,1,49,6,6,0.372354800067842,0.7,0
4,1,50,5,5,0.44430880034342407,0.7,0
4,1,51,3,3,0.4528702997602522,0.7,0
4,1,52,4,5,0.3647165002301335,0.7,1
4,1,53,2,,,0.7,
4,1,54,3,3,0.42999030016362666,0.7,0
4,1,55,5,5,0.3801434000022709,0.7,0
4,1,56,1,1,0.38767000027000903,0.7,0
4,1,57,2,2,0.4623586001805961,0.7,0
4,1,58,6,6,0.4102239000611007,0.7,0
4,1,59,1,3,0.3230326997116208,0.7,1
4,1,60,5,5,0.4584385000169277,0.7,0
4,1,61,3,4,0.4866618003696203,0.7,1
4,1,62,4,5,0.3613186000846326,0.7,1
4,1,63,1,,,0.7,
4,1,64,2,,,0.7,
4,1,65,5,,,0.7,
4,1,66,2,1,0.39144809981808065,0.7,1
4,1,67,3,5,0.3867551998235285,0.7,1
4,1,68,4,5,0.3938114998862147,0.7,1
4,1,69,1,,,0.7,
4,1,70,2,,,0.7,
4,1,71,6,6,0.369968800060451,0.7,0
4,1,72,2,1,0.24850690010935067,0.7,1
4,1,73,1,,,0.7,
4,1,74,2,2,0.4646424001082778,0.7,0
4,1,75,5,5,0.3799719998613,0.7,0
4,1,76,1,1,0.30212479988113045,0.7,0
4,1,77,2,2,0.44784019999206065,0.7,0
4,1,78,1,1,0.388667799718678,0.7,0
4,1,79,4,,,0.7,
4,1,80,3,3,0.4787288002669811,0.7,0
4,1,81,6,6,0.4423070002347231,0.7,0
4,1,82,2,3,0.3394104002043605,0.7,1
4,1,83,5,6,0.30210289983078836,0.7,1
4,1,84,6,5,0.3791702000424266,0.7,1
4,1,85,5,5,0.3544546996243298,0.7,0
4,1,86,3,1,0.3228929999284446,0.7,1
4,1,87,4,5,0.38206090005114673,0.7,1
4,1,88,1,1,0.414421600010246,0.7,0
4,1,89,2,2,0.3234296000562608,0.7,0
4,1,90,5,5,0.5068815003149212,0.7,0
4,1,91,3,3,0.4901233000680804,0.7,0
4,1,92,5,5,0.49357369979843496,0.7,0
4,1,93,6,6,0.3371367996558547,0.7,0
4,1,94,4,3,0.5001721002161503,0.7,1
4,1,95,6,6,0.4938929003663361,0.7,0
4,1,96,2,,,0.7,
4,1,97,4,,,0.7,
4,1,98,1,1,0.36957320030778645,0.7,0
4,1,99,2,2,0.35171020003035663,0.7,0
4,1,100,6,6,0.3426926999352872,0.7,0
4,1,101,1,3,0.38200700022280215,0.7,1
4,1,102,3,4,0.4557390000671148,0.7,1
4,1,103,5,4,0.40655329981818794,0.7,1
4,1,104,4,3,0.45884539997205137,0.7,1
4,1,105,5,,,0.7,
4,1,106,1,1,0.40896719992160796,0.7,0
4,1,107,5,5,0.4496620997786522,0.7,0
4,1,108,1,1,0.4944459001533687,0.7,0
4,1,109,2,2,0.3653776000253856,0.7,0
4,1,110,3,3,0.4031971997581422,0.7,0
4,1,111,4,4,0.33007479989901184,0.7,0
4,1,112,1,1,0.42878910033032297,0.7,0
4,1,113,3,,,0.7,
4,1,114,4,3,0.4786368996836245,0.7,1
4,1,115,6,6,0.36622180016711353,0.7,0
4,1,116,5,6,0.4017530998215079,0.7,1
4,1,117,1,1,0.29508959986269473,0.7,0
4,1,118,6,6,0.41686199996620416,0.7,0
4,1,119,5,5,0.47246320005506276,0.7,0
4,1,120,4,4,0.45923390025272964,0.7,0
4,1,121,2,3,0.38945369999855756,0.7,1
4,1,122,1,1,0.38928050007671117,0.7,0
4,1,123,2,2,0.3881864000111818,0.7,0
4,1,124,6,6,0.4792529001832008,0.7,0
4,1,125,1,1,0.4419061003252864,0.7,0
4,1,126,2,2,0.3582026997581124,0.7,0
4,1,127,6,6,0.3928545999340713,0.7,0
4,1,128,4,5,0.4372937997803092,0.7,1
4,1,129,1,1,0.30873810006305574,0.7,0
4,1,130,4,4,0.36846879981458186,0.7,0
4,1,131,6,6,0.4138510997407138,0.7,0
4,1,132,5,6,0.4346184001304209,0.7,1
4,1,133,4,,,0.7,
4,1,134,1,1,0.41596389999613165,0.7,0
4,1,135,2,2,0.38017730014398693,0.7,0
4,1,136,6,6,0.3661432002671063,0.7,0
4,1,137,5,5,0.44873989997431635,0.7,0
4,1,138,4,4,0.34713459964841603,0.7,0
4,1,139,1,1,0.3466164001263678,0.7,0
4,1,140,4,4,0.4727948999032378,0.7,0
4,1,141,5,5,0.31897590002045034,0.7,0
4,1,142,3,4,0.45853080013766884,0.7,1
4,1,143,5,5,0.43770610000938176,0.7,0
4,1,144,1,1,0.3371828000061214,0.7,0
4,2,145,2,2,0.48548429990187286,0.7,0
4,2,146,3,4,0.48488539988175033,0.7,1
4,2,146,3,3,0.4849944000132382,0.7,0
4,2,147,5,5,0.369722400046885,0.7,0
4,2,148,3,3,0.43115049991756677,0.7,0
4,2,149,4,5,0.43837389973923563,0.7,1
4,2,150,6,6,0.4209102002903819,0.7,0
4,2,151,5,5,0.42341440003365277,0.7,0
4,2,152,2,2,0.4210834002122283,0.7,0
4,2,153,6,6,0.4233640001155436,0.7,0
4,2,154,5,5,0.3725536998361349,0.7,0
4,2,155,4,5,0.35853560008108615,0.7,1
4,2,156,3,3,0.46989470040425657,0.7,0
4,2,157,4,4,0.4763359000906348,0.7,0
4,2,158,5,5,0.35413889978080987,0.7,0
4,2,159,2,1,0.42053439998999237,0.7,1
4,2,160,5,5,0.4587527999654412,0.7,0
4,2,161,1,,,0.7,
4,2,162,2,2,0.39506430011242627,0.7,0
4,2,163,1,1,0.32467860002070664,0.7,0
4,2,164,2,2,0.2780903002247214,0.7,0
4,2,165,6,6,0.4399143999442458,0.7,0
4,2,166,3,5,0.4513577001169324,0.7,1
4,2,167,4,5,0.45589340031147,0.7,1
4,2,168,3,2,0.4903328998014331,0.7,1
4,2,169,4,5,0.4726108998991549,0.7,1
4,2,170,1,1,0.4096459999680519,0.7,0
4,2,171,3,4,0.37943629985675215,0.7,1
4,2,172,4,,,0.7,
4,2,173,1,1,0.45075459983199834,0.7,0
4,2,174,2,2,0.3178110999986529,0.7,0
4,2,175,6,6,0.4222951002418995,0.7,0
4,2,176,5,5,0.4143058999441564,0.7,0
4,2,177,3,5,0.42853540014475583,0.7,1
4,2,178,4,4,0.3234564999118447,0.7,0
