sid,bid,tid,stimulus_location,response_location,response_time,response_deadline,error
15,1,1,2,,,0.7,
15,1,2,5,,,0.7,
15,1,3,6,6,0.3942270999075845,0.7,0
15,1,4,3,,,0.7,
15,1,5,6,6,0.46219780000392346,0.7,0
15,1,6,5,5,0.42981529999524354,0.7,0
15,1,7,3,,,0.7,
15,1,8,2,2,0.37418970006983726,0.7,0
15,1,9,6,6,0.4080791000276804,0.7,0
15,1,10,3,2,0.39679440001491456,0.7,1
15,1,11,2,2,0.42820759997703134,0.7,0
15,1,12,6,6,0.45628200001083313,0.7,0
15,1,13,5,5,0.41443509999662637,0.7,0
15,1,14,3,3,0.4213376000523567,0.7,0
15,1,15,4,5,0.4379409999353811,0.7,1
15,1,16,3,3,0.4488904000725597,0.7,0
15,1,17,4,,,0.7,
15,1,18,1,1,0.4856545000337064,0.7,0
15,1,19,4,4,0.45694859996438025,0.7,0
15,1,20,1,1,0.4868387999711558,0.7,0
15,1,21,2,2,0.4353598000714555,0.7,0
15,1,22,5,,,0.7,
15,1,23,3,3,0.42291349994484334,0.7,0
15,1,24,1,1,0.40801359999459236,0.7,0
15,1,25,6,6,0.4011956000002101,0.7,0
15,1,26,4,4,0.4840217999415472,0.7,0
15,1,27,1,2,0.43460710004437714,0.7,1
15,1,28,5,4,0.41767489998601376,0.7,1
15,1,29,6,6,0.44892710000276564,0.7,0
15,1,30,5,5,0.5047618998913095,0.7,0
15,1,31,4,,,0.7,
15,1,32,5,6,0.41601070000324397,0.7,1
15,1,33,3,3,0.48502299999818205,0.7,0
15,1,34,1,1,0.4213757999939844,0.7,0
15,1,35,2,2,0.4378162000328302,0.7,0
15,1,36,3,3,0.3998009999748319,0.7,0
15,1,37,4,5,0.41389919999055563,0.7,1
15,1,38,1,2,0.39298959991429,0.7,1
15,1,39,5,1,-0.13280379998032005,0.7,1
15,1,40,1,1,0.4507101999595761,0.7,0
15,1,41,4,4,0.47119390005245804,0.7,0
15,1,42,6,6,0.42206660001538693,0.7,0
15,1,43,5,5,0.4247103000059724,0.7,0
15,1,44,3,3,0.4651316999923438,0.7,0
15,1,45,4,4,0.42008289992809295,0.7,0
15,1,46,1,1,0.4861247000051662,0.7,0
15,1,47,2,2,0.45209940006025134,0.7,0
15,1,48,4,4,0.39949180006515234,0.7,0
15,1,49,1,1,0.42110700004268437,0.7,0
15,1,50,2,3,0.4307909999741241,0.7,1
15,1,51,6,6,0.49007320003584026,0.7,0
15,1,52,1,,,0.7,
15,1,53,5,4,0.4508699000114575,0.7,1
15,1,54,1,1,0.39396480000577866,0.7,0
15,1,55,6,6,0.4016935999505222,0.7,0
15,1,56,3,4,0.4589033999480307,0.7,1
15,1,57,4,,,0.7,
15,1,58,1,1,0.3746081999968737,0.7,0
15,1,59,2,2,0.4281139999628067,0.7,0
15,1,60,6,6,0.43657219999004154,0.7,0
15,1,61,2,2,0.459401600016281,0.7,0
15,1,62,6,6,0.39261789999436586,0.7,0
15,1,63,2,1,0.47960959998890756,0.7,1
15,1,64,3,3,0.49750370003748684,0.7,0
15,1,65,4,4,0.4485910000046715,0.7,0
15,1,66,1,1,0.4586030999897048,0.7,0
15,1,67,5,,,0.7,
15,1,68,4,4,0.436890499969013,0.7,0
15,1,69,5,5,0.4287087999517098,0.7,0
15,1,70,3,,,0.7,
15,1,71,2,2,0.3881765999365598,0.7,0
15,1,72,6,6,0.3735397000098601,0.7,0
15,1,73,5,4,0.39506329998839645,0.7,1
15,1,74,6,6,0.4765990999992937,0.7,0
15,1,75,1,1,0.49335369998589157,0.7,0
15,1,76,6,6,0.4208812999539077,0.7,0
15,1,77,3,5,0.40966279997956007,0.7,1
15,1,78,4,5,0.41398380005266516,0.7,1
15,1,79,1,2,0.49760129996575414,0.7,1
15,1,80,5,,,0.7,
15,1,81,6,,,0.7,
15,1,82,2,,,0.7,
15,1,83,4,4,0.387286000023596,0.7,0
15,1,84,1,1,0.41463730002287774,0.7,0
15,1,85,2,2,0.37997859991155564,0.7,0
15,1,86,3,3,0.4514878999441862,0.7,0
15,1,87,4,4,0.3583152000326663,0.7,0
15,1,88,2,2,0.4762414000695571,0.7,0
15,1,89,6,6,0.4866148000117391,0.7,0
15,1,90,5,5,0.4792408999754116,0.7,0
15,1,91,1,1,0.4907977000810206,0.7,0
15,1,92,5,,,0.7,
15,1,93,3,,,0.7,
15,1,94,4,,,0.7,
15,1,95,1,1,0.40284830001182853,0.7,0
15,1,96,2,2,0.3872116999235004,0.7,0
15,1,97,6,6,0.3942847999976948,0.7,0
15,1,98,2,3,0.42070019997190683,0.7,1
15,1,99,6,6,0.486471699969843,0.7,0
15,1,100,2,2,0.4934033000143245,0.7,0
15,1,101,6,6,0.44173519995529203,0.7,0
15,1,102,5,4,0.46264130000490694,0.7,1
15,1,103,3,,,0.7,
15,1,104,4,5,0.430185000016354,0.7,1
15,1,105,1,1,0.428354899934493,0.7,0
15,1,106,2,2,0.47034970002714543,0.7,0
15,1,107,5,,,0.7,
15,1,108,3,2,0.42292100000195204,0.7,1
15,1,109,1,1,0.46293749993201344,0.7,0
15,1,110,2,2,0.4862515000393614,0.7,0
15,1,111,4,4,0.3516768000088632,0.7,0
15,1,112,1,,,0.7,
15,1,113,4,4,0.4926561000291258,0.7,0
15,1,114,1,1,0.3807469000574201,0.7,0
15,1,115,5,6,0.43254309992771595,0.7,1
15,1,116,3,,,0.7,
15,1,117,4,4,0.33939129994250833,0.7,0
15,1,118,1,1,0.3806306001031771,0.7,0
15,1,119,2,2,0.3924624999752268,0.7,0
15,1,120,5,5,0.47316250002477317,0.7,0
15,1,121,4,4,0.48007389991544186,0.7,0
15,1,122,5,5,0.38658460003789513,0.7,0
15,1,123,2,,,0.7,
15,1,124,6,6,0.36723419995978474,0.7,0
15,1,125,5,5,0.43642039999831467,0.7,0
15,1,126,2,2,0.4076565000694245,0.7,0
15,1,127,5,4,0.4727393000619486,0.7,1
15,1,128,6,,,0.7,
15,1,129,5,5,0.402133100037463,0.7,0
15,1,130,3,3,0.4920844999840483,0.7,0
15,1,131,4,3,0.4714929000008851,0.7,1
15,1,132,6,5,0.43070380000863223,0.7,1
15,1,133,5,,,0.7,
15,1,134,2,3,0.4717114000348374,0.7,1
15,1,135,6,,,0.7,
15,1,136,4,5,0.33970029996708034,0.7,1
15,1,137,5,5,0.35265729990787803,0.7,0
15,1,138,4,4,0.47171510006301104,0.7,0
15,1,139,3,,,0.7,
15,1,140,6,6,0.4020400000270456,0.7,0
15,1,141,5,5,0.4079349999781698,0.7,0
15,1,142,3,,,0.7,
15,1,143,4,5,0.3747019000118598,0.7,1
15,1,144,1,1,0.4572017000289634,0.7,0
15,2,145,4,4,0.35440570006612687,0.7,0
15,2,146,1,1,0.4078795000212267,0.7,0
15,2,147,2,2,0.3179188000038266,0.7,0
15,2,148,6,6,0.423723000055179,0.7,0
15,2,149,4,4,0.40732999991159885,0.7,0
15,2,150,1,1,0.47271990003064274,0.7,0
15,2,151,4,5,0.4304556999821216,0.7,1
15,2,152,5,5,0.3963606999721378,0.7,0
15,2,153,1,,,0.7,
15,2,154,3,4,0.4717136000515893,0.7,1
15,2,155,4,4,0.38679050009232013,0.7,0
15,2,156,5,5,0.33822839993517845,0.7,0
15,2,157,3,4,0.4792291000019759,0.7,1
15,2,158,4,4,0.37976339990273117,0.7,0
15,2,159,5,6,0.4663676000898704,0.7,1
15,2,160,1,1,0.38649050001986324,0.7,0
15,2,161,2,2,0.41442670004907994,0.7,0
15,2,162,6,6,0.4420865999534726,0.7,0
15,2,163,5,5,0.35777820001821964,0.7,0
15,2,164,3,3,0.44910319994669406,0.7,0
15,2,165,4,4,0.3333913000067696,0.7,0
15,2,166,2,1,0.44417860005050896,0.7,1
15,2,167,6,6,0.3743831999134272,0.7,0
15,2,168,1,1,0.37485729991458355,0.7,0
15,2,169,2,2,0.3935870000394061,0.7,0
15,2,170,6,6,0.4731158000184223,0.7,0
15,2,171,5,5,0.3822039999766275,0.7,0
