sid,bid,tid,stimulus_location,response_location,response_time,response_deadline,error
11,1,1,2,,,0.7,
11,1,2,1,2,0.4352830999530852,0.7,1
11,1,3,3,,,0.7,
11,1,4,5,5,0.4092321001924574,0.7,0
11,1,5,3,,,0.7,
11,1,6,4,,,0.7,
11,1,7,1,1,0.37527949986979364,0.7,0
11,1,8,6,6,0.4288522002287209,0.7,0
11,1,9,3,3,0.4727801999077201,0.7,0
11,1,10,6,6,0.4650970000773668,0.7,0
11,1,11,5,,,0.7,
11,1,12,6,6,0.46516089998185634,0.7,0
11,1,13,1,1,0.3870477999560535,0.7,0
11,1,14,4,,,0.7,
11,1,15,3,3,0.4646869000978768,0.7,0
11,1,16,2,,,0.7,
11,1,17,6,6,0.3933244996704161,0.7,0
11,1,18,1,1,0.3652278000488877,0.7,0
11,1,19,4,3,0.4383814001455903,0.7,1
11,1,20,1,,,0.7,
11,1,21,2,2,0.41593460012227296,0.7,0
11,1,22,6,6,0.3735423001460731,0.7,0
11,1,23,5,4,0.41354680033400654,0.7,1
11,1,24,1,1,0.44176499983295797,0.7,0
11,1,25,2,,,0.7,
11,1,26,5,5,0.45780969988554715,0.7,0
11,1,27,2,2,0.4849299999885261,0.7,0
11,1,28,4,,,0.7,
11,1,29,1,1,0.42996469996869563,0.7,0
11,1,30,2,,,0.7,
11,1,31,6,6,0.4022846000269055,0.7,0
11,1,32,2,2,0.3866884998977184,0.7,0
11,1,33,5,4,0.4933142002671957,0.7,1
11,1,34,1,2,0.4725371000356972,0.7,1
11,1,35,5,,,0.7,
11,1,36,2,2,0.4368073998019099,0.7,0
11,1,37,6,6,0.4430334998294711,0.7,0
11,1,38,5,5,0.5003421997651458,0.7,0
11,1,39,6,6,0.5007949999533594,0.7,0
11,1,40,4,,,0.7,
11,1,41,3,,,0.7,
11,1,42,4,,,0.7,
11,1,43,3,3,0.460814399830997,0.7,0
11,1,44,4,,,0.7,
11,1,45,5,5,0.4361342999152839,0.7,0
11,1,46,3,,,0.7,
11,1,47,2,3,0.36516520027071236,0.7,1
11,1,48,6,,,0.7,
11,1,49,3,3,0.4884904997423291,0.7,0
11,1,50,6,6,0.3595927000977099,0.7,0
11,1,51,3,3,0.3394843998365104,0.7,0
11,1,52,2,2,0.493231999874115,0.7,0
11,1,53,5,5,0.4632329002022743,0.7,0
11,1,54,6,6,0.4587244998663664,0.7,0
11,1,55,5,,,0.7,
11,1,56,6,6,0.4020476003177464,0.7,0
11,1,57,5,5,0.47790579982101916,0.7,0
11,1,58,1,1,0.3668260999955237,0.7,0
11,1,59,2,,,0.7,
11,1,60,1,2,0.3532535999082029,0.7,1
11,1,61,2,,,0.7,
11,1,62,5,5,0.3566821997053921,0.7,0
11,1,63,3,3,0.4987890996970236,0.7,0
11,1,64,6,6,0.38266220008954405,0.7,0
11,1,65,1,1,0.45155509999021887,0.7,0
11,1,66,2,,,0.7,
11,1,67,6,,,0.7,
11,1,68,5,5,0.38316559996455907,0.7,0
11,1,69,1,1,0.47046379996463655,0.7,0
11,1,70,4,,,0.7,
11,1,71,1,1,0.3950821000151336,0.7,0
11,1,72,6,6,0.3808064001612365,0.7,0
11,1,73,5,5,0.42411219999194144,0.7,0
11,1,74,1,1,0.39949450008571147,0.7,0
11,1,75,5,5,0.40705470014363526,0.7,0
11,1,76,3,3,0.5069315002299846,0.7,0
11,1,77,4,,,0.7,
11,1,78,1,1,0.3741576999425888,0.7,0
11,1,79,4,5,0.3941804000176489,0.7,1
11,1,80,1,1,0.415616699680686,0.7,0
11,1,81,3,,,0.7,
11,1,82,4,4,0.47165330005809664,0.7,0
11,1,83,5,5,0.4922152996994555,0.7,0
11,1,84,3,3,0.49359820010140537,0.7,0
11,1,85,6,6,0.4315302001312375,0.7,0
11,1,86,5,,,0.7,
11,1,87,3,,,0.7,
11,1,88,2,2,0.4902785999700427,0.7,0
11,1,89,5,5,0.3661598998121917,0.7,0
11,1,90,2,2,0.4690144999884069,0.7,0
11,1,91,5,5,0.5038742997683585,0.7,0
11,1,92,3,,,0.7,
11,1,93,4,,,0.7,
11,1,94,1,1,0.3609311000443995,0.7,0
11,1,95,6,6,0.33132080007344483,0.7,0
11,1,96,4,4,0.4410504002124071,0.7,0
11,1,97,6,6,0.40737659968435763,0.7,0
11,1,98,4,,,0.7,
11,1,99,1,1,0.40896770004183053,0.7,0
11,1,100,2,2,0.4992868003435433,0.7,0
11,1,101,6,6,0.35523280007764696,0.7,0
11,1,102,5,,,0.7,
11,1,103,4,4,0.4022308999672532,0.7,0
11,1,104,1,1,0.3528116999194026,0.7,0
11,1,105,4,4,0.4433558999560773,0.7,0
11,1,106,1,1,0.4240249001421034,0.7,0
11,1,107,5,5,0.4622692998498678,0.7,0
11,1,108,3,,,0.7,
11,1,109,4,4,0.39504990000277757,0.7,0
11,1,110,1,1,0.33166319988667964,0.7,0
11,1,111,6,6,0.34298359993845223,0.7,0
11,1,112,1,1,0.4656387001276016,0.7,0
11,1,113,5,,,0.7,
11,1,114,3,3,0.4646502995863557,0.7,0
11,1,115,6,6,0.4008815001696348,0.7,0
11,1,116,5,5,0.4573149999603629,0.7,0
11,1,117,3,3,0.47301579983904957,0.7,0
11,1,118,4,,,0.7,
11,1,119,1,1,0.3811060001142323,0.7,0
11,1,120,2,2,0.4707007000222802,0.7,0
11,1,121,4,4,0.41558569967746734,0.7,0
11,1,122,1,1,0.44489730028435587,0.7,0
11,1,123,4,4,0.43024350022897123,0.7,0
11,1,124,5,5,0.4649335999973118,0.7,0
11,1,125,4,4,0.39243710013106464,0.7,0
11,1,126,1,1,0.4099598002620041,0.7,0
11,1,127,2,2,0.41355879995971917,0.7,0
11,1,128,4,4,0.37215299969539045,0.7,0
11,1,129,6,6,0.4344865998253226,0.7,0
11,1,130,1,1,0.4307436996139586,0.7,0
11,1,131,2,2,0.43062320044264196,0.7,0
11,1,132,5,5,0.4586207002401352,0.7,0
11,1,133,2,2,0.38906240016222,0.7,0
11,1,134,6,6,0.42455869978293775,0.7,0
11,1,135,5,5,0.44187029981985687,0.7,0
11,1,136,3,,,0.7,
11,1,137,2,,,0.7,
11,1,138,6,6,0.39932109992951154,0.7,0
11,1,139,5,5,0.3867298003286123,0.7,0
11,1,140,3,3,0.48235989985987543,0.7,0
11,1,141,2,2,0.4203861003741622,0.7,0
11,1,142,3,3,0.47194190016016363,0.7,0
11,1,143,4,,,0.7,
11,1,144,6,6,0.3881326999515295,0.7,0
11,2,145,5,5,0.3967166000045836,0.7,0
11,2,146,4,4,0.38081599976867436,0.7,0
11,2,147,5,5,0.37304790010675787,0.7,0
11,2,148,4,4,0.38563239965587853,0.7,0
11,2,149,6,6,0.37934969989582895,0.7,0
11,2,150,5,5,0.4163857001811266,0.7,0
11,2,151,6,6,0.4238440000452101,0.7,0
11,2,152,2,3,0.46943820007145404,0.7,1
11,2,153,6,6,0.44881870010867714,0.7,0
11,2,154,2,2,0.4444538999348879,0.7,0
11,2,155,3,4,0.4725527001544833,0.7,1
11,2,156,1,2,0.4095866998657584,0.7,1
11,2,157,2,1,0.40687660006806253,0.7,1
11,2,158,6,6,0.3887047001160681,0.7,0
11,2,159,5,5,0.4725325002335012,0.7,0
11,2,160,1,2,0.36104540033265947,0.7,1
11,2,161,5,6,0.39596169972792267,0.7,1
11,2,162,2,2,0.44180789981037377,0.7,0
11,2,162,2,3,0.441915800049901,0.7,1
11,2,163,1,1,0.47679120041429995,0.7,0
11,2,164,4,,,0.7,
11,2,165,1,1,0.36714010005816816,0.7,0
11,2,166,2,2,0.4638444000855088,0.7,0
11,2,167,3,3,0.4323533998802304,0.7,0
11,2,168,1,1,0.44521949971094726,0.7,0
11,2,169,4,,,0.7,
11,2,170,2,2,0.4020308001898229,0.7,0
11,2,171,6,6,0.38006919967010616,0.7,0
11,2,172,5,5,0.4570576000958681,0.7,0
11,2,173,2,,,0.7,
11,2,174,6,6,0.409409200027585,0.7,0
11,2,175,2,2,0.5056215000338853,0.7,0
11,2,176,1,1,0.43312740018591284,0.7,0
11,2,177,6,6,0.3577350999228656,0.7,0
11,2,178,5,5,0.39233730006963013,0.7,0
11,2,179,4,4,0.47887719999998807,0.7,0
11,2,180,3,,,0.7,
11,2,181,4,4,0.38809540001675485,0.7,0
11,2,182,1,1,0.46418319987133144,0.7,0
11,2,183,5,6,0.3241624000482261,0.7,1
11,2,184,3,2,0.4931762001477182,0.7,1
11,2,185,4,4,0.4351292999461293,0.7,0
11,2,186,1,,,0.7,
11,2,187,2,1,0.3881630000658333,0.7,1
11,2,188,4,5,0.48432800006121396,0.7,1
11,2,189,1,1,0.4082171001471579,0.7,0
11,2,190,5,,,0.7,
11,2,191,3,3,0.4995485001243651,0.7,0
11,2,192,6,6,0.42886520009487866,0.7,0
11,2,193,5,5,0.47859309958294033,0.7,0
11,2,194,2,,,0.7,
11,2,195,6,,,0.7,
11,2,196,2,2,0.36760740000754594,0.7,0
11,2,197,6,6,0.35906860018149017,0.7,0
11,2,198,4,4,0.43448530016466974,0.7,0
11,2,199,3,,,0.7,
11,2,200,6,6,0.394994300045073,0.7,0
11,2,201,1,1,0.38762469980865716,0.7,0
11,2,202,2,2,0.4224491000175476,0.7,0
11,2,203,1,1,0.43509529968723654,0.7,0
11,2,204,4,,,0.7,
11,2,205,6,6,0.3741685000248253,0.7,0
11,2,206,5,5,0.4014899997971952,0.7,0
11,2,207,2,,,0.7,
11,2,208,4,5,0.3810803002677858,0.7,1
11,2,209,3,3,0.4571789002045989,0.7,0
11,2,210,4,5,0.3955364000983536,0.7,1
11,2,211,1,1,0.46273640003055333,0.7,0
11,2,212,2,,,0.7,
11,2,213,6,6,0.38117809984833,0.7,0
11,2,214,5,5,0.35958590004593133,0.7,0
11,2,215,3,3,0.470958099886775,0.7,0
11,2,216,4,4,0.46560619976371526,0.7,0
11,2,217,1,1,0.39986149985343217,0.7,0
11,2,218,5,5,0.427551699988544,0.7,0
11,2,219,4,4,0.4351610003039241,0.7,0
11,2,220,1,1,0.43781349966302513,0.7,0
11,2,221,2,2,0.44160049986094235,0.7,0
11,2,222,6,6,0.3723310997709632,0.7,0
11,2,223,5,5,0.4340922997333109,0.7,0
11,2,224,3,3,0.485988700017333,0.7,0
11,2,225,5,5,0.41634259996935724,0.7,0
11,2,226,3,3,0.44413850009441375,0.7,0
11,2,227,1,1,0.43028319971635937,0.7,0
11,2,228,2,2,0.4797349997796118,0.7,0
11,2,229,6,6,0.46236939979717134,0.7,0
11,2,230,2,2,0.438100900221616,0.7,0
11,2,231,4,4,0.3858606998808682,0.7,0
11,2,232,1,1,0.4141252997331321,0.7,0
11,2,233,2,3,0.4691950000822544,0.7,1
11,2,234,5,4,0.4564553999342024,0.7,1
11,2,235,3,2,0.46983829997479915,0.7,1
11,2,236,4,5,0.4210936000570655,0.7,1
11,2,237,2,1,0.3784849002957344,0.7,1
11,2,238,6,5,0.4242940998636186,0.7,1
11,2,239,3,2,0.5047349000349641,0.7,1
11,2,239,3,3,0.5048387001268566,0.7,0
11,2,240,4,,,0.7,
11,2,241,1,1,0.38815860003232955,0.7,0
11,2,242,6,6,0.35961629981175064,0.7,0
11,2,243,2,2,0.42192550022155045,0.7,0
11,2,244,3,,,0.7,
11,2,245,5,5,0.4020440999418497,0.7,0
11,2,246,6,6,0.47112750001251696,0.7,0
11,2,247,3,2,0.3942018004134297,0.7,1
11,2,248,2,2,0.39551250003278254,0.7,0
11,2,249,4,6,0.3094503997825086,0.7,1
11,2,250,1,2,0.45121320029720663,0.7,1
11,2,251,2,2,0.4350962002761662,0.7,0
11,2,252,6,6,0.430190999712795,0.7,0
11,2,253,2,2,0.4650100001133978,0.7,0
11,2,254,4,4,0.4143211000598967,0.7,0
11,2,255,1,1,0.4632193000987172,0.7,0
11,2,256,6,6,0.43088259985670446,0.7,0
11,2,257,5,5,0.48727939995005726,0.7,0
11,2,258,1,2,0.4800041999667883,0.7,1
11,2,259,2,,,0.7,
11,2,260,3,3,0.4438563000410795,0.7,0
11,2,261,5,5,0.3868188999593258,0.7,0
11,2,262,3,3,0.40058309976011514,0.7,0
11,2,263,4,,,0.7,
11,2,264,3,3,0.4369092999957502,0.7,0
11,2,265,4,5,0.4428116001188755,0.7,1
11,2,266,3,3,0.4510820002295077,0.7,0
11,2,267,4,4,0.3578181999735534,0.7,0
11,2,268,6,6,0.40699240025132893,0.7,0
11,2,269,5,,,0.7,
11,2,270,4,4,0.3881248000077903,0.7,0
11,2,271,1,1,0.41376630002632736,0.7,0
11,2,272,3,3,0.3588684999383986,0.7,0
11,2,273,5,4,0.27383089968934654,0.7,1
11,2,274,1,2,0.48457459984347223,0.7,1
11,2,275,2,,,0.7,
11,2,276,6,6,0.4021334999240935,0.7,0
11,2,277,3,3,0.4014411002397537,0.7,0
11,2,278,4,5,0.4001878003589809,0.7,1
11,2,279,1,1,0.476509500015527,0.7,0
11,2,280,5,,,0.7,
11,2,281,3,4,0.388128300383687,0.7,1
11,2,282,5,5,0.4013983003795147,0.7,0
11,2,283,4,4,0.4220411001704633,0.7,0
11,2,284,1,1,0.4247308999300003,0.7,0
11,2,285,5,5,0.45190960001200436,0.7,0
11,2,286,3,3,0.4063860999420285,0.7,0
11,2,287,4,,,0.7,
11,2,288,1,1,0.43730840012431144,0.7,0
11,3,289,2,2,0.4683374997228384,0.7,0
11,3,290,6,6,0.4010805000551045,0.7,0
11,3,291,2,2,0.4716764997690916,0.7,0
11,3,292,3,3,0.46247939970344304,0.7,0
11,3,293,4,4,0.40966690024361013,0.7,0
11,3,294,2,2,0.42791649997234343,0.7,0
11,3,295,3,3,0.4277898997068405,0.7,0
11,3,296,1,1,0.413844099920243,0.7,0
11,3,297,2,1,0.400471599958837,0.7,1
11,3,298,4,4,0.44902260014787315,0.7,0
11,3,299,1,1,0.43011670019477605,0.7,0
11,3,300,2,2,0.44430420007556676,0.7,0
11,3,301,6,6,0.4240301001816988,0.7,0
11,3,302,3,,,0.7,
11,3,303,4,1,0.4856530001387,0.7,1
11,3,304,1,1,0.3736460001207888,0.7,0
11,3,305,2,2,0.3936793000437319,0.7,0
11,3,306,6,5,0.38168409997597336,0.7,1
11,3,307,1,6,0.3510489996522665,0.7,1
11,3,308,2,2,0.3956553998403251,0.7,0
11,3,309,6,6,0.3859276996925473,0.7,0
11,3,310,2,2,0.3718773999251425,0.7,0
11,3,311,1,1,0.48358779978007077,0.7,0
11,3,312,2,2,0.5051869998686016,0.7,0
11,3,313,6,6,0.42408800004050135,0.7,0
11,3,314,4,4,0.5039765999652446,0.7,0
11,3,315,2,,,0.7,
11,3,316,6,6,0.4646377998404205,0.7,0
11,3,317,5,5,0.5055960996076465,0.7,0
11,3,318,3,3,0.4471385001204908,0.7,0
11,3,319,4,,,0.7,
11,3,320,1,1,0.33236400010064243,0.7,0
11,3,321,2,3,0.42249530013650655,0.7,1
11,3,322,6,6,0.452365299873054,0.7,0
11,3,323,5,5,0.45908170025795697,0.7,0
11,3,324,4,4,0.4453988002613187,0.7,0
11,3,325,1,1,0.4797072999179363,0.7,0
11,3,326,2,2,0.3787055999971926,0.7,0
11,3,327,5,6,0.38183629997074603,0.7,1
11,3,328,6,6,0.434990899823606,0.7,0
11,3,329,5,5,0.4858986001461744,0.7,0
11,3,330,4,4,0.4515059000812471,0.7,0
11,3,331,1,2,0.41461419984698294,0.7,1
11,3,332,5,6,0.3453422996215522,0.7,1
11,3,333,3,2,0.37960119983181356,0.7,1
11,3,334,4,4,0.42403650023043155,0.7,0
11,3,335,3,3,0.4345832999795675,0.7,0
11,3,336,5,,,0.7,
11,3,337,1,1,0.40896450001746415,0.7,0
11,3,338,2,2,0.505035099759698,0.7,0
11,3,339,5,5,0.44999339962378143,0.7,0
11,3,340,6,6,0.47911130003631114,0.7,0
11,3,341,5,,,0.7,
11,3,342,3,3,0.3881074001081288,0.7,0
11,3,343,1,1,0.3868979003280401,0.7,0
11,3,344,2,2,0.4155109000392258,0.7,0
11,3,345,3,3,0.40818099975585936,0.7,0
11,3,346,1,1,0.42818940030410885,0.7,0
11,3,347,5,5,0.41354489997029303,0.7,0
11,3,348,3,3,0.4696024998091161,0.7,0
11,3,349,1,1,0.4075041997246444,0.7,0
11,3,350,4,,,0.7,
11,3,351,1,1,0.3323255001567304,0.7,0
11,3,352,2,2,0.3874135000631213,0.7,0
11,3,353,6,6,0.3694341999478638,0.7,0
11,3,354,3,,,0.7,
11,3,355,4,4,0.43034489983692764,0.7,0
11,3,356,5,5,0.3392340999096632,0.7,0
11,3,357,3,4,0.43640550011768936,0.7,1
11,3,358,4,4,0.49081299984827637,0.7,0
11,3,359,6,6,0.4371951000764966,0.7,0
11,3,360,4,4,0.4762002999894321,0.7,0
11,3,361,5,6,0.5068552998825908,0.7,1
11,3,362,3,3,0.48341469997540115,0.7,0
11,3,363,4,,,0.7,
11,3,364,1,1,0.38115839958190917,0.7,0
11,3,365,4,5,0.35276810005307196,0.7,1
11,3,366,1,1,0.4573361000046134,0.7,0
11,3,367,3,3,0.4310322000645101,0.7,0
11,3,368,2,2,0.4511754998937249,0.7,0
11,3,369,3,,,0.7,
11,3,370,4,4,0.38813240006566047,0.7,0
11,3,371,6,6,0.4088949996046722,0.7,0
11,3,372,5,5,0.4436351002193987,0.7,0
11,3,373,6,6,0.451596600189805,0.7,0
11,3,374,2,2,0.48348800018429755,0.7,0
11,3,375,6,6,0.4416825000196695,0.7,0
11,3,376,1,2,0.3789922000840306,0.7,1
11,3,377,2,,,0.7,
11,3,378,3,3,0.3810889001004398,0.7,0
11,3,379,2,2,0.3801348001696169,0.7,0
11,3,380,6,6,0.36264989962801336,0.7,0
11,3,381,2,2,0.46469909995794295,0.7,0
11,3,382,5,5,0.43429389987140893,0.7,0
11,3,383,3,,,0.7,
11,3,384,4,4,0.3323687996715307,0.7,0
11,3,385,1,1,0.31034900033846496,0.7,0
11,3,386,2,2,0.3730563998222351,0.7,0
11,3,387,6,6,0.3669394000433385,0.7,0
11,3,388,5,5,0.4135029001161456,0.7,0
11,3,389,6,6,0.43541570026427506,0.7,0
11,3,390,5,5,0.42766060000285505,0.7,0
11,3,391,3,3,0.42132999999448656,0.7,0
11,3,392,4,5,0.4169210998341441,0.7,1
11,3,393,2,1,0.388487199973315,0.7,1
11,3,394,6,6,0.444993900321424,0.7,0
11,3,395,3,2,0.3608799001201987,0.7,1
11,3,396,5,5,0.4377898999489844,0.7,0
11,3,397,6,6,0.4139440000988543,0.7,0
11,3,398,1,1,0.4938450001180172,0.7,0
11,3,399,2,2,0.4905163996852934,0.7,0
11,3,400,6,6,0.43758169999346136,0.7,0
11,3,401,2,2,0.46501889983192085,0.7,0
11,3,402,5,5,0.3798990000039339,0.7,0
11,3,403,6,6,0.479192999843508,0.7,0
11,3,404,2,2,0.4349277999252081,0.7,0
11,3,405,5,5,0.46522289998829364,0.7,0
11,3,406,6,6,0.4210564998909831,0.7,0
11,3,407,5,5,0.4931274998933077,0.7,0
11,3,408,3,3,0.4420800001360476,0.7,0
11,3,409,4,4,0.5041330002248288,0.7,0
11,3,410,2,2,0.4589517998509109,0.7,0
11,3,411,6,6,0.3954419998452067,0.7,0
11,3,412,5,5,0.39323769994080066,0.7,0
11,3,413,6,6,0.48640740029513835,0.7,0
11,3,414,5,,,0.7,
11,3,415,2,2,0.4647359998896718,0.7,0
11,3,416,1,2,0.3590405003167689,0.7,1
11,3,417,2,2,0.4300303000025451,0.7,0
11,3,418,4,,,0.7,
11,3,419,3,,,0.7,
11,3,420,6,6,0.36843300024047493,0.7,0
11,3,421,2,2,0.2760313997976482,0.7,0
11,3,422,6,6,0.34953450011089443,0.7,0
11,3,423,5,4,0.40616789991036056,0.7,1
11,3,424,3,2,0.40999049991369246,0.7,1
11,3,425,4,3,0.27455269983038305,0.7,1
11,3,426,3,3,0.49376830011606215,0.7,0
11,3,427,2,2,0.4417123000137508,0.7,0
11,3,428,6,6,0.38611469995230435,0.7,0
11,3,429,5,5,0.48358079995959996,0.7,0
11,3,430,1,1,0.4240444998256862,0.7,0
11,3,431,2,2,0.49052649987861513,0.7,0
11,3,432,6,6,0.4238163001835346,0.7,0
11,4,433,4,4,0.40328799998387693,0.7,0
11,4,434,1,1,0.4624596999026835,0.7,0
11,4,435,2,2,0.41519479984417557,0.7,0
11,4,436,4,4,0.40679979994893073,0.7,0
11,4,437,1,2,0.4305807000026107,0.7,1
11,4,438,2,2,0.47285009985789656,0.7,0
11,4,439,6,6,0.34695350024849175,0.7,0
11,4,440,5,5,0.3862612002529204,0.7,0
11,4,441,3,2,0.4065923999994993,0.7,1
11,4,442,4,4,0.5007691999897361,0.7,0
11,4,443,1,1,0.47952390015125274,0.7,0
11,4,444,2,2,0.47002229997888206,0.7,0
11,4,445,4,4,0.49993750005960463,0.7,0
11,4,446,2,,,0.7,
11,4,447,6,,,0.7,
11,4,448,2,2,0.3527500999160111,0.7,0
11,4,449,6,6,0.37996979961171745,0.7,0
11,4,450,2,1,0.4337000001221895,0.7,1
11,4,451,6,6,0.5003059000708163,0.7,0
11,4,452,1,,,0.7,
11,4,453,3,3,0.3323997000232339,0.7,0
11,4,454,4,4,0.4020845999009907,0.7,0
11,4,455,3,3,0.45057400008663534,0.7,0
11,4,456,2,1,0.4518349000252783,0.7,1
11,4,457,1,1,0.44889239985495805,0.7,0
11,4,458,2,,,0.7,
11,4,459,6,6,0.3881469999440014,0.7,0
11,4,460,5,5,0.428494500182569,0.7,0
11,4,461,6,6,0.40075230011716484,0.7,0
11,4,462,4,4,0.45573500003665685,0.7,0
11,4,463,3,3,0.421028000023216,0.7,0
11,4,464,4,5,0.43735669991001486,0.7,1
11,4,465,6,6,0.4133286999538541,0.7,0
11,4,466,5,5,0.4217314996756613,0.7,0
11,4,467,4,4,0.4727844001725316,0.7,0
11,4,468,6,6,0.38893230045214294,0.7,0
11,4,469,1,1,0.35178880039602517,0.7,0
11,4,470,5,5,0.4136280000209808,0.7,0
11,4,471,2,2,0.4417183997109532,0.7,0
11,4,472,4,4,0.3930976001545787,0.7,0
11,4,473,1,1,0.4163149997591972,0.7,0
11,4,474,3,3,0.48671110039576887,0.7,0
11,4,475,4,4,0.44460679981857537,0.7,0
11,4,476,3,3,0.46531179985031484,0.7,0
11,4,477,5,5,0.45575849963352083,0.7,0
11,4,478,3,3,0.4981073999777436,0.7,0
11,4,479,1,1,0.39343619970604776,0.7,0
11,4,480,3,3,0.4451101000420749,0.7,0
11,4,481,4,4,0.4449429001659155,0.7,0
11,4,482,3,3,0.4759186997078359,0.7,0
11,4,483,5,6,0.47925009969621896,0.7,1
11,4,484,3,3,0.4283326996490359,0.7,0
11,4,485,4,4,0.4352197998203337,0.7,0
11,4,486,1,1,0.4030989000573754,0.7,0
11,4,487,2,2,0.4234345999546349,0.7,0
11,4,488,5,5,0.37946820044890045,0.7,0
11,4,489,2,2,0.4002805000171065,0.7,0
11,4,490,3,3,0.43047989970073103,0.7,0
11,4,491,5,5,0.4167541998438537,0.7,0
11,4,492,3,3,0.4096120998263359,0.7,0
11,4,493,1,1,0.358205199893564,0.7,0
11,4,494,3,3,0.36497880024835466,0.7,0
11,4,495,4,,,0.7,
11,4,496,3,3,0.3672062002122402,0.7,0
11,4,497,2,1,0.4146712000481784,0.7,1
11,4,498,5,5,0.38722570026293396,0.7,0
11,4,499,1,1,0.3745212002657354,0.7,0
11,4,500,2,3,0.3890885000117123,0.7,1
11,4,501,6,6,0.49298089994117616,0.7,0
11,4,502,5,5,0.38552079973742365,0.7,0
11,4,503,4,4,0.4003105998970568,0.7,0
11,4,504,1,2,0.3167924999259412,0.7,1
11,4,505,2,,,0.7,
11,4,506,6,6,0.36719409953802823,0.7,0
11,4,507,3,3,0.4220442000776529,0.7,0
11,4,508,6,6,0.3865845000371337,0.7,0
11,4,509,1,1,0.3794051997363567,0.7,0
11,4,510,2,2,0.431137500051409,0.7,0
11,4,511,1,2,0.4510522998869419,0.7,1
11,4,512,2,2,0.49751610001549124,0.7,0
11,4,513,3,3,0.45814859978854655,0.7,0
11,4,514,4,4,0.4579931997694075,0.7,0
11,4,515,6,6,0.423392500448972,0.7,0
11,4,516,3,3,0.4424831002950668,0.7,0
11,4,517,1,1,0.41022379994392394,0.7,0
11,4,518,3,3,0.42090960005298256,0.7,0
11,4,519,4,4,0.42123590009287,0.7,0
11,4,520,1,1,0.4448660995811224,0.7,0
11,4,521,2,2,0.49317749980837106,0.7,0
11,4,522,6,6,0.428504800144583,0.7,0
11,4,523,5,,,0.7,
11,4,524,3,3,0.39541159961372613,0.7,0
11,4,525,4,4,0.49141279999166726,0.7,0
11,4,526,1,1,0.3666939001530409,0.7,0
11,4,527,2,2,0.3651269000954926,0.7,0
11,4,528,6,6,0.4095052999444306,0.7,0
11,4,529,1,2,0.3930519998073578,0.7,1
11,4,530,6,6,0.40260030021890997,0.7,0
11,4,531,5,,,0.7,
11,4,532,6,5,0.40897500021383165,0.7,1
11,4,533,5,4,0.44933740021660923,0.7,1
11,4,534,6,6,0.4286373003385961,0.7,0
11,4,535,3,3,0.41377379996702074,0.7,0
11,4,536,6,5,0.39413029998540877,0.7,1
11,4,537,2,2,0.48636449985206126,0.7,0
11,4,538,1,1,0.4307486998848617,0.7,0
11,4,539,2,2,0.4792764002457261,0.7,0
11,4,540,6,6,0.3861617000773549,0.7,0
11,4,541,2,2,0.4691574999131262,0.7,0
11,4,542,6,6,0.39913610015064477,0.7,0
11,4,543,5,5,0.4552663999609649,0.7,0
11,4,544,6,6,0.4072720997035503,0.7,0
11,4,545,1,1,0.409211599919945,0.7,0
11,4,546,2,2,0.3715805999934673,0.7,0
11,4,547,5,6,0.3791747998446226,0.7,1
11,4,548,1,1,0.44433850022032856,0.7,0
11,4,549,2,2,0.4518603996373713,0.7,0
11,4,550,5,5,0.37946599973365663,0.7,0
11,4,551,6,6,0.40638160025700926,0.7,0
11,4,552,5,5,0.5017667000181973,0.7,0
11,4,553,2,2,0.49316969998180865,0.7,0
11,4,554,6,6,0.45632899990305303,0.7,0
11,4,555,5,5,0.4771619999781251,0.7,0
11,4,556,3,3,0.49377729995176195,0.7,0
11,4,557,6,6,0.43484710035845636,0.7,0
11,4,558,3,3,0.4768422001041472,0.7,0
11,4,559,2,2,0.47946260003373026,0.7,0
11,4,560,6,6,0.3583836999721825,0.7,0
11,4,561,5,5,0.44805159997195004,0.7,0
11,4,562,3,3,0.4442731996066868,0.7,0
11,4,563,4,5,0.486657200101763,0.7,1
11,4,564,1,1,0.4381328999996185,0.7,0
11,4,565,3,3,0.3996241997927427,0.7,0
11,4,566,4,4,0.4208076002076268,0.7,0
11,4,567,1,1,0.4864185999147594,0.7,0
11,4,568,6,,,0.7,
11,4,569,5,5,0.388028899859637,0.7,0
11,4,570,3,3,0.4355934999883175,0.7,0
11,4,571,1,1,0.3447621000930667,0.7,0
11,4,572,2,2,0.41003039963543414,0.7,0
11,4,573,1,1,0.43521219976246356,0.7,0
11,4,574,6,6,0.42397330021485685,0.7,0
11,4,575,5,5,0.39952490031719207,0.7,0
11,4,576,3,3,0.42100169993937014,0.7,0
11,5,577,1,1,0.3661404998973012,0.7,0
11,5,578,3,3,0.3947471000254154,0.7,0
11,5,579,4,4,0.3626174001954496,0.7,0
11,5,580,5,5,0.35813709972426294,0.7,0
11,5,581,2,2,0.44145549992099403,0.7,0
11,5,582,6,5,0.3302341002970934,0.7,1
11,5,583,3,2,0.3510975997895002,0.7,1
11,5,583,3,1,0.3512009998783469,0.7,1
11,5,584,4,5,0.3605796999298036,0.7,1
11,5,585,1,3,0.40274970019236206,0.7,1
11,5,586,5,5,0.38867339976131915,0.7,0
