id,age,gender,mothertongue,handedness,vision,vision_impairment,field_of_study,material,stim_duration,isi,block,n_prime,prime1,prime2,prime3,target,prime5,probe,probe_type,probe_response,correct_response,correct,rt
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,dorch,Thopon,Steinbiff,Fluss,Gepirb,SCHWIMMEN,new,l,l,1,1404
69,18,female,german,right,ok,,Psychologie,words,250,0,1,4,,Tarziwün,sichenbeege,Lippenstift,Strastkadel,LIPPENSTIFT,target,a,a,1,893
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,Tennas,koches,Zostspiegel,Diesel,Zimbur,DIESEL,target,l,a,0,1248
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,Ubien,holialler,mier,Bleistift,Mämpel,FÜLLER,lure,l,l,1,1076
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,Sämbe,yralaun,Junband,Richter,merfog,DRUCKER,new,l,l,1,857
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,Spraßelmahn,Tinkameridi,dolke,Stricknadel,nelatzpunkle,STRICKNADEL,target,a,a,1,1274
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,Sparmer,blinhenkender,Wacktrech,Schmecken,steckstods,RIECHEN,lure,l,l,1,1415
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,Vemmes,Soches,Zäffel,Bohrer,knau,BOHRER,target,a,a,1,830
69,18,female,german,right,ok,,Psychologie,words,250,0,1,4,,Kock,mamperkbusche,Regal,dolgt,SOFA,lure,l,l,1,985
69,18,female,german,right,ok,,Psychologie,words,250,0,1,3,,,hequalo,Pfennig,Lestend,PFENNIG,target,a,a,1,710
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,Obien,Tauchpunkle,Nerxeles,Karamell,wackfobs,KARAMELL,target,a,a,1,736
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,mirhechtuschen,Zanze,nevus,Flasche,Blentig,KANNE,lure,l,l,1,547
69,18,female,german,right,ok,,Psychologie,words,250,0,1,5,esmel,Nihaten,Drolze,Leinen,netus,SEIDE,lure,l,l,1,867
